IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
8990,Akaiche kaume nakeminina mumbali yacimana elyo naikata ka bucket na shofolo kumaboko yakwe.,"Elo fyonse fibili kekete akamwaice aka fya plastic, shofolo na bucket",elyo limbi kalefwaya ukutapa imichanga kuti kayangashe nabanankwe.,"Takalamba ukucita ifyo, kalelolesha efyo amaneshi yalesela pamumana nayaka dabwisha ","Elyo kucimana ici Ali umwaice cikulu sana, amenshi ngayaisa namaka kwati yamukokolola wino-wino."
8991,Abalumendo bali four baleyenda mumusebo.,"Umulumendo uli kulast nakasote kumutwe, mwipi palibonse.",Cilepala kwati uyu wine emwaice pabalumendo bonse batatu.,"Eya kuti aba umwaice pali bonse elo, kunuma yabo kuli nabambi abantu balenda.","Cilepala kwati uyu musebo uleya ku maliketi olo ku ma shops, kumonafye efyo abantu baleyenda."
8992,Umukashana naimanina elyo naikata icipampa kuminwe yakwe.,Icipampa ici cilelanda ukutila baleke uku bika abana ukuba ama soja.,Bushe ninshi bangalandila ati baleke ukubika abana kutila bakale amasoja?,Efilengele fyakuti abafyashi banaka ukumfwa abana abanono baluka ama soja balesangwa nemfuti mumaboko yabo baleipaya abantu ,"Awe taciweme kanshi,bafwile babakanya ukala sangwa nefuti."
8993,Ibumba lya bakapokola imanine Mumbali lya umusebo.,Cipalile kwaciba ifyongo mucipanda ici ecilengele babebe abengi ifi ,"eya mukwai, limbi kwaliba bakabwalala ebasendele ifintu fyabene ubushiku.",Kumbali yamusebo kuli motoka namawilo yali mumulu kunuma kwaba kapokola,Cilemoneka kwati iyi motoka yacipilibuka.
8994,"Abalumendo babili balelisha ifyakuimbila inyimbo, elyo bambi bekele pacipuna.",Bushe uku niku calici nangu nikwisa bali?,uku bali cilemoneka kwati niku calici kumonekelafye ku fyakufwala Bafwele ifyapalana .,Naba tata bamo nabafwala ifya buta nabekala panshi baleimba,Eya mukwai cilepala nibakalamba bamucalici umu mwine.
8995,Namayo alefunda umwaiche ifintu fyabomba na amalaiti. ,Utu balemufunda utwama laiti kuochelela ifintu eco afwalile ama gilashi ,Bushe uku balesambilila ukuocelela kukemoneka kwati kwisa?,Iku balemufundila niku skulu aka eka subject akwata akama laiti,Cisuma sana abaice ukusambilila ifi ifintu elyo Bali baice.
8996,"Bashitata nabanamayo bekele patupuna, elyo kunuma yabo kuli abantu bemanine.",Bamayo aba bekele nabapenta icinso kwati cinyau ,"eya mukwai, Bushe ninshi bangapentela ifi icinso cabo?","Aweh mwandini tafishibikwe eco bacitila ifi kumenso yabo, pantu panono balemoneka kwati baume","eya mukwai, limbi cilepala kwati balefwaya ukutina banabo."
8997,"Ibumba lyabantu nabekala, elyo mulumendo umo naimanina alebelenga ibuku.",Abashala balekutika efyo alebelenga. Bushe nikwisa bali aba bantu ?,Uku bali aba bantu cilepala ni kusukulu.,Elo umu bali muli umulumendo ukwete akamwaice pamolu yakwe nakalala,"cilepala kwati aka akaiche, nakanaka sana efyo kalalile."
8998,"Imbwa naisuma ucilifupa cacimuti cakupanga,elyo mulumendo emanine pafupi.",Imbwa iyi ilemoneka ifya pusanako kufyo imbwa shimbi shimoneka mweh ,"eya mukwai, elyo cilepala yalifyalwa kubasungu.",Eya cishinka ico pantu nomwine musungu wine uwimakene nayo ,"Cilepala nga kwishitisha imbwa iyi, kuti yaba yamutengo sanafye."
8999,Umulumendo naikata icakutulilako icibumba kukuboko kwakwe.,Uyu umulumendo alimumulu intambo eyi mwikepete ukutila epona. ,"eya mukwai, elyo cilepala kwati uyu mulumendo alishiba sana inchito yakwe ukumona efyo akatile icakutulilako icibumba.","Pakutula icibumba cement naimwitikila kuli uniform afwele, kucimpompo naku menso","eya mukwai, nomba cilepala kwati napwisha kubombelapo pa icibumba ici cine."
9000,Abantu batatu bali mubwato pa menshi.,Ubwato balipo nabukwata ifintu ifingi sana ifitali kumulu,ifintu ifi filecingilila ubwato kucimpepo icikulu capamenshi.,"Eya ico cishinka umulandu ubwato ubu bulemoneka walipepuka sana, ukwabula ifitali ifi, kuti wabeuka ","Elyo fileyafwilisha ibwato ukuiminina, elyo ngabalefwaya ukuipanamika."
9001, Abantu nabekala munshi yacimuti bale isha.,Apa epobaleicila pali icishimbi icikulu naci kwata ifilemoneka kwati mawilo ,Bushe ayauene Amawilo yalepala kwati yaciba ku cintu cashani?,Teti fishibikwe bwino sana lelo aya mawilo yapalile nakuli shitima,"eya mukwai,  pantu ishitima eyakwata ifimawilo nefishimbi fwafina sana."
9002,Bashi mwinga nabana mwinga balefuma mulimotoka.,Bashibwinga bacisula icibi ukutila banabwinga bafume ,Bushe aba cilepala kwati bali pa Uwinga olo cilishani.?,Ubu bwena baliku bwinga baleya ingila mukati ukukwebati batampe ukusefya ,Elo banawinga cilepala kwati nabaumfwa wino sana ukusefya ili line.
9003,Abaice babili baleyangala mushi ya bridge.,"Aba abaice epo bali apa tapali bwino, umo kuti apona munshi aicena ","eya mukwa , elyo nga apona apa kuti afwa wino-wino.",Umumwine bale lengela muli amaloba nama bula ayengi notumuti tulekula ,cilepala akakene Kamana kalikwata amenshi ayengi sanafye.
9004,Mulumendo nomukashana baleisha beka ubushiku.,Baleocha notwakulya pacibili ukutila lulya baleshimika baleya ,Bushe cilepala kwati nifyakulyanshi baleocha.?,"Ukukonka nefikwete umulumendo kumaboko, baleoca ama mash mellow ","Eya mukwai, elyo cilepala kwati balitemwa sana ukulya fyakuboca."
9005,Imbwa nayikala mulimotoka nayi sama akanwa.,Ulu limi lwambwa iyi lutali sana elo ameno yalitalukana mukanwa,"elyo cilepala iyi imbwa yalifyalwa nobuyafwilisho wa science, pantu Takwaba imbwa yaifi.",Cinshi calenga amatonton kanyo ya science? Ikwete ubupusano bwashani nayambi ?,apa cilepala iyi imbwa yalifyalwa kufuma ku breed iya Germany shepherd na ku breed iya Boer boul.
9006,Mukashana nanina pamulu yalupili eka.,Elo aka kamwana akanono nentambo eilekekata ukutila kepona ,Bushe cilepala balefwayenshi uku bali mulupili.?,"Tapali nefyo balefwayamo mumapili aya, balekwela fye mumangalo ","Kwena amangalo yamulupili aya teyasuma sana, limbi umo apona kuti aicena sanafye ."
9007,Mulumendo nakwata camera ale kopa abantu.,Kunuma yakwe kuli ibumba yabantu bamo nabekala bamo nabemakana ,"eya mukwai, elyo cilepala kwati kwalisa umuntu washiwikwa sana.",Pakati pabantu pali akakulwa kanshimbi ukwebati abakulandilila baikalamo ukumona ifile citika ,eya mukwai elyo abantu abengi baisa kale ukutamba efyo filetampa kucitika.
9008,Banamoyo baleyengala elyo nokunina pabanabo.,Ulu balecita ifi bali mukati ukuti bakopwe ififine bali ,elyo aba ebaniniwe pamulu cilepala kwati nabanaka sana.,Balemoneka nabasansa muka sana pali ifi balecita ,Eya mukwai cilepala nabafuluka amangalo aya yene
9009,Mulumendo ali pali honda alepita mumusebo.,Pe honda ali nafwala impompo ukutila ngapona teti aitobe umutwe ,"eye mukwa, elyo cilepala kwati umulumendo alishiba imilimo yonse yapamusebo.",Kumbali yakwe kuli naumbi ufwele icimpompo nankwe lelo ena ali panjinga noti ihonda ngoyu umbi ,"aba bantu nabaifwala ifyakwicingilila imibili yabo,  ukucitilafye ngaapona alifye wino."
9010,Batata balimucikulwa cabwalwa baleteya pool table.,Batata nabesala nelinso limo ukutila balonge bawine amagalo ,elyo aya mangalo nshita shingi yapwafye noluli sana.,Kunuma kuli umulumendo umusungu naimakana nama laiti nayaka ,"Cilepala uyu wine musungu,  emwine wacikulwa consefye ici."
9011,Batata nabeminina kutanshi yacikulwa naba flag.,Kunuma yabo kuli umukashana ufwele skirt ipalile ama flag bemishe batata,Bushe apa pali ama flag cilepala nipacibansa canshi?,Apa ali cipalile nipa cibansa camu town kumbali imbi pantu abantu nabafulisha ,Cilepala kwati pali efyo balelolela kutampa kucitika.
9012,Abaice baleteya bola mucimansa icinono.,Abaice bonse nabafwala fimo fine babili fye ebakwete ifipuseneko ,cilepala kwati aba babili tabakwete ifyakufwala ifyalingana nabanabo.,Apa bali abaice baleshana amasha ayansansa elo masha yamo yene bonse ,"cilepala baleishiba sama ukushana amashano aya, elyo pakokolele kuti basambilile."
9013,Balumendo babili beleteya ka tenesi yukubofya utumuti.,Bonse abaleteya basungu nabafwala insalu shapusana ,eya mukwai elo abasungu Batemwa sana amangalo ya table tennis.,Apa baleteya tabali kumbali imo elunomba balelwilana ukuti umo apite asende ka bola awine umunankwe ,"Eya mukwai,  elyo cilepala kwati  yalikosako kuti amoneke ewawinile."
9014,Batata nabeminina kutanshi yaba hosi yabuta.,Batata aba nabafwala nakasote mukati muli nakasalu katumi ntoni ,"Elyo cilepala kwati aba batata iyi horse, yabo elo yalibeshibe.",Aha ama horse nabaya bika amadeco ukumutwe yalemoneka kwati tayalemona nabwino palya yalenda. Bushe ninshi bayabikile ifi?,"babikilefyi kuti imoneke bwino, limbi umuntu alefwaya ukukwelako elyo alipila impiya, kuti asala yena."
9015,Umulumendo mwaice ale jima sama.,Nomba umutwe wakwe ulisana mupepi nomushili bushe taicene uyu?,"uyu kuti aicena wino-wino, pantu cilepala kwati taleposako amano sana kuli efyo alecita.",Elo uku ali nikunuma yanganda nensapato shili panshi ,cilepala kwati nsapato shamwaice uyu wine alejima.
9016,Mulumendo aleshita ifyakulya kumaliketi nafwala naka sote,Kumaliketi uku kwaliba bizeh elo ifyakulya filiko fisuma sana,"eya mukwai , elo cilepala bonse bashitisha uku balepanga impiya sana.","Eya kuti bapanga ishingi , nomba uyu mulumendo alesenda ifyakulya na glove yakupikula cimo nabamayo kunuma yakwe, bushe efyo bacita ?","Eya mukwai, cilepala bonsefye efyo bacita kuumulandu wa hygiene. "
9017,Batata nabeminina pamulu yacilibwe icikulu.,Pacilibwe icicine icikulu pali amalembo ukutila umweo bwipi ,cilepala abafyashi bakale sana ebalembelepo amalembo yalya yene.,"Nabakwata nefintu mumukoshi yabo naikwata nakatambo, bushe ninshi ilya?",Cilepala kwati ifi nifyakubukishilapo umuntu ewatemwika.
9018,Umulumendo nafwala aka sote aka fita.,"Alemoneka alekutika ifilelanda umulumendo umbi uwaina, uli pantanshi yakwe ",Bushe uku bali cilepala kwati kwaba kwisa?,"Ukubali kulemoneka nikuncende ya nchito yabantu takwishikwe bwino, pafibi pali ifipampa kwati nikuncito ","Eya mukwai , elyo cilepala kwati iyi company niikulu sana ."
9019,Abaice babili umulumendo nomukashana nabekatana amaboko,Aba abaice balemoneka tepabu kwabo buti nabofwa bwino ikuimona ,"cilepala balishibana sana, elyo balimonanapo akale sana.","Eya kuli abalebatamba ebo nabo baleloshako, ifimweneke lukasa lwabo fye ","eya mukwai, elyo cilepala kwati umulumendo naumfwa wino sana ukomona munankwe."
9020,mulumendo nayiminina mumbali yacibumba.,"Mumbali emakene aleposa ilibwe mumulu, katwishi nganinshi ",cilepala kwati alefwaya kuciposela kuli ena.,Nepo emakene pamulu pali intambo shamalaiti ishingi ,eya mukwai elyo intambo shitatu shileingila mung'anda elyo lili mupepi nomulumendo.
9021,Batata baleposa cibola icikulu saana.,Ici cibola baleposa caku mangalo eko bafwile ukwingisha ukuma utobotolo utwimanine,Cilemoneka kwati bala wina kumonafwe imiposele.,Cishinka baleposa namaka sana balewina aba batata,elyo kabili aya amangalo yasuma saana.
9022,Mulumendo aleyesha honda mumusebo wamaloba.,"Iyi honda alensha naima namumulu elo uku ali pa fyangalo fyakwensha ama honda, nokuyemya mumulu",Elyo uyu mulumendo alishiba saana ukwimya mumulu.,Ala ensha bwino nge honda talya jombe mumaloba ,kutiyajomba lelo ababantu balishibisha saana kuti baifumya nangula yajomba.
9023,Banamoyo batatu nebeminina balelolesha muci book.,Elo banamayo aba babombela capamo umulandu utupampa tuli pafyakufwala fyabo nitumo twine ,Cilemoneka kwati kuli efyo balefwaya muci book.,Eya efyocipalile. Kunuma yabo kulinabambi abantu abafwebe insalu notu pampa ngotwaba namayo balipantanshi ,elo cilemoneka aba bantu balishiba inchito iyi saana.
9024,Mulumendo naiminina necilubi icaimbe.,Aleposhana necilubi ukucikonkelesha muli efyo bacipanga ,Ici cilumbi nacifwala nesalu kwati muntu.,Cipalile bacipangile ukwibukishapo umuntu uwacitile ifintu ifisuma sana.,"eya mukwai efyo cilepala, pakuti balemwibukisha."
9025,Mulumendo aleyangala mumenshi naka boat.,"Apa ali aleshelela elo acibonfya amaka yengi, emishe amenshi ayengi ",Aletina uku pona efyo alebonfesha amaka yengi.,"Ukuboko kumo naikatilila kuntambo, kumo kuli mumulu ",elo alemoneka kwati natemwa ukwangasha akabwato aka.
9026,Mukashana nagondwa kucishimbi mumulu.,Icisalu cipitile mumusana nakukulu kumo efilelenga kuti epona panshi ,cilemoneka kwati uyu mwanakashi cinshi alecita?,Cipalile alipamangalo nomba tacinyata bwino elo nomba aikoba ,eya mukwai kabili ichi icisalu ecamupususha pantu ngana pona.
9027,Umwana mulumendo naisama akanwa nesansa.,Cipalile baleangala nabafyashi bakwe ebalemusekesha ,Eyo ale moneka kwati natemwa saana ukwangala nabafyashi.,Kunuma yakwe umwaice uyu kuli akafulukutu kafyakufwala.,aka akafulutu kafyakufwala cilepala kwati kakucinjishamo ifyakufwala.
9028,Batata nabeminina mupannga beka nakacola kunumba.,"Umu bali mulifumuti ifingi fyama banana, fimo nafyuma, fimo filifye bwino",Limbi aba batata beshile mukucekina ama banana.,"Kuti yaba, muka cola kutimwaba ifyakutila babonfya ngakwafita, nangu kwacitika ifintu ",eya pantu mumpanga ilingiline kulaba ukusenda ifyakuicingilila pantu fingi fisangwa mumpanga.
9029,umuntu nayiminina mwiloba yabuta nakabwa.,Aka akabwa nakakwata imfula yabuta kumasako. Ifwile nakomfwa impepo .,Efyo cilemoneka pantu uku bali kwalitalala saana. ,Nomulumendo wine alemoneka naumfwa impepo ukumwena pamenso.,eya mukwai uku kuncende kwalitalala saana.
9030,Bakashana babili balelwila aka bola notumuti.,Bali pamangalo ya hockey eku lwila kabola aka ukutila umo apoke engishe ,Eylo cilemoneka kwati aba bantu babili tabali beka uku bali.,"Tabali beka iyo, kuli nabambi kunuma yabo ebo baleteya nabo.",eya mukwai kabili nabantu abakubatamba.
