IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2961,uyu shitata umukalamba Ali mwistolo umo aleshita ifisabo ifyakulya,Elo muli ifisabo ifingi nganshi ifya pusana pusana nabantu beminine pafisabo balefwaya uku shita,Ili isitolo chipalile kwati lyafisabo fyekafyekafye Umo abantu abengi bashita,Bushe abantu tulemona bonse bale shitafye olo pali nabale shitisha?,elo aba Bantu chipalila kwati abengi baleshita elo abaleshitisha banono
2962,aba lumendo babili baleteya ulya umupila uwa kumaboko,Umu lumendo ufwele ica fita alefwaya ukuposa bola engishe nomba umu lumendo ufwele ica buta ale lesha bola,muntu beleteyela nimu chibansa elo muli naba shitata Bambi beletamba,Elo banono bale tamba. Katwishi abantu nga tabautemwa uyu umupila,Pali aba abalumendo umo untu wafitiluka elyo umbi alikashikilila
2963,abalumendo babili mwilumu nabapona mutulo elo nembwa ilebataba,Bambi nabekala pafi puna netebulo bale Isha nomu kashana umo,iyi nganda ilemonekafye iyikalakba elo iyabusaka,Cipalile kwati aba bantu lupwa nefibusa abale ishisha capamo elo bambi banaka ba lala,Pali aba abele umo nafwala nakasote nekoloko
2964,utu Bana utulumendo naka kashana kamo natusekelela nganshi,Tufwile utu utubana nitu munyina pantu tuli utwa palana palana ngamwatu lolekeshafye,Pali utu utubana utulumendo kamo nakekata nemfuti iyalepa sana,"Elo tumbi tapali efyo tukwete kuminwe, natumfwafye bwino tule kopwako. Limbi tubikile kumbi ifyakwa ngasha ifyatuko",apa panchende tuli chipalile kwati ni pa famu naba wishi belefuma munganda
2965,mamayo umo uwachikalamba nasekelela Sana nechibumbwa chafisekesho,Bushe ici cibumbwa olo muntu fye uwayi pentelefye muku fwaya uku papusha abantu?,chipalile kwati uyu muntu uyipentelfye elo namayo alemupokolola fimo,limbi eco namayo alemwikatila pantu alefwaya ashininkishe nga muntu olo ci bumbwa,elo uku kunchende Kuli abantu abengi sana nabakwata na imendela iya Ku calo CA America.
2966,aba lumendo babili uwufwele ichafita naumbi ichakashika bale chinfyanya mubwangalo bwa kwikatana,Cipalile kwati ufwele ifya fita naba mucimfya pantu alikwati nabamu titikapanshi kumulumendo beketene nankwe,kangalila wa bwangalo nawo nalolekesha Sana ukumona umo uwanaka,Ubwangalo ubu bufwile bwaba kulufye pantu abaiche kuti baicena olo ukuyi kontola ama fupa,nakateya umo uwabwangalo ubu kwati ale tamba naba kafundisha bakwe
2967,umulumendo umo nafwala bwino Sana  mumusebo emo emanine,Bushe cinshi cinga lenga uyu umulumendo umweneke bwino uku kwata kuminwe pani yaku salwilapo mumusebo?,chipalile kwati Ali nabamo ebo alelanshanya nabo pantanshi yakwe nakalimo ebene ba uyu pani,Olo limbi alelangisha abantu ifyaku pilibula pani ngole salula ifyakulya ifyaku pilibwila pali pani,Efyo chipalile kwati pali ebo alelanga ifyaku salula
2968,ndemona shitata uyu alikunchende akwamangalo yakwendela musapato ishama wilo,Kuliko nomu kashana nomulumendo abeketene nabo naba fwala insapato shama wilo katwishi ngelo bale sambilila olo pali ule sambilisha umunankwe,iyi ichende ili nabantu abengi abafwele isapato shamawilo kumakasa,Bushe baishile mukuchimfyanya uku butuka nama wilo nangu bale angalafye noku sambilishanya?,elo namuntu Bali mulifye anwashinwa nokubeka sana
2969,abalumendo bale imba inyimbo  pa chintubwingi,Mukumona kwandi cipalile kwati aba abalumendo abali nefi limba bale lishisha abantu abale batamba ama nyimbo aya lekana lekana,elo uku kuchintu bwingi Kuli abalumendo nabakasha chapamo,Aba abalumendo nefilimba bafwile balipangile ubushiku ubu ubwaku leta abantu capamo nokubembila inyimbo,namuku monekafye nachilila nokulila Kuli iyi ichende
2970,uyu namayo mu chifata alishitisha ifisabo nafimbipo ifyalekana lekana,Abantu nabo tabala fika pali namayo bamoneko ifintu aleshitisha katwishi nga namayo takwete efyo balefwaya ukushita munchede iyi,elo ili tuka lilemoneka ilikalamba Sana umo belishitisha ifintu ifyalekanalekana,Elo cipalile kwati bashitishamofye ifisabo ifya lekana lekana pantu efile monekafye,ala na ituka ili lyali pangwa ubusaka nganshi
2971,aba abalumendo na bakashana Bali kunchende kumo eko bale chinfyanya ukushana,Ndemona kwati bale ipekanya pabushiku bumo ebo bakula langa abantu ifyo bashana nangu bale panga utusela,apa panchende bashitata Bali mutu tuputula elo Bana mayo Bali mutu toloshi pantu bemakene,Limbi efunde lyabako ati nabalumendo bonse kufwalako utuputula pakushana nangu paku panga utulesa,elo bonse futi chili kwati kuchitafye stilo imo ine
2972,amwaiche umo uwa chikashana alimwisitolo amobashitisha ifyakusanshako mumepiko,Chipalile kwati uyu umwaiche umukashana ale tontonkanya efyo engabulapo pafi sabo bale shitisha,uyu mwana uwa mishishi ishali nganshi nashintilila nakuntu ifisabo bafibikile,Limbi pali abamwebele ati salapo ichisabo winga temwa ukusendapo nangu mitengo yafi sabo alepapa,ala netuka line lyaba nefisabo ifya funguluka ichakwebati umwaiche nafulungana
2973,abalumendo babili nabakumana mubwangalo ubwa kuposa inkonya,Umo umulumendo afwele akaputula nensapato sha buta elo umbi afwele akaputula nensapato Isha kashika ngomulopa,chilumendo wakaputula Ka buta naposa inkonya Kuli uyu umbi uhufwele akaputula Ka kashika,"Elo balelwa ubushiku pantu kulifye ukwafita fita, amalaiti yasanikefye abalumendo bale chimfyanya ukuposa amakofi",elo chipalile takuli naba letamba ulu lubuli
2974,utubana tutatu utwachaume tuli na ubwangalo ukupalile mumpanga,Abaiche bali kwati bale posa amabwe uko baloseshe nangu bale cimfyanya fye uku posa  bamone iwinga posa ilibwe ukufika apatali,mukumona fintu tukonkene tulemoneka kwati nitumunyina akalamba akaicheko nakaiche sana,Ala abaiche balitemwa ukuposa amabwe,nokusansagalala aba Bana naba sangalala ukwangalila mumpanga iyi
2975,sitata umo nana mayo Bali mwibala balelima,Mwibala balimo bale bomfya ingo'mbe shibili shibafweko ukulima olo kunchito isha lekana lekana,pakutila babomfye Ngombe ilibala lifwile likalamba sana,Ehe pantu ingombe ilingi bashi bomfya mwibala iyikulu eyo emuntu teti akwanishe,nalyo imbala Lili kwati nakalimo elo balelimo pakutampafye
2976,shitata uyu Ali mwi ofisi alelanda naomo elo nashintilila kumo,Chipalile kwati bushiku elo ayile kunchende iyi pantu napa fita panse,ndemona na ichibi chailiofesi nachisuka nokwisuka,Afwile uyu umulumendo aishilefye muku pitako ku ofesi muku monako fimo olo pali efyo ashile,elo namwi ofisi balimo ala mwabusaka sana
2977,uyu shitata umukalamba eleyenda mumusebo elo naufwa ukunaka sana,Umu kashana ukonkele shitata panuma alemoneka fye uwa nsansa katwishi ngapali umusekeshe olo pali efya mwene ifi musekeshe,umu mumusebo mulemoneka nashitata umbi aleposa ifisoso muyungulu,uyu umbi shitata alemonekafye uwa lwala pamenso katwishi ngatale umfwa bwino olo anakilefye,ndomona kunakafye ukwabukalaba pantu imyaka shimo kulaba okunaka bwangu sana
2978,utwana utukashana tubili Pali fintu tuletamba,Tule moneka utwansansa elo kamo naka papa akanankwe munuma katwishi nga kamwaiche kakwe,aba abana Bali na bashitata babili aba lelanshanya fimofimo pambali,Limbi bali kunchende eko beta ati musiyamu eko abantu batambila olo ukwishiba ifintu ifyakale sana,na iyi ichende ili iyawama Sana tekutila umone nefiko iyo
2979,ndemona abantu babili Pali bemba umukalamba ngashi beleyangala,Filya umo eminene noku shelela pamenshi teti aponena mumenshi? Pantu tacha anguka ukwangalila pamenshi uyu umusango,chelemoneka kwati aba Bantu nabemakana palitumo kwati Ka bwato akanono,Bafwile bali sambilila bwino ifyaku balansa pamenshi ngabale shelela mumusango uyu,chishinka namabimbi nayema Sana Pali bemba uyu balipo
2980,uyu umulumendo ale angala Pali bemba umukalamba,Elo chipalile kwati alibelela ukwangalila pali bemba pantu kuti aponena mumenshi nokunwina anwina,uyu chilumendo alishipa mumolo ichachine pantu kuti waponena mulibemba,Limbi nibalya abateya ubwangalo ubwaku shelela pa fimana ifikulu ngakuli ama bimbi yapa mumana,efyo chipalile pantu ale balansa NGA umuntu uwa ishiba sana
2981,"ndemona abantu batatu,babili nabekalako panshi umo naiminina",Umulumendo wiminine chapalile kwati ale enda apa chepa alefwaya uku balansa nangu ale angalafye,elo aba Bantu chipilile kwati bekele mumbali iya musebo apali nechimuti ichikalamba,chipalile kwati epo bapanga apakwikala nagu apaku tushishako abantu panshila,cacine nagulafye nipanganda pantu bekala
2982,uyu namayo umo alensha umwana mukamawilo,Nawumbi namayo ale ensha abana babili ba mpundu muli puremu mupepifye nesitima ilikulu limanine,aba Bantu bele enda mumbali yestima iliminine pambali yabo,"Ukumona ama sitima yeminine so, bushe iyi tenchende epo abantu bakwelela ama sitima? ",ehe chishinka pantu nesitimafye lelemoneka kwati lisenda abantu
2983,umwaiche awa chilumendo naikala aletinika chintu beta atila computer,Elo uyu umwaiche ale teya gemu Pali computer,pe tebulo pantu Ali Pali nefintu fimbi ifyalekanalekana nge ifitabo namapepala,Limbi epo alembela ifyakusukulu nangu pali efyo alelemba alefwayafye atusheko,chipalilefye alitemwisha ukwangasha ichitunstushi ichi
2984,utubana tubili utwachanakashi tuli naba nyina kunchende imo,Elo pali ifi kulwa ifitali kwatwishi nga ma ofisi olo ma shopu,iyi ichende ili nabantu Bambi abekele nabo panashi,Ndemona kwati iyi inchende bapangile iyaku tushishako nangu epo abantu benga kumanina noku lanshyanyako ama lyashi,efyo chipalile nagula nimupepi namayanda yabo abantu aba
2985,bashita abengi nabafwala ubu saka naba Kwata na utufyola pakwenda mumusebo,Chipalile  kwati aba bashi tata bale enda pa paredi bakwete,nabantu abengi Bambi nabeminina mufimuti baletamba.,Nabo abantu nabomfwa bwino ukumona abantu bafwele ama suti nokubakopa bale bakopa pama foni,ala nabomfwa bwino nokufula naba Fula abaletamba
2986,ndemona umulumendo umo alipa chinga mumu sebo ubushiku,Ndemona kwati pali umwanakashi pa njinga ule chofa ubushiku,uyu musebo ulemoneka uku ba bise sana nabantu mubushiku beleyenda,Elo ichile papusha cakutila  uwanginga ale ensha inginga ubushiku mubantu,napapusha ichine chilumendo uyu pantu teti ulechita ifi mubushiku
2987,aba Bantu nabekala panshi chapapamo,Bafwile bale tamba ule lenga abantu pamu sebo,elyo chipalile kwati abantu Bambi bale pita kunuma yabo pantu bekele,Ndemona nefyola ifingi efyo batulike katwishi nga musango nshi benga tulika ifi ifyola,napantu bekele nakalimo nipamusebo
2988,chilumendo umo uyu aleteya ubwangalo ubwa kumishanya aka mupila nachimo kuminwe,Elo ale teyafye eka uyu umulumendo elo umbi ale mutamba nokumu tamba,elo emo aleteyela muli umwabusaka nokuchingililwa bwino bwino,Ehe chila fwaika limo epo ule teyela ubwangalo pali apabusaka napa chingiliwa bwino,ndemona nakatolela umu uwiminine pambali
2989,bashita naba mamayo naba kumana chapamo mukulanshanya fimo,ndemona naba motoka abengi sana mumusebo apa pancende,balemonekafye aba sansa kwati Pali efyo balesefya,limbi bale sefya ukufyalwa kwamwana pantu nimbonapo utusapato twamwana pe tebulo,walungama pantu palemoneka panse apa kwati nipa nganda pa umo namayo nasshitata
2990,bashitata babili bele chinfyanya ukubutusha ifinama fintu bakwelelepo,Ba kwelele pama horse abantu abali six,muntu bale butushisha ifi ifinama muli umwachingililwa nabantu beletamba,Nayo amenshi yalemoneka katwishi nga kamana olo emo basamfisha ama hosi,walandafye ichishinka pantu naukumoneka amenshi Aya nayalamba sana
2991,namayo umu naikala panshi aleshitisha nafimo kumaliketi,Ale shitisha ifya pusana pusana ifyapala ifisabo nemi salu,elo iyi maliketi elemoneka iyikalamba sana,Ehe ikalamba Sana pantu bengi bakwete ifyaku shitisha muncede iyi,elo nafyo fintu baleshitisha nifilya ifya kubika mumunani
2992,shitata umo nafwala akasote namgalasi naimwa nomunwe umo mumulu,Afwile ale imbila abantu olo ale imbilafye palwakwe,shitata uyu na asamuna nakawana mukutila ishiwilyakwe lifume bwino sana,Afwile nikemba wanimbo uyu shitata pakuti asangwe nechakwimbilako,enditaye uyu ena nikemba wanyimbo sana
2993,ndemona abantu belelongola fimo ukufunya mulika motoka,Elo babili aba lumendo bale kopa aba nabo nefi kope,noku kuntu Bali kulemoneka kwati nikumpanga sana,Ehe bafwile baishile mukwangalila mumpanga nangu muku fwayako fimo mumpanga,icho nacho tichaba chishinka nagu baishile mukupanga filamu
2994,Namayo umo aleyenda eka mukashila aka tambalala,uyu namayo na senda ne chola katwishi nganiku shopu aleya olo kusukulu,elo ichende iyi aliko ilemoneka iyawamya Sana nolukoto na maluba,Elo iyi incende cipalile kwati niku mpili pantu takule moneka imisebo ukwinga pita imyotoka,ala kakena akashila ichine Teti mupite ba motoka iyo
2995,umwana umwaiche awachanakashi Ali naba mayo bakwe,Bali kwati pali ibuku balefwaya uku bulapo nangu uyu chikashana ale afwilisha umwaiche ibuku enga salapo,elyo namuntu balefwaya muli amabuku ayengi nganshi,limbi li shopu emo bashitisha ama buku nangu emo abantu ba belengelamo ama buku yalekana lekana,mukumona ine ndemona ili lisukulu
2996,amwana umunono nasunsumana aleyangasha umuchanga,"Nakwata na shavewo kuminwe eyo ale angasha, katwishi nga michanga aletapula",uyu mwana futi Ali namakasa elo kuntu Ali kulemonekafye imifchanga sana,limbi abantu bali noyu umwana baile muku fwaya imicanga nangu mukwa ngalilafye mumichanga,nagulafye nimumbali yamumana kuntu bali
2997,ndemona bashita mwituka umuli ifisabo ifyalekanalekana,Bambi bashi tata bale ikata ifisabo bomfwe ngafili  bwino ukushita elo bambi bale fitambafye tabalati basalepo efyo benga shita,mwituka umu ndomona muli nenkonde ishapya nganshi,Fyonse ifisaba filemoneka fye ifyapya bwino. Abantu bafwile balitemwa ukushitilamo ifisabo fyapusana pusana,nasitolo ine ala ikalamba Sana iyi
2998,uyu umulumendo na ikala pashi nakwata na chimo muminweyakwe,Afwile pali efyo ale tonto nkanya pakuti ekale mumu sango uyu olo kunakafye anakile,nakunuma yakwe uyu chilumendo kulemoneka ifikulwa ifitali elyo ifingi sana,Nimbona nakwata nakantu akama wilo eko abalumendo baninapo nokuyi kunkulusha,naku nechende kuntu ekala kwaba ukwapentwafye chimochinefye
2999,banakulubantu balelolekesha pakutila batoloke umu sebo,Bambi abantu bale pitafye mumusebo noku lolelasha mumulu katwishi ngapali ifikulwa ifitali efyo balel lolesha,elo chapalile kwati bambi beleshita fimo olo bale bika ama chinga yabo,Elo umo umulumendo ufwele ichampepo icha yelo ale ingila mu shopu umule monekela ifi sabo fyaku shitisha,chapalile kwati Pali nafintu aleshita uyu wine
3000,umwana unono akaume nakakwela motoko iyipalilile iyaba shilika,Muli nakambi akaume akalensha motoka. Katwishi ngakale imona ati eka ensha wamyotoka waba shilika,na uyu motoka kakwelelemo aka kamwana yimakene mwisamba lya chimuti ichikalamba sana,Chipalile kwati aba abaiche bala fwayisha ukuba aba shilika ngaba kula eicho bale angala kwati ba shilika,chachine Sana mukonafye fintu baleyangasha infuti mumotoka
3001,iyi imbwa iya fita ili kumbali ya mumana kuntu iminine,Bushe yafitafye nangu chungulo ile monekafye ngechi nshingwa?,"chipalile kwati chungulofye elo kuntu ili
Kuli nakamupila kakutye mupepi",Katwishi nga ninshi imbwa ingala chita kunchende iyi muchungulo yekafye,nakalimo Pali fintu ilefwaisha ifinukile uku
3002,umu kashana nafwala ichakashika nasekelela nokusekelela,Efyo eminine chilemoneka kwati pali echo aposele mumulu,enditaye elo chipalile kwati Aya mangolo yaku chinfyanya nabambi abanankwe,Ehe limbi pali efyo bale posa nabanakwe ebo tatulemona panchende iyi,nabanakwe bene bafwille abalepokelela kantu aposele
3003,umulumendo umo natolosha ichinga mumulu nganshi,Bushe busanso bulengele ayi pose nenginga filya olo bwangalofye bwakuyi posa nenginga mumulu?,chipalile kwati ubu bwangalofye elyo Kuli nabambi obo blechimfyanya nabo,Elo afwile ali sambilila nokwishibisha sana ukuyi posa mumulu ngefi pantu kuti wapona ububisana ukuyiposa ukwabula ukusambilila,walungama uyu chilumendo afwile alisbila sana
3004,umwana umunono awachanakashi naikala pa chipuna,Chaku papusha sana uyu umwana epo ekele ale sangwa nefima mashini efyo ale tininka,chipalile kwati abafyashi bakwe nibakemba pantu ifi ifilimba fyabakemba,Elo aka akamwana kali aka sekelela katwishi nga nakomfwa bwino ukula angasha ifintu kekete,ala naka sangalala Sana paku kapela fintu bakapele
3005,namayo umukalamba naposhanya muminwe nashitata umo,Ubu ubushiku bufwile bwali bwinga pantu nimbonapo nabwinga ukwete neluba kuminwe,chachine chipalile kwati bwa Chiba bushiku bwakufya nokusekelela,Uyu umulumendo ewo bale poshanya kuminwe na namayo ewu palile kwati ni shibwinga,aba tibabafye nibanina aba mukashana ngula nabwinga
3006,uyu chilumendo imifwalile ipalile abashilika nangula malonda,Namuku mona ichaku fwala afwele chipalile kwati uyu umulumendo niwulya uwensha ifimabwatotofi kulu ifyenda pafimana ifikalamba,enditaye pantu nabantu chipalilekwati balekwela muchibwato ichikalamba,"Ehe bengi balekwela ici ici bwato, limbi bali pabu lendo bonse nangu elo bale shita ama tiketi yaku kwelelako",nasuminisha tichabafye kwati Bali pabulendo
3007,umwaiche umo naikala aleyangasha notubokoshi,Chipalile kwati ale longa utubokoshi muchi bokoshi twikalamo,elyo Ali mwilumu ilikalamba Sana umulemonka nakamupando netebulo,limbi kamu pando epo abelengela nangu ukulemba ifya kusukulu,chichine icho lelo panshi pantu ekele ale angalafye
3008,shitata uyu naiminina elyo naikata nechilepepala kuminwe,Elo kuntu ali chipalile kwati ali ku pati yabaiche pantu naba kobeka ama baluni nefi doli,icho nasuminisha chipalile kwati nipate yambanabano abasambilila chapamo kusukulu,Chila wama ukupangilako abaiche utuma pati pantu balomfwa bwino sana,ukumfwabwino kwena balofwa bwino Sana elo chintu ichayana nganshi kusukulu
3009,ndemona namayo umo alechofa inchinga,Elo nabutusha inginga katwishi ngapali uko ale butukila nangu pali efyo ale pepeka,nakuntu alepitafye nechinga yakwe mumbali yamusebo muli amabwe ayengi sana,Afwile nimumpili alechofela inginga ukutaku pita sana imyotoka,ala takuli motoka iyili yonse echo alechofela nefi
3010,Akaice akalumendo Kali mwistolo kaleshitisha,"Elo uyu umulumendo aleshitisha ifya lekana lekana ifyapala ubwalwa, ifyakulya, ama dirinki nafimbi nafimba",ili sitolo lilemoneka ilikalamba Sana umuli ifintu ifyalekana lekana,Nomba ichile papusha chakutila umwaiche ewule shitisha umusangwile ifintu ifingi. Limbi ngamwachi abakulu abaku shitisha,tichakupapusha lelo kwaliba aba iche bamo aba chenjela nganshi
3011,shitata uwakamwemfu akatali Sana alefuma muchikulwa,Nafwala nechampepo ichafita katwishi nga kwali talala nangu ni fashoni fye afwalilemo,chipalile futi kwati nakalimo Pali kumo alefwaya ukuya pantu nasenda nakachola,Limbi afumine muchi kulwa chabwalwa nomba alefwaya atandalileko kunchende kumbi olo ukuya ku nganda yakwe,chipalile kwati nakalimo uyu umuntu alefwaya ukuya kunganda
3012,uyu shitata umukalamba nakontama alelima mwibala,Chipalile kwati uyu shitata mukote. Bushe kuti akwanisha uku lima inshita iyi tali mwibala ili?,ndemona alikosa Sana elyo Kele ayamba ukulima pantu chelemoneka kwati epo ekala apa pefamu,Ala nimu mpanga sana ali uyu shitata pantu takule monekako ifikulwa nangu imisebo eko twinga mwena ati kuliko abantu abali mupepi,ala iyi nifamu yakwa uyu shitata mokumona nafintu akoselepo ukwikata ulukasu
3013,Bana mayo babili nabekala chapamo elo umbi alinomwana muminwe,Bonse bana mayo bele lolesha akamwaiche abasekelela katwishi ngapali efyo kalandile pakuti kaseke,elo munganda muntu Bali mulemoneka bwino Sana nefipe ifingi nganshi,Wali shibafye munganda ngamuli abana ifipe filafula pantu abana balitemwa ifya kwangasha angasha,Ala abana nabo limo Bala pela Sana ichito
3014,umushilika uyu naposhanya nempalume iyifwale ubusaka sana,Ndemona kwati aba abalumendo ba tandalile abashilika kumyabo nangu abashilika eba tandalile ababambi bashi tata,walungama pantu na mulumu iyo balimo ilemoneka kwati yakukumaninamo pakulanshyanya,Ehe bafwile pali ilyashi bale lyanshanya limbi ilyashi ilya mutende muchalo olo nefyalo fimbi,elo balemonekafye kwati bakalamba ba fyalo
3015,shitata uwachilumendo nakwela Pali chimo alefwaya ukukusa ichibumba,Bushe ale fwaya uku kusafye ichibumba olo limbi bali nokuchi pentako pakuti chinga monekako bwino?,chipalile kwati bale fwaya ukupenta pantu ichibumba chalilamba sana,Ninshi bachita bwino ngakuchipenta pantu ifi chalepa ichibumba chifwaika chilemonekako bwino pantu chili icha monekela ku bantu bonse abale pita mumusebo,enditaye nokulambafye ala chalilaba sana
3016,abana abanono Bali muchibumbwa emo bale tambilamo isabi,Elo bachi kulila mu menshi pakutila abantu bale tamba bwino bwino isabi muchipi chipi,elofuti umu muchende muli nabantu Bambi abengi nomukalamba umo,Bonse baingile muli ichi ichikulwa pakuti benga mwenekesha isabi benga fwaya ukumona ilyaba muchimana ichi,nafintu bachipangafye chintu bakwelelemo fyakupapusha sana
3017,akamwana akanono Sana Kali akansansa naka sekelela nokusekelela,Chipalile kwati pali abale kasekesha akamwana pakuti kaseke uyu umusango,nakuntanshi yakako kulemoka kwati Kuli ichilolani umo kale ilolesha akene keka,Ehe.. Awe chilawama umwana ngali nensa pantu akakula uwansansa  sana elo efyumfwa bwino abafyashi ifi,ala fintu walanda fishika umwana afwile aba uwa nsansa mukukula ngefi uyu ali
3018,shukulu nanakulu Bali chapamo kunchende imo ifi,Namayo ali uwaseke Sana elo shitata ekele Pali honda nawo alemonekako uwa sekelela,elo nakuntu Bali chipalile nakalimo Pali ifyakusefya sana,Limbi balyupana aba bantu elo nabomfwa bwino ukuba kopa chapamo ngaba upwa,ifyo chipalile pa chikope apa ababena batemwikwa
3019,umo namayo umukalamba natekesha akabungwe nabana abano abachanakashi,Afwile ale folesha ifi pepa akwete kuminwe abakashana bonse,chipalile kwati nikafundisha wabo  alebeba fimo nangula elebafunda,Bushe lisuku baliko aba abaiche aba kashana nangu kalifye kabungwe bakumene uku kumanya uyu umu kashana?,chipalile kabungwe lelo filemonekafye nge sukulu
3020,aba Bantu babili nabakwela ichinga imo bele chofele chapamo,Limbi balume naba kashi abale chofela chapamo.Pantu teti bapangafye injinga iyakwata ifyaku chofelako fibili. Limbi bapangila abalume naba kashi,iyinchende ilemoneka nabantu abekele mumipando mufimuti baletusha,Balichita bwino uku pangilako ifipuna mumisebo pantu kwaliba shimo imisebo isha lepa sana elo pakuti ufike eko uleya awe ninshi naunaka Sana. Kuti watala watushako munshili,ala chisuma Sana maka maka Kuli abakalamba
3021,uku kunchende Kuli abantu abalepanga utusela utwakusansamusha abantu,Chipalile kwati ababantu Pali efyo bale sefya pabu shiku ubu nangu beshile mukutamba abafwele kwati filubi ifitali,elo na iyi chende bekalako ilemoneka iyamapili Sana nefimuti,Ehe kuli impili ishikulu. Chaku papushafye echo benga salila iyi inchende ngokwaku sefesha pantu takule moneka ukusangwa nangu ukwikala abantu,nakalimo limbi aba Bantu balitemwa ichende ishatalalila
3022,abakashana babili abafwele ifyabuta kumitwe nabekala pamwinshi yanganda yabo,Umo umukashana pali efyo alenwa muli kapu ekete elo umo ale belenga ichi buku ichi kulu,iganda yabo iyi ilemoneka iya pentwa nefyabuta olo paliba namaluba panse,"Ehe yikamba iyi ing'anga, limbi bantu abengi abekala muli iyi inganda",elo ili neyabusaka Sana inganda iyi
