IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
7731,ibumba lya bantu ile yangala mu mumana waku panga,"kuli abaiche,aba kuli ne mbwa",mukashana umo na imya mbwa ya buta mu menshi,mu menshi kuli mbwa shitatu Isha fita,"umulumendo umo na iminina, nafwala kaputula ya kashika"
7732,ibumba lya ba lumendo Ili pa milimo,cilemoneka bale pima panshi,nde tontokanya bale fwaya uku kula ishila,bonse naba kwata icitupa,ku numa yabo kuli abantu naba iminina
7733,abana balumendo Bali panse ya ng'anda,"babili naba iminina,elo umo ale lya",umo na inama ale ipika,pa cimbi kuli akana kashika,nde tontokanya ali lemana
7734,umulumendo  alefula ishati,Nasha ulufumo lwakwe panse,limbi na kukaba,pa ntashi yakwe kuli ihonda ya kashika,ku lubali yakwe kuli umuntu nafwala ichisote
7735,ibumba lya bantu na iminina,na imya na maboko,umo nalala pashi,ba lemoneka bali ne nsansa,ku numa yabo kuli amaluba
7736,imbwa shibili shile yangala,shile butuka mu cani,ku lubali kuli ilinga,kutali lutwe kuli ifimuti,panshi mu cani kuli ama bula
7737,mu lumendo ale butuka mwiloba,umo Ali mu lemoneka kwati mu ciswebebe,nafwala ishati ne toloshi ya fita,ukuboko na fwala inkoloko,alemoneka na nsansamuka
7738,na mayo ale shitisha pa musebo,ale shitisha mukoto,"mukoto ale shitisha ni yembe,inkonde,ipela",ku lubali yabo kuli ibeseni,kutali lutwe kuli ilinga ne cani panshi
7739,abakashana babili bale Suma butanda,naba ikala panshi paku bila,umo nafwala ishati ya buta,ku lubali yabo kuli ubutanda ,cilemoneka kwati Bali pa bukwebo
7740,umulumendo Ali pa ncinga mu muku,panshi pali ifi lindi,umulumendo na fwala ichisote caku cingilila umutwe,ku muku kuli bundama,kutali lutwe ku lemoneka ifimuti
7741,mukashana Ali mu ng'anda ya kusendama,ale sakula imishishi,nafwala ishati ya buta ne toloshi ya fita,icisakulo akwete Cali fita,ali ne nsansa
7742,shitata ale kumpa pa musolo,shitata Ali pa musolo ale Bomba nafwala netangasa iyama makumbi- makumbi,pamusolo pakwa shitata pali ba ama luba ayengi  aya pusana pusana,kulubali yakuno kuli ici bafwa icafi soso ica katapa-katapa,ukuso ya kwashitata  kulemonika inganda iya nigelwa isha kashika  
7743,ba cisotwe babili bale cofa ama kontoka pamu sebo,bali  pa bwangalo bawa kucofa  ama kontoka,ba cisotwe bali pa bwangalo waku cofa ama kontoka intanfu  itali saana,kulubali kumbi nakwi minina ibuma yabantu bale tamba baka cofa  bama kontoka,cilemoneka ba cisotwe bali pa bwangalo bwaku cinfyana uku cofa ama kontoka
7744,balumendo babili bale'enda mwiloba,mulumendo ale'afwa munakwe ukunina pa muku  ya lupili,ku muku kuli bundama,umo nafwala ishati ya makumbi makumbi,umbi nafwala ishati ya fita
7745,bashitata  babali bale bomba palu konta na bafwala ne fya katapa katapa ,cipalile bale imba umufula wa menshi naba pima tambo mumushili,kuntanshi yabo nakushika na cimazembe  ,cipalile bashitatat ba bomba umulimo wako bika imi paipi ya menshe,kulubali kwa  ukuso kuli itumbo ya menshi
7746,aba kashana babili bale kumpauka mukalela nabe katanna na pakuboko, aba kashana nabofwa bwino na ba mwentula nakukanwa,kunuma yabo kuli aba kashana batatu nabe minina bele lolesha  fyo bale kumpauka aba kashan balil pantashi,kunuma yaba kashana kuli ifi kulwa ifya panpana panpana,abana kashana bali pantashi naba fwala nama galashi
7747,akamu kanshana nabalumendo naba nina  pamulu ya lupili lwa kilimanjaro , kulubali kumbi kulemonika ipili  nashimbi,chillemonika  aba ulumendo  naba kashana  bali pawangalo bwakonika inpili,bambi bali pamulu pa lupili bale donsa  aba nabo ukunina ne netamba,"balumendo naba kashana bosen bali mufi pompo, pamulu ya lupili "
7748,namayo namina ale lanshana na munina wiminine kulubali lwanuno ,kunuma kwaba kashana babili  kule pita aka mulumendo aka mwaiche kale enda,elo ku numa  Kwa mukashana kuli mukashana naikumbata,"nafwala inkansu itali ne citambala kumutwe, naiminina",elo ku numa yabo kuli umulumendo ale'enda
7749,"balumendo nabe minina pama ncinga, naba fwala nama shita aya buta",abalumendo batatu pama cinga naba loleshakuno nishi naba mwentoka,mubali ya musebo namwinina abantu abale tamba abalumendo bali pama ncinga,abalumendo bali pa bwangalo bwa ku cofa ama cinga pan tanfu itali,kulubali yamusebo kule monika ama yandanda nefimuti
7750,aba lumendo babili  malelwa mucikulwa cilubuli,abalumendo babili musalu shabuta nabema amabaka,umo nauma  mushele kumutwe  bwa munakwe,nao uyu umbi nashela umu kankwe  mulufomo,ibumba yabantu naikala mucikulwa  bale temba ulubulu
7751,shitata naiminina elo ukulyo kwakwe kuli utubaiche tubili,shitata naimina naikata mumusana na fwala ama galasha ,kunobayabo kuli ulonkonto nechikulwa ica panpana panpana,ukuso kwa kwa shitata cipalile kuli umukashana mukasote,elo ukulyo kuli aka mwaiche aka bukashana mucisote ica muta
7752,mu lumendo na iminina pa pulanga,ale wamy ing'anda panse,ku lubali yakwe panshi kuli imbeketi ya buta,nafwala ishati ya buta ne toloshi ya makumbi makumbi,ku cibumba kuli mutando
7753,bana mayo batatu bali umwa kwipikila balepanga ama banshi,nabe minina bale panga ama banshi pa tebulo,kunuma yabo kuli shitata ale benpela aba banshi,nafwala nashiti iya mabala ,banamayo naba fwala ne fya ku fwala if ya kwipikila mo.
7754,umukashana elenda pamusebo mukalale, kuntashi yakwe kulesa umulumendo elenda ,umukashana nafutata Ica  numa  ele enda,"naimya ne cola ukuso, mukalale",umukashana nafwala ne tangasa ya makumbi-makumbi
7755,abalumendo bale yangala mupila was maboko,mu cisungu batila volleyball,kuli ibumba ibili apa,ibumba imo Ili ukoso imbi ukolyo,bonse naba fwala amashati ya  kashika na makaputula ya fita
7756,ibumba  yabantu naba  kakoppa batatu naiminina pakati ye bumba .,kakopa umo nafwala ishati iya buta nabika notulimba utwa mumatwe,napa tanshi yakwe Pali kakopa Naina nakwata utulimba  utwa mumatwe,kakopa ufwale ifya fita ale kopa ukulyo kwe bumba,kunuma yakwa kapo mucafita kuli bashitata baili naba fwala utusote.
7757,uulumendo ale angala ubwangalo bwamu snow, nishi natoluka mumulu pulanga aka mu snow,ntolola naimya nama kondo mumulo,"nafungulula naba boko,mumulundu wa snow",nafwala ishatati iya kashika na magalashi ne ci pompo kumutwe.
7758,aka mwaiche aka mwaume kale angala pa meshe .,aka mwaiche ale cinda pameshe,naka fwala kaputula taka fwale nesopato,Ishati afwale yali fita,cilemoneka kwati ya cila poma ifula
7759,shitata no bwana bale enda mulu gungu  ya musebo  pa mushiku,cile monika be sefya icaka cipya ,shitata nafwala matangasa iya mabala-mabala,nishi nabikapo ne cisote ne konlo pa mukoshi,aka bwana nakafwala itangasa iya fita.
7760,umulumendo ale Moneka kwati Ali mukupona paka planga kama wilo,ale Monika kwati tatolweke bwino mumulu,kulubali kwa ukulyo kuli ici kulwa ici tali,Ali mwi ulu nafwala neshati iya buta,"ne tangasa iya fita, Nishi natoluka"
7761,aba lumendo babili bali mubwato pamumana,abalumendo bali mubwato ba owa pamumana, pantanshi yabwato kule monika ici libwe pamumana,aba lumendo bale owa pa cimumana ici makumbi-makumbi,kupila yamumana kule monika ulupili ulutali
7762,abalumen naba kashi bale enda paci pale mukati mwa ci kulwa,shitata nakumbata  umukashi  bakubeya pakwenda ,kulubali yakuno kuli itabulo iya fita pali naka puna,pamwenshi yaci kulwa pali ama lampi mubali nayaka,kufi bumba kuli ne fikope
7763,shitata nafukama panshi ale bomba mukati ya ci kulwa,"shitata ale lenga ifya kubasa,  umumwa ku bombela",nafukamako paku bomba nafwala ne sampato isha buta,ali sunga nomwefu uwingi nomushishi kumutwe,ale monika kwati ale basa ici libwe pantanshi yakwe
7764,utwaiche utubaume notwanashi tule taya umupila mucibansa ," tubwaiche natu fwala nefya kutelemo umupila, tule butukila  umupila pantanshi yabo  ","abache bale lwela uku panta umupila, uli pantashi","bambi naba fwala ifya buta elo bambi nafwala ifya kashika, pakuteya umupila.",kulubali yacibansa mushi ya cimuti abantu bale tamba umupila. 
7765,shitata nolupwa lwakwe bali mungada  baleseka,"shitata naikala paci puna nomukashi,nomwana  naikala pakati  yabo",shitata naimya ukuboko pa mutwe wamukashi na fwala ne tangasa iya makumbi-makumbi,"namayo naikala pantashi, ukulyo naikata necikope mumaboko",patemulo pali utuntu pale monika  na lamya elo kunuma kuli shitata kuli isolokoto iyi kulu
7766,shitata  nanima pa punda ileenda munpanga,shitata pe punda nafwala ishati iya makumbi-makumbi, mubali yaka musebo muli imiti,"shitata lemonika na enda itafu itali saana,  ","aka suba nakabalika, shitata nafwala naka sote pe punda ele enda"
7767,ifi mbaya-mbaya nafi shika mubali ya musebo.,munbali yamusebo molemonika umulumendo nafwala mukupiki uwa fita aleenda,utubwaiche pantashi tule angala neci mbaya-mbaya ica kangasha,kunuma yamulumendo kuli banamayo bale enda mulukungu yamusebo,kulubali kwa musebo kuli ama linga nama yanda
7768,abalumendo babili nabemina munshi yafimuti,"kunuma kuli ifi muti, ifya katapa-katapa",nishi nabe minina palukonto,shitatata umo lebelenga nafwala nakaputula,elo umbi nafwala ama galashi ne shati iya fita
7769,abana babili nabalala pa kwendela abana,"cilemonica kwati ba cilya nabe kuta saana, pakulala",kunuma yabanan balibika ukwa kubika ifitabo,ubwana umo nfwala  ifya kashika nalala noku lala,alo umbi naba mufwalika ifya makumbi-makumbi
7770,"shitata naikala pacipuna camapulnga, ale belenga  ipepala ye lyashi",shitata kunuma yakwe kuli ama luba,umu aikala shitata mu musebo,nafwala Ica mpepo elo Nishi kuli aka suba,Ali fya Eka mu musebo
7771,shtata nakala panse yamatuka yebotolo kuminwe,ukuso kuli shitata kulemonika nakwikala ubuntu ale monekela fye ama boko,"shitata nafwala ifya kufwala ifya fita, ale lolesha  kulubali yamusebo","shitata naikala pacibi yatuka ali sunga umwenfu, ",nafwala namagalash naka sote aka kashika 
7772,umulumendo nomu kashana bali munshi yacimuti bale isha,naba fwala naba monaka bwino nabeminina pa lukontu bale isha,"kunuma yabo kuli ama solokoto icikulwa ica buta, ",umulumendo nomu kashana bali mwesamba yacimuti nabafwala  nama bashati aya buta,nama tangasa aya makumbi-makumbi
7773,cisotwe nakala mukati yatuka umwakulila,aka mukashana aka amba nakekala mutuka ya fyakulya ,nakela naka shitilisha nakunuma,"naka fwala naka sote, kali kwata numushishi itali","kulubali kumbe mukati mwetuka muli ici kope bali lembabo, ishina ya fya lya"
7774,ulupwa  nabwikala bale lya batebulo, balupwa nabe kala naba shungulu itebulo iya fya kulya,pa tebulo pali fya kulya ifingi ne fya  kunwa,ukulyoa kwa temulo kuli nanayo nakwati ici  kope ,kulubalia kuli abakashana batatu elo kubali kumbi kuli aba lumendo batau no
7775,shitata iminina kutashi ya bumba  ali funda,na fwala naka  kaputula,kulubali yakunuma kuli shitata naikala pamwinshi wakufumina panse,shitata ule funda afwala ishati yamakumbi-makumbi pakufunda,na shitata uwikale kupela yakuno na fwala kaputula napeta nama kondo
7776,bakateiya wamupila uwakuminwe uwalubilo bale teiya mucibansa,bakateiya bamupila naba fwala ifa kashika muli noku buta elo bambi ba fwale ifya makumbimakumbi ,kateiya wamupila muca kashika naikata umupila  alemutuka  nomu pila kuminwe,kaiteya wamupila ufwale ifya makumbi-makumbi ali namukupona panshi,mubali yacibansa namwikala ibumba yabantu ile tamba umupila
7777,mukashana na iminina mu musebo,nafwala ishati ya fita,"ku numa yakwe,ukoso kuli mulumendo na iminina",kwena nacisotwe uyu musuma,kulubali ya balumendo kuli icimuti elo ku mpela kuli imotoka
7778,umulumendo ale angala paka pulanga aka mawilo,"ale angala kulu kungu kwanganda, pakapulanga",natuloka ukunina kashimbi kapulanga ka mawilo,kunuma kuli ilinga yali shungulu iyadi,umulumendo nafwala ama tangasa iya makumbi-makumbi ne shati iya buta
7779,bashitata  babali nabekala mulugungu yacikulwa ifi nanda ,umo shitata ale bonfya akakutinika pakulisha,elo uyu umbi ale lesha banjo,"bashitata babili bale lisha ifi nanda, umo na fwale ishati iya makumbi-makumbi","naba fwala namatangasa, ukulyo afwale iya fita elo ukuso nafwala iya makumbi-makumbi"
7780,ibumba ya ba cisotwe naikala balelolesha kulubali yakuno,ba cisotwe baliluka nefikuti kumutwe nishi nabekala,nachisotwe ufwale ica buta namwentula na lolesha kulubali yakuno ,nacisotwe uwikele kuntanshi naikata itambo kuma boko,banbi naba fwala nefi tenge.
7781,umukasha na samina ya balume pa kubeya,mukati  yacikulwa cilemonika kuli afyo baletamba,naba fwala nama galashi pa kutamba,namayo samina pa kubeya yamulume nomushi shi uwu tali,nankwe shitata Ali sunga utu mwenfu
7782,mu lumendo nalala panshi pa cibokoshi,na fimba ibulangeti bwa katapa-katapa,ku muntwe yakwe kuli utu botolo,mu lubali yakwe kuli icibumba,panshi ya cibokoshi pali cani
7783,mu lumendo na iminina  eka,Ali ne nsansa,"na fwala ichisote,ishati ne toloshi ya fita",ku numa yakwe kuli ipepala ya kashika,pa ipepala iyi pali ifi kope fya pusana
7784,mu lumendo ale'enda mu nshila,nafwala itoloshi ya makumbi makumbi,ku muntwe kuli icisote CA fita,Ica mpepo a fwale Cali fita,kulubali yakwe kuli icibumba pali ne pepala ya lembwa
7785,mukashana no mulumendo ba le'enda mu nshila,cilemoneka kwati ba fuma ku sikulu,mukashana Ali ne nsansa,mu lubali ya nshila kuli imbeketi iya ku posamo ifiko,kuli me fimuti mu shila
7786,bakashana batatu ba le'enda mu nshila,banamayo batatu naba fwala imingila,babili naba fwala fya fita umo Ica katapa-katapa,ku lubali yabo kuli imotoka elo na ku ntanshi yabo,ku mpela ya shila kuli ing'anda
7787,Aba lumendo babili ba le'enda mu lubali ya mumana,abaice  babili bale yangala mu Pepi no mumana,mu mumana mu menshi kuli bwato shibili,ku mpela ya mumana kuli ifi shimbi,elo kutali lutwe ku lemoneka ifimuti na malupili
7788,shitata na ikala pa musebo,cilemoneka kwati bale lenga icikope,mu lumendo umo ale cova incinga,imotoka shitatu na shi minina mu lubali ya nshila,elo ibumba lya bantu Ili ne milimo
7789,bakateiya bamupila bali mucibansa bale teiya umupila,"bakateiya bambi nafwala ifya makumbi-makumbi, elo  bambi bafwale ifya buta",bakateya Bambi nabafwala fya makumbi makumbi,"nabo aba buta naba tolola ukulwila umupila, uli mumulu",kalubali yacibasnsa abantu bale tamba umupila
7790,ibumba yatwaiche utu banakashi notu baume tule sefya  mucikulwa,tubaiche tule sefya natu shunguluka itabulo iya fya kulya,"cipalile kwati natuwina ubwangalo, tule sefya mupile waku lilamo",pa tebulo pali fya kulya ifya pusana-pusana,kunuma yabo patabulo pali ama botolo yamenshi
7791,ibumba ya balumendo nomukashan umo nabe minina bale panga ifya koya mukulwa,ibumba mubali yelinga naimina pali fimo bale pangana,chilemonika kwati bale pakanya mukuya kulu buli,pantu bambi nabe kata ifyanso fya kulwila kumaboko, nafwala nemingila isha kulwilamo
7792,abaice batatu bale toba amabwe ,amabwe bale  toba yali kashika,ku numa yabo kuli umulumendo alepita,elo ku mpela kuli  abaume babili  na baiminina,cilemoneka kwati balelanshanya
7793,ibumbalya bantu naiminina pa musebo,abali fisano nafwala ifya palana,umo nafwala ishati ya buta ne toloshi ya fita,ku numa lya ibumba kuli imotoka shitatu,cilemoneka kwati ba ne milimo
7794,mukashana na ballumendo babili na baiminina pa stolo,"umukashana nafwala ilaya iyipi ya fita  
",bashitata pakati na bafwala itoloshi ya fita ne ca mpepo ca fita,mulumendo ukuso nabika amboko mwitumba mu tali,ciliemoneka kwati balelolela imotoka
7795,mu lumendo Ali mu ibala ya umupunga,na imya Icipeni mu kwapa,mu maboko na ikata ifi Shango fya punga,cilemoneka kwati naku kaba,cacine patu nafwala icisote
7796,umukashana naimina palupili ulu tali,umunkashana nimine kulolesha fyo ala konkanya ulwendo lwakwe,"naimina ukulosha ipili shimbi ishili kunstashi,",naiminina nekonto na papa ne chola panuma,chilemonika ali palwendo bwakwenda itafu itali
7797,ulupwa nabwikala muputule  bali pabwangalo,pelomonika pali banamayo babili nabashitata batatu pali ubwangalo ubu, nabekala muputule naba shunguluka itebulo  nababika  nobwagalo bale teiya patebulo,"patemulo pali ipepala yabwangalo, paliko nominweno mupepi nanamayo",kulubali ka kwa namayo shitata naikala nafwala magalashi ale tamba ifyo  ale  teiya umunakwe
7798,imbwa ile pepeka  ika lubale baposele mumulu,imbwa naibutuka ulubilo uku pepaka aka bambale,cilemoneka kwati umwine wambwa ali pabwango  bwako posa inbale elo imbwa ile ikata,imbwa naitoloka  uku konkelela inbamle,kubali yakuntashi ule moneka ifi umuti ifi tali 
7799,namayo ale shilemuka musnow naimya nobwana ,namayo ali paka shalemuko,nabika nobwana pacifuba paku shelemuka,alengala nobwana ku snow,nafwala nefya pepo notusote.   
7800,umulumendo ali pamu tenge wanganda,ale enda pamu tenge tafwale ishati,"ale enda naikata na sando kumabuko, iya kupopela",umulumendo ale faya ukwisala pamutenge wali fuma ,nanina uku popa apa onauka umutenge
7801,shitata naimina nikata ici pepela  ici kulu  apa lenbwa,shitata naiminina pamusebo nai katilila ici pepala ,kunuma yakwa shitata kule pita ka cisotwe nakata nalamya ,naka fwala nama galashi   nakemya neco chola,kulubali kumbi kuli shatata naimina mukasote  na fwala ne fya makumbi-makumbi
7802,umukashana ale ninika ama steps  ucikulwa,ale ninika uku yah pamulu yacikulwa,umukashana kulubali ukuso naimya icola,mumbali yaci kulwa bali kamba tikamo ifi kope nema pepala',mukashana na fwwala itangasa iya fita nafwala namagalash
7803,umukashana nafukama pakuteya umupila wa tennis ,umukashana nafukama mucibansa paku teiya,naikatat naka kupantila ko umupila kumaboko,pantanshi pali ilinga iya kutoloshapo pakuma aka mupila,mukasha nafukama nafwala nefya kashika naka putula
7804,aba lumundo baku lwa nabekala mucikulwa calubuli,"nabekala bale temba, abalumendo babili aba lelwa",pakulwa naba fwala namatangasa aya buta ,umulumendo napanta umunakwe mulufumo bale lelwa,umulumendo umo ukwikale ale kopa neci kope ifi lecitika
7805,bakateiya wamupila bali mucibansa bale teiya umupila,bakateiya bamupila nafwala ifya kashika elo bambi nafwala naba fwala ifya makumbi-makumbi ,kateiya ufwale ifya kashika napanta umupila pantanshi yakwe ale  mutuka,kateiya mufya makumbi-makumbi ale pepeka  uwa kashika ukwete mupila,kunpela ya cibansa nakwi minina aba lumendo bale tamba
7806,ba lumendo babili naba iminina pa shila,umo na imya kanyese mu maboko,cilemoneka kwati ale shitisha,ku numa yakwe kuli umwana ale'enda ne cakulya mu maboko,ku mpela kuli ama yanda
7807,namayo ale enda nobwana musnow ,namayo ale endasha umwanan musnow namwitaka nakumaboko,kulubali kule moneka ici muti ica katapa katapa,namayo  nobwana naba fwala ama tangansa  aya pempo,umwana afwale itangasa iya kashika 
7808,abalumendo batatu bali mubwatu pamumana ,umubwato muli nama saka yapunga,umulumendo umo  bale mubika isaka yapunga pa kubeya,kulubali kumbi kuli ubwato tapali ifilimo,aba lumendo babili nabe mishana isaka uku bika umubiyo pakubeya
7809,ibumba yabantu naikala ukulole uku tamba umupila mucibansa,abantu mucibansa  nabe minina elo bambi nabe kala ukulole mupila,"bakateiya bamupila elo  bale enda uku ingila mucibansa, na bakalisha bamupila pantanshi",abantu bakutamba   nabemya inmendela yaba kateiya babo,kulubali kumbi kuli ici tushitunshi ica kutamba po ngawatapa umupila
7810,imbwa shibili shi leyangala pa cani,icibwa ici kulu cilekonka akabwa aka nono,akabwa kanono kali buta,icibwa ici kulu cili no mushipi mu mukoshi,ku numa ya bwa kuli icani itali
7811,na mayo nomwana bali panse ya nganda ,umwana ali uwa nsansa ,cilemoneka kwati balelanshanya,na mayo alelolesha umwana pampumi,umwana naikata amaboko ku numa yakwe
7812,umwana kashi alepanga umulilo,nafwala ishati ya mutuntula,ku lubali yakwe na mayo alepepa,ku numa yabo kuli mwanakashi naiminina,pakati yabo mu muku kuli umulilo
7813,bashitata bale tamba efyo ici mbaya -mbaya ici letila  ababwe,"ici mbaya- mbaya ica kashika, naci shika pacikulwa","kulubali kumbi shitata ale fwaya ukunina muci mbaya mbaya, ukuso  ","pamwishi yaci kulwa aba shitata nabeminina, ",pale monika pali umutanato nomu lumendo nainina pa mwinshi
7814,shitata ali muci mbaya-mbaya nashika panse pa chikulwa,shitata naikala muci mbaya-mbaya nafwala nama galashi,"nashika ici mbaya-mbaya ica buta, kuli efyo ale pembela",nashika ici mbaya-mbaya mwisamba ya isoloto yaci kulwa,mutekinya waci mbaya-mbaya naisula isoloto yaku tanshi 
7815,imbwa ile enda mu snow yaka,cipalile kwati ile  konka umwacipita iyi nakwe,ile enda panopano na bwa sha nomu cila kumbali,ici bwa ici kulu ica fita,cile pita musnow cika kunuma kuli ifi muti
7816,kateiya wamupila  watennis naba mwiya kubumba yabantu,umulumendo ale moneka nefunaka  ukulu.,"kateiya nafwala ishati yamutuntula, ",nabamwiya kuli bakateiya banakwe,kulubali kwashi bansa mukashana ale papa ifile citika
7817,umwaiche ubwaume naikata nkomaki alelolesha kuno,ibumba yatwaiche nabekala bele angala , kunuma kulemoneka ka cisotwe aka kashika kale angala  naba nkwe ,ali kwata nomu shishi  utali,utu baiche utwaume tubili tule pama kumaboko
7818,umulumendo ale enda muka musebo aka leya kumumana ,umulumendo nafwala kaputula ale kumumana,kutanshi kule moneka umumana ukulu,"cilemonika wkati aleya muku  owa  pamumana, naimya ne taulo mumukoshi",kumbali Kwa musebo konse kubili kuli ifi muti 
7819,shitata naikala ale balenga ipepela ye  lyashi,shitata napeta ama kunda,"naikata  ne cikulembela ukuso, ale lemba pa  ipepala ye lyashi",naikala Eka lelemba mwe ipepa yelyashi,nafwala ne tangasa iya makumbi -makumbi
7820,shitata naikala paka puna kubali yaka shiba,naikala alelosha muka shiba,chilemoneka Pali efyo ale languluka shitata,kulubali ya mumuman bali bikako ilinga,ku kulyo kuli shitata bali pangako aka bulalo
7821,ba shitata babili bale pyanga  mumusolo yamu kalale,umo shitata naiminina ale lolela umu nakwe,umu nakwe  ale kusa ifi soso ,kumbali kule abantu  bale enda,kule moneka nefi kulwa
