IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
761,Ndemona umulumendo ale enda ne chola munuma yakwe ichikulu nganshi.,Elo uyu umulumendo ale endela nakunchende ukulemoneka impili ishikulu,Kabili ndemone icushi ici kalamba kunuma yamulumendo uyu,kunuma iya icushi icabuta kuli nempili ishikalamba nepo alepita panshi palifye apa uma,Elo uyu umulumendo Ali kwati ni tourist mu calo cabene
762,Ndemona imbwa iya fita nganshi ili mumpanga,"Kaili mumpanga ilepita, panshi pali ne mfula iyabuta, infula ya bangeleshi.",Elo iyi imbwa pali ico yasendele kukanwa ica lemonaka kwati libotolo,"Kaili ilyo isendele ibotolo kukanwa, yalepita mufyani ifitali ifyauma",Kabili namona fiti imbwa iyi ilikwati ile butuka mukwai
763,Ndemona namayo Umo umukalamba aleenda,kaili uyu namayo naikaka nentambo mumusana ilyo alepita napa bulalo.,Elo ubulalo luli pata Sha impili shibili ishikulu,"Emukwai nifyofine, kaili nentambo sha ubu ubulalo shaikete kuli ishi shibili impili",Elo ulu ubulalo lulemoneka kwati taukosele sana
764,Ndemona umuntu ufwele ifyakufwala ifya mpepo ,"Uyumuntu alimu mumfula iyabuuta efyo afwalile ifyampepo, kaili nobwangalo ubu bulemoneka bwa mumfula iyabuuta",Emukwai. Elo ndemona kwati uyu umuntu na butukisha mubwangalo bwakwe,Kaili ifilelengele ati abutukisha nakwata inkonto shibili kuminwe esho aleisunkilako,Elo uyu muntu nafwala na helmeti kumutwe iyi chingilila unuichena kumutwe
765,Ndemona utubwa tubili utunono tuli Pa mabwe mukwai,"kumbali ya utu utubwa utonono,kuli imiti, namabula ayakatakatapa",Emukwai elo ishi imiti shilikwati nashikula bwino sana,"Nakumbali kwa iyi imiti, kulemonekafye kwati nikumpanga ukwa yemba",Elo kamo akabwa naka kashika elo kambi Kali aka fita
766,Shikulu Bantu naiminina ne cisoselo kukanwa kakwe,"Elo uyuwine shikulu bantu, kukuboko kwakuso naikata nefyakulisha, nabanakwe balelisha ingoma",Emukwai shikulu Bantu uyu alemoneka kwati Ale  imba inimbo,Kaili nenimbo baleimba shali shakulisha ifilimba ifyapusana pusana,Elo shikulu Bantu na fwala ifyama craft ifya pusana pusana pamubili wakwe
767,Umulumendo umo Ali mukwangangala elo ninshi ninshi Napa fita panse,"Uyu umulemendo alecita ubwangalo bwamumfula iyabuuta, elo alemoneka kwati ali pa mwela",Emukwai kabili nafwala nefyampepo konse konse,"Nefi ifyampepo afwele filemoneka kwati fya kumucingililako kubusanso ngali ponene panshi, nukumucililako kumpepo",uyu wine umulumendo nafwala nakasote akafita pamutwe mukwai
768,Ndemona abantu babili bale lwila mu ringi ubwangalo ati wrestlingi,"Pali aba babili abalelwa umo naimya umunakwa mumulu, kaili ali mukumuponesha panshi .",Elo ka lwisha wa lubuli ali mu ringi bale tamba aba ababtu babili abalelwa,"Kaili kalisha walubuli afwele ishati ilya milaini iyafita ne naybuta, netoloshi lya fita",Elo mumbali ya ringi muli ababtu abengi bale lumba nokutamba aba babili abalelwa
769,Ndemona imbwa shibili Paliyi inchende mukwai,pali iyi inchende epo ishishibili imbwa epo shaleangalila pali nolunkoto ulwauma,Emukwai elo chilemoka kwati pali ishimbwa imo ikulu pali iyinankwe,"Kaili imo ilemoneka iyamasako aya kashikaa, nomucila uwabuta",Elo iyincende apa ulunkoto ulwa brown lulimwi fensi  ishingilikwe
770,Ndemona imbwa iya fita ile butuka palunkoto,"Apa  iyi imbwa ili palunkoto palemoneka epo batapilisha, ulunkoto talwa uma, nemiti iyitali ili mumbali",Emukwai elo pambali iya ulu ulunkoto pali impanga,pali necili kukanwa kambwa ici tacilemoneka sana ,"emukwai nachimona, elo chili kwati imbwa iyi ile ngala pamulandu ilemoneka uku sansamuka"
771,Ndemona umwaice naikatililakuli icilibwe icikulu nganshi,"Kaili uyu umwaice eko ali kuli imiti iyingi iyitali iyalepa, nemisambo shibelefye apatali",Elo iyi imiti ilemoneka kwati yitali Sana nganshi mukwai,"Na mumbali muli iyi imiti iyiyine itali muli ka mataleshi, akakashikila pamulu, elo namumbali mwafita",Emukwai nakamona ka bed aka fita panshi
772,Umulumendo naiminina pamulu it's lupili ulu tali,"uyu umulumendo uwiminine kulupili lwa mabwe ayengi, efyo afwele tafilemoneka","Emukwai, elo futi ndemona namakumbi aya kashika mu mulu",Aya amakumbi eyalengele ati icinso cilamoneka umulandu takuli akasuba,Elo chilemoka kwati uyu umulumendo ali Nina ifi ifimabwe ifiku
773,Umulumendo ale butuka kabili naimya nenjinga yakwe,uyu umulumendo alemoneka kwati alengala ubwangalo bwaku chofa incinga yintu emishe,Umulumendo uyu nafwala necaku chingililisha umutwe yakwe,"Icicine icisote afwele kumutwe icafita, cakumucingililako ilyo apona panshi","Elo nafwala nefyaku cingilisha amenso yakwe, naka kaputula aka nono"
774,Bashitata babili baleilolesha nokwisha capamo,"Kaili aba bashitatata nabomfwa bwion pakwisa capamo, balemoneka fye aba lemwentula",Umo shitata Ali fita elo umbi shitata musungu uwa kashika,"Kaili bonse balemoka kwati bantu balisha ifilimba, pantu bonse nabekala nefilimba ifyakulisha",Elo bonse babili bashitata nabekala na umo nafwala akasote
775,Ndemona imbwa kaili nabaikakila mumukosho naka tambo,Nakatambo baikakile kuli namayo kalemonekafye aka kashika ,elo namayo uleikata akatambo nafwala icampepo,"Kaili necampepo afwile ca katapakata, napa kubiya napapa naka cola kapakuboko",Elo iyi imbwa naiminina namolu yakwe yabili fye
776,Imbwa ilimu menshi elo palemoneka fye umutwe,"umu menshi ili imbwa, naisenda naka bola akanono mukanwa","Emukwai, lelo iyi Imbwa ilemoneka iya fita","Napampumi yaiko, pali amasako ayabuta na menso ayafita",Elo umubili wambwa ulifye uwa fisamika mu menshi
777,Ndemona namayo umo umusingu alinembwa shakwe,Kaili nembwa shakwa namayo uuyu umusungu shonse pamo shili cine,Elo ishi imbwa shili cine nashiikala panshi,Ishi imbwa ishili cine shilemoneka kwati shiletampa ukubutuka ulubilo,Shibili imbwa shili isha fita elo shibili shili isha kashika
778,Bana mayo babibili naba shitata batatu bali kumpili ishikulu,"Namayo utangile eu balilepo ukunina ulupili ulu ulutali, bonse nabafwala nefisote kumitwe yabo",Elo aba abantu nabakwata intambo esho bakakile mumusana,"Neshi intambo eshilelenga balenina impili ishi ishitali, pantu intambo ishi nashipita namumpili mumbali",Elo iculu aba Bantu bale Nina naci kwata umwaku ikata paku nina mukwai
779,Ndemona imbwa ile butuka pa mfula iyabuuta iyitwa ati snow iya kashika,"Iyi imbwa naikwata amasako iyafita kumubili, elo mumukoshi muli amasako ayabuta","Emukwai, elo mumbali iya imbwa muli imiti ishitali shitali",Kaili iyi imiti ilemonekafye iya mukuba namumbili muli ifyani ifya uminina ,Elo uku ukuli imbwa kulemoneka kwati kwali tala Sana mukwai
780,Ndemona banamayo naba shitata nakamwaice naka lala,"Namayo naba shitata  batatu, emo bekele mulemonekafye kwati nimudeke",Elo iyi ndeke ilemoneka kwati ikulu Sana mukwai,"Elo muli iyiyina indeke ikulu, pali shitata ulelengela pawindo",Aba Bantu bonse ebo nde Mona naba fwala ifyaku kabisha imibili shabo
781,Ndemona namayo naikala pacibumba icitali,"Uyu namayo uufwele netoloshi ilya fita, kunuma kumwakwe kuli notumaluba utunono",Elo uyu namayo ufwele toloshi iya fita na fwala nakantu mumukoshi,Kaili ne shati afwele lyali kashika kashika mwapita ne milaini iyafita,Elo kunuma yakwe kulemoneka kwati kuli aka yanda aka nono
782,"Pali namayo, bashi Tata nabana abanono mu chintu bwingi","Namyo alinabana abali cine, bonse nabasenda na ice cream kuminwe eyo balelya",Namayo alemoneka umwipi Sana nabana kumo balemoneka abepi,"kunuma kuli namayo kuli bashitata abatali sana, abalengele namayo ukumoneka umwipi ",kabili tonse utubana twali in ukufumishako fye kamo akamwanakashi aka nono
783,Umwanakashi naka mwana aka baleangala Pakaku tolokelapo,Umwana nomukashana umunono balemonekafye abasansamuka ilyo bale angala apakutolokela,kaili uyu umwana umwanakashi Ali ufwele ifya fita,Uyu umukashana ufwele ifyafita nafumya nolulimi panse ilyo alipamwela,Elo panuma iya na mayo nomwana pa imiti iyngi fye mukwai
784,Namona umwaice umwaume umunono naiminina mu menshi,"Uyu umwaiche umwaume umusungu, uwiminine mu menshi pali efyo alelosha kuntanshi ",Elo uyu umwana umunono nafwala nakali vesti,Kaili pakali vesti nafwalilapo nakaputula akalemoneka makumbi makumbi mwapita ne mi laini yakashika,amenshi eyo eminine umwana yengi kwati kamana
785,Ndemona imbwa shitatu ishili palunkoto ulukulu,"Kaili shibili Pali ishi imbwa,  shili ishakashika elo imo ili iya fita.",Elo ishi imbwa shilemoneka kwati shile agngalila capamo teli?,"ishi mbwa ishile angala shili kwati nashi temwa sana, pantu shilemoneka ishile cena",Elo pambali ndemona incinshingwa ica mulumendo umo mukwai
786,Imbwa ili kwati ilimumwela elo naitoloka ifishimbi ifitali,"Imbwa iyi ayamasako ayakashika ile angala amangolo ayakutoloka ifishimbi, aya amangalo bantu batungulula","Emukwai amangalo Aya yatungululwa nabantu, kutila imbwa ilepita munshila isuma",Elo pali ulunkoto ulukulu epo imbwa iyi ile angalila amangalo,Elo incende mumbali ya lunkoto ili kwati mabala mumpanga mukwai
787,Ndemona kwati Pali umulumendo ale angala na skateboard yakwe,"Panse epo uyu umulumendo ale angalila, Napa fita sana mukwai",Nelyo ndemona panse apa fitile nganshi Pali kwati utuma bulb utwa buta,Pali netenti ilikulu pambali epo aleya muku ponena uyu umulumendo,"Emukwai, Nelyo ndemona aka muti aka tali pambali iya uyu umulemendo"
788,Akamukashana ka le'enda Pa kanshila aka nono palunkoto,Uyu umwankashi nafwalwa ne campepo icatkima ilyo ale enda uku ukuli ulukulunkoto,Nelyo pambali ya umwanakashi paline fensi ulwamawaya,Ulu ulupango lwamawaya ulwaikatililwa nensengu isha mukuba,Elo iyi fensi naicingilila incende iya lunkoto ulukulu nganshi
789,Umulumendo ale chofwa incinga yakwe palipili ulule moneka ulwipi,"Uyu umulemendo ule chofa incinga, alepita kumpili ukuli amabwe ayengi","Emukwai, elo uyu mulumendo alemoneka kwati nanaka sana",Kaili nechola apapile icafita ecilemulenga ukunaka ukukumpili alepita,"Emukwai, elo incinga yakwe yalipangwa ukuninika impili bwino"
790,Umwaice natoloka alimu mwela ale angalila pa lunkoto,Apa uyu umwaice umwaume ale'angalila pali ama bula ayauma ayengi eyobatulike,kaili Aya amabula eyo ale angalilapo yali pamulu iya ulunkoto,Kaili ayaamabula yalemoneka kwati yalepona ku miti iyili mumbali yancende ale angalilapo,Eya mukwai shile ishimiti ngashapona amabula umwela uleya sesesha panshi
791,Ndemona aba batatu Pali iyi incende ikwete snow iyingi nganshi,"Aba abantu batatu balumendo, nafwalwa nefya mpepo, kaili nefisote kumitwe ifyaku bacingililako ngabapona panshi",Elo umo Pali aba abantu batatu Ali ufukeme nelyo abanakwe bameminina,Kaili uyu umulemendo ufukeme pali efyo alebika mucola icikulu icili panshi,Iyi snow aba balumendo bememininepo naikosa Sana elyo tabale pona
792,Umuntu nanina Honda yakwe elo naimya ukuboko kwakwe mukwai,"Uyu umulumendo pali honda alemoneka kwati angala amangalo yakwensha ama honda,eyo bacinfyanya",Uyu umulumendo nafwala kumutwe icimpompo icile cingilila umutwe wakwe,"Kaili nafyonse efyo afwele uyu umulumendo kensha wa honda, fya kumucingililako kumasanso yabwangalo ubu",Elo natemwa uku tontonkaya uyu kensha wa Honda bawina amangalo Aya yene mukwai
793,Namayo na shitata Bali nabaiche aba nono ,Aba balemoneka kwati bakashi na balume nabekala nabana babo babili abaume,Elo aba Bantu nabekala pacipuna icile moneka kwati Cali pangwa nefimuti ifya mukuba,Kaili nakunuma kumwabo kuli monekafye ukwa yemba ukwama luba,"Emukwai, iyincende balimo isuma nganshi mukwai"
794,Imbwa ilikwati ile angalila mumenshi naka bola aka nono,imbwa iyi ile angalila mumenshi naikwata amasako ayabuta kumubili na kumutwe kuli aya fita,Elo amasako ikwete iyi imbwa Naya bomba namenshi,iyimbwa ile angalila mumenshi mu cikontena icilemoneka makumbi makumbi efyo ibombele,Nelyo ici ci contena ica makumbi cilemoneka kwati ca plastiki mukwai
795,Ndemona abana bale angala nelyo Pali fyakwangalilapo ifingi,Cimo eco bale angalilapo aba abana abanakashi icakushungulusha cali kashika,Elo Pali aka mwana akanakashi akale shungulusha utu nakwa Pali ica kwangalilapo,aka akamwanakashi akaleshungulusha nakafwala ne laya ilya buta tutu,"Elo iyincende iyi kwete ifyakuangalilapo, naikwata imiti kunuma"
796,Utu banakashi utu nono tule angala Pali nolunkoto ,Kaili utu tubili utwanakashi tulebutuka ulubilo elo tulepulusha na kaiti,Elo mumulu mulina amakumbi ayale langa ati kube umwela uwaku pupusha kaiti,"Ayayene amakumbi ayalengele ati kube umwela, naikaiti yine naima pamulu sana",Nelyo ndemona nama lupili ayengi ukutali Sana mukwai
797,Imbwa iya fita ile angala nakadoli panshi mukwai,iyi imbwa iyafita naikwata akatambo aka buta mumukoshi yayiko,Nelyo iyi imbwa iyikwete akatambo mumukoshi ili kwati naitemwa sana,"Iyi imbwa iya fita,naitemwa pantu ili nakadoli panshi eko ile angasha",Nelyo pali akapuna aka buta kuntanshi iya imbwa iyikwete naka kadoli kamba munshi yaciko
798,Umulumendo elo umusungu ale enda kabili naimya akacola pakuboko,Uyu umulumnedo kumbali ale endela kuli icibumba icafita,"Emukwai, Nelyo uyu mulumendo nafwala akali shati aka makumbi",Uyu umulumendo ule enda nafwala nama glasi iyafita,Elo uyu mulumendo alemoneka kwati Pali eko ale butukila uku celela
799,Abantu mucintu bwingi nabaikolonganya pamo,Ili ibumba lyabantu lilipamo nalikwata imendela ayapusana pusana,Emukwai cilemoneka kwati aba abantu nabakwata  ukulonganina Pa butungulushi,Ili ibumba ilikolongene lilifye imitundu iyapusana pusana pantu ne imendela nasho nashipusana ,Nelyo aba abantu abakolongene pamo Bali kwati Bali abaikatana Pali efyo bale cita
800,Umwaice umunono balemusambika mumenshi Aya buta mukwai,"aka akanya balesambika kalifye akapapa pamenso, nefyo kalepapa tafishibikwe",Elo aka akamwana akanono nabaka fwalika na ka kaputula aka nono,Nakaputula uyu umwana afwele ili iya kumusambilamo pamenshi,Elo namona futi amaboko fya Aya aba mwimiahe umwana uyu
801,Imbwa iyamasako Aya kashika ilimumwela mukwai,Iyi imbwa naikwata naka bola akanono ilyo ili pamwela ,Kaili nayitemwa ukwangala pamwela nakabola akanono mukanwa ,"Pancende apa apali imbwa pali nolunkoto ulwauma,lulemonekafye elo tabataoilisha",Elo kumali iya imbwa kulemoneka notumayanda utwipi
802,Umulumendo uwa kashika nafwala naka sote aka fita kumutwe,"kaili uyu umulumendo nafukamako napanshi, nafwala ne shati lya kashika na toloshi lya jeans",Elo uyu umuntu uwa kashika Ali uwafukama ukulinga nobutali uwa amaluba eyo ale kopa,"Aya amaluba yalemonekafye aya yemba, iyabuta yamo ayakashika",Uyu mulumendo alemoneka kwa ni kakopa uwa  amapange ayakwa lesa 
803,Ndemona banakulu Bantu babili nabekala,"umo nakulu uwi kele kukulyo, naikata nakapu yetambula alenwa nefyakunwa",Elo uyu nakulu uikete kapu yetambula mukalamba Pali umunakwe,"ababili epobekele,kunuma kuli notulubi utwapusana pusana",Elo namona umo namayo alemoneka kwati Pali efyo ale lemba
804,Umwanakashi nakwata icimpomopo ica kashika kumuktwe,uyu nakulu ufwele icisote icakashika pancende ali pali nemyotoka ishafita shibili ishikulu,Elo uyunamayo nakwata nakacola pamusana aka fita,"Uyu nakulu bantu nasenda nencinga, emulandu wine afwele icisote kumutwe kumwakwe",Elo cilemoneka kwati uyu namayo ale toloka umusebo kabili njinga yakwe tale chofwa
805,Namona amenshi ayengi Yale sela mucima icikulu,mucimana umu muli umuntu uulemoneka kwat mulumendo ali mukabwato akanono aleoba,Elo umuntu uyu uli mukabwato kamutuntula Ali kwati aleteya anangalo ayapa menshi,Uyu umulumendo uli mukabwato kamutuntula alemonekakwati ali mukunwina pamenshi,Elo aya amangalo alengala umulumendo uyu yali temwikwa ku batandashi
806,Ndemona balumendo batatu nabeminina mumusebo nenjinga shabo bonse,"kuntanshi yabalumendo aba, kuli umyotoka ishapusana pusana",Elo epo aba Bantu beminine motoka she a shicili shilepita,"Kaili ababatatu balelola imyotoka shileke ukupita, elo nabena bapite",Elo aba abantu kabili naba fwala nefimpompo kumutwe yabo
807,Ndemona abana bali Pali incende iyi kwete ulunkoto,"Aba abana abaume nabakashana ukubikilako nababili panshi na bambi bonse bali cine, elo bale angala palunkonto",Nelyo ndemona epobale angalila pali amapepala aya kashika ayengi,"Aba bana balikashika bonse, kaili nepo bale angalila pali ulunkoto nefimuti mumbali",Mukwai aba abana bali aba temwa Sana ukula angalila capamo
808,Abana babili abanakashi naba sekelela elyo bale angala,"aba abana babili abanakashi,bale angalila pali cibola icikulu icilemoneka fye ica mutuntula",Aba abana balemoneka kwati niba Munina abaciko,"Emukwai, Kaili aba abanana balemonekafye abapalana pa finso ",Aba abana bali mukati mu ng'anda yabo
809,Ndemona abana batatu bale angala amangalo eyobeta abene ati  rugby ,"Umu umwaice naikata no mupila wa rugby, alebutuka nolubilo",Elo palina abana Bambi abalemu pepeka uyu umwana ukwete umupila wa rugby,"Bonse abana abalepepaka, balefwaya ukumupoka umupila wine akwete muminwe",Nelyo aba abana bale moneka kwati baku calo caku Japan nangu China
810,Umwaice ufwele shati iya fita alikwati natoloka,"Kaili pali neco ekete icishilemoneka, cilemonekafye machungwa machungwa",Nelyo uyu umwaice umunono ale tolokela palunkoto," neko ali uyu umaice umwaume kwali cingililwe nensungu ishauma, elo kuli nempanga kunse.  ",Ndemona kwati uyu umwana Ali uwa sansamuka nefyo ale angala
811,Banamayo babili nabeminina na shitata umo pakati yabo,Aba abonse batatu cilemoneka kwati balewamya umu mwine beminine,Elo umu beminine mulemoneka kwati nimu greenhouse batila,kanshi abantu aba balemonaka abene baiyi iyiyine iyitwa ati greenhouse,Nelyo aba batatu bale moneka kwati nabasekelela sana
812,Ndemona abaice babili aba fwele iyakufwala ifya fita mukwai,Aba abaice babili abaume nabakwata neto beta ati ama skateboard ilyo bale angala,"Emukwai, umbi Pali aba abana natoloka na skateboard yakwe mumwela",Kaili no ulikunama ufwele itoloshi ilya jeans alelolesha umunankwe uletoloka,Natemwa ukulanda ati pacibumba epo umbi umwaice eminine Pali ifyale bwa
813,Nakulu Bantu ufwele aka kashika aka mpepo ale lolesha kuntanshi yakwe,Ilyo alelolesha kuntasha naikatako namumukoshi wakwe bulanda bulanda,Nelyo nakulu Bantu naikala mucintu bwingi,"Umu mucintu bwingi mufulifye banamoyo, bashitata tabalemoneka ","Emukwai, nelyo emo aba banakulu Bantu bekele mulemokeka kwati nincende iyi  kulu"
814,Umulumendo natoloka nenjinga yakwe mumwela,"Uyu umulumendo utolweke ali mumwela nencinga yakwe, kaili tafwele necisote kumutwe",Elo uyu mulumendo naikata incinga yakwe nokuboko kumo fye,Kaili nepo atolweke pali notushimbi mumbali,Elo iyincede epo ale angalila uyu mulumendo paline miti mumbali
815,ndemona umuntu Ali mumwela na Honda yakwe mukwai,"Uyu umulumendo ali mumwela na honda yakwe, kaili nafwala necisote kumutwe",Uyu mulumendo uli mumwela alemoneka kwati aleangala amangalo ayama honda,Aya mangalo yalibipa nganshi efyo afwalile ifya kuichingililako pamubili wakwe,Elo capala kwati uyu mulumendo ule angala aya amangalo ali yeshibisha
816,Umulumendo naima ama boko yakwe elo ale lolesha kumulu,"Kaili uyu umulumendo ilyo emeshi amaboko,namolu yonse yabili yalemonaka kwati alefwaya ukutoloka",Elo iyincende emo Ali eyo beta ati desert mucingeleshi,"kaili iyi icinde naikwata imicanga ishingi sana, eco uyu umuntu alefwaila ukupunenapo ",Nelyo naholemona amakumbi mumulu nangu fwe aya nono mukwai
817,Ndemona banamayo babili nabekala panshi,"Aba banamayo babili abekele panshi, e aba beta ati inkashi shakukatolika ",Elo omo namayo naikata naka kapu alenwa nefyakunwa,"Elo umbi naikata ibuku alesoma, nefyo alesoma tafishibikwe",Elo apobekele banamayo aba capala kwati nipa mwinshi
818,Akabwa akanono kali palunkoto kwati kale anfala,"Aka akabwa akalemoneka kwati kale amfula, kalepepeka ka bola ",Ndemona futi nempanga pantanshi iya akabwa aka akanono,Kaili nakabola akanono akakashika kaleya kumpanga eko nakabwa kaleya,Elo akabwa akanono aka naka kwata na masako ayengi
819,Balumendo babili nabatoloka mumwela elo baleteya amangalo ati basketball abene,Aba babili abalumemdo balelwila umupila uyu wine awakuminwe uwitwa ati basketball,Elo aba abantu nabafwala ifyaku fwala ifyaku angalilamo ifya pusana,Kaili nafbawala ifyapusana pantu ama bumba ayaleteya umupila uyu wine nayapusana,Nelyo ndemona abantu abale tamba nokulumba aya mangalo ati basketball
820,Imbwa iya fita ile lolesha amenshi ayale moneka aya talala,"Aya amenshi imbwa ilelolesha, e aya beta abangeleshi ati menshi makasa",Elo epo imbwa iyi iminine Pali kwati nipakamana apale pita amenshi,"Emukwai nifyofine,kaili nembwa nayo yaliminine kumbali yakamana elo ilelolesha mumenshi",Elo pambali pali ne mfula yabuuta epo icani camenena
821,Ndemona abantu notoni mumulu tule pupuka,Kaili aba abantu notoni bonse balifye kumbali yakamana eko bale angalila,Ndemona na shikulu Bantu na fukama apa pene pancende,"Uyu shikulu bantu ali nanakulu bantu umo, eo aleangala nankwe",Elo pambali epo bale angalila pali necimana ici kulu nganshi
822,Ndemona utu baice tubili tuli mu menshi tuleangala,Utu utubaice utwaume natufwalako nama glasi yapamenshi elyo tule angalila pamenshi,Ndemona futi akamwana kamo naka imya tumaboko twakwe,Aka akamwana akemishi amaboko imishishi yakako naibomba kumenshi,Kambi akamwana nakengila umubili onse elo umutwe weka uli pamulu
823,Pali nakulu Bantu alemoneka uku sansamuka nembwa yakwe,Uyu nakulubantu ali nembwa yakwe mumfula iyabuta iyitwa ati snow,Elo uyu nakulu Bantu nafwala ifyaku fwala ifi cingilila impepo,"Ala mumfula iyabuta mwaliba impepo ikalamba, efyo nakulu bantu afwalile ichampepo",Elo iyi infula iyampepo naifimba nolupili kunuma ulukulu
824,Umwana kashi eondemona ale moneka  nemishishi Isha pusanako,"Kaili imishishi yakwe umukashana yali ibela, ilifye itali",Nelyo uyu umwanakashi alemoneka kwati mulumendo mukwai,Ishati afwele lyali kashika elo mwapita ne milaini isha fita ,Nefyo afwele uyu umwanakashi filemoneka kwati fyaba lumendo
825,Imbwa ilemoneka kwati yali buta noku fita ile butuka mumenshi,"Iyi imbwa ile butuka mumenshi, namasako yaiko nayabomba kumenshi",Elo iyi imbwa ilemoneka kwati nimbwa iyamumpanga mukwai,"Kaili iyi imbwa yamumpanga kuntu yali takwishibikwe, kulifye akamana",Emukwai elo imbwa iyi ile ponya amanshi Sana emo ile pita
826,Shikulu Bantu na Nakulu Bantu bele endela capamo,"Abababili nabafwala na mashati ayabuta, ilyo bale enda mumusebo",Ndemona aba babili nabakwata notu cola tubili mukwai, Kaili kuntanshi elo baleya aba babili kuli icimuti icikulu,Elo aba abantu babili akasuba nakaba sanika panono
827,Ndemona utubana utubanakashi tule angalila mumeshi,"Utu utubana utwanakashi tubili, kamo nakafwala ishati ilyabuta kamo takafwele","Emukwai,elo cili kwati utu utubana natu sekelela nganshi",Emukwaiyi nifyo fine utu utubana tonse natumfwa bwino  pakwangala pamenshi,Elo cilemoneka kwati icimana utu utubana tule angalilamo cikulu sana
828,ndemona ba kemba balikwati balelisha inyimbo,"kaili umo palyaba babili ba kemba nakwata nabanjo, na fwala suiti iya fita",Nelyo ndemona ifyaku lishisha inyimbo ifingi,"tefyakulilishako inimbo fyeka filipo, pali umo umulumendo ukwete ne cakusoselako",Elo bakemba kunuma balelolesha abo babili pantanshi yabo bonse
