IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
5711,abashilika babili bale sambilishanya,Umufishi ekafundisha elyo umusweshi emusambi,Balelanshanya ifya kubomfya intambo Iya mutuntula,"Bakafundisha abacifishi, nabakaka mumusana utusolobelo twamalaiti itwapala foni",Kunuma yabo nakwiminina umushilika uyo ufwele imingala iyabushilika. 
5712,Umweni afika pa Lodge nangula pa hotel,Kunuma yakwe kuli window likalmba nga icibibi elyo pamulu na palwemba ipendwa yamuputule uwa cibili,Alekunkulusha ifyola fibili akano na icikalamba elyo na ichaketi muminwe,Ukuba tekuti cishibikwe bwino bwino ngacakuti elyo afika nangula elyo elebwekala ukuntu afuma,Ukumoneka kwakwe alinga ulya uwaisa ku ma kwebo nangula incito iyi kankala
5713,Umulumendo  na umu kashana bali pacitesheni cama saacha ,Umulumendo na umukashana bale shimika lyashi,icitesheni cabeelafye mumbali yamu sebo,"Pamo, tekuti wishibe bwino bwino ngacakwebati aba babili balefwaya ukutoloka umusebo nangula bale lolela uku patama saacha",Kulubali lwa musebo kuli kamotoka aka buuta elyo nakalosha kulubali lumbi ulwaci saacha
5714,Imbwa ilepita muli mulamba uyo uli pamucanga ,Ukulefumina imbwa ekuli umumana uyo ulemonekela apatatali,Imbwa ili iya fita mukumoneka elyo bali ikakila na intambo ya makumbi mukumbi mumukoshi,Abena ba imbwa iyi tabalemonekela mupepi iyo,Mulamba wamenshi pa mucanga kuti waba wamfula nangula umucaanga uwabela mululamba lwamumana
5715,Utubwa tubili tuleceena kabili na ukupepekana,"Ukulingana na imishipi mumikoshi ya ishi imbwa, kashalile kunuma ka kota elyo iyo iyi tangile ilume",Utu utubwa tuli utwa mitundu iya pusaana lelo twangalila caapamo,Imbwa iyo iyi tangile naifumya na ululimi panse,Akabwa ako akafita kalekonka iyi biye munuma elyo kale lwisha ukunina pa musaana 
5716,Ba kanye kanye bangalila mukutumbula imibili yabantu pakweba ti bondape balebomba mufiyeta,Ishi inceshi shilebombela mukupandashanya pamo na ukulashyanya pafyo bala undapa umulwele,Mukumona umu mufiyeta muli ba ndokota cine konse konse,"Bonse nabafwala ififwalo fyaba ndokota ifya makumbi makumbi ifili nga icakumutwe, ifyapakanya na imyona elyo na imingila yamalaya",Mumuputule bale bombela namu sanikwa na amalaiti elyo mulinafimashini ifya lekanalekana
5717,Imbwa iletoloka ,Ilelwisha ukukobola ilibwe lya snow kucimuti,"Nalimo, iyi imbwa ba leinsambilisha ukutoloka ico naba kobeka snow kucimuti",Cipalile ninshintalupepo na imfula ya snow,"Snow nailoka yafimba na umushili, elyo umupelele  umushitu wafimuti emutendekele akamana"
5718,Shikulu bantu na umubiye umukashana bale wamya ama window,Shikulubantu ale wamya kunselubali elyo na mayo mukati,icho shikulubantu na nkontama kanshi ipala pamuntwe wakwe tekuti lifisame iyo,"Pakuwamya ama window, bale bomfya insalu shabutonge ",Bonse babili bafwele utushati twabula amaboko nakuba pakutina icibe chalusuba.
5719,Ba choba wamato babibli bale oba ubwato,Ba palile ngabalya ba choba abali pabwangalo bwa kuncifyanya,Bonse babili naba fwala ama life jacket ayaku icingilila kubusanso bwaku buunda,Umu maana balipo uli uwafundauka nga ulya ubela mupepi na icipoma,Pa mumana pene pali amabwe aya no nayakalamba
5720,Imbwa ile yabuka pacimana,Naikwata akamuti mukanwa,Ilemoneka ngashilya imbwa bafunda ukutola ifintu fyalekana lekana,"Mukumona, umo acibala aposa akamuti pamumana elyo asokesha imbwa ukuya tola",Umu mana wine ulemoneka uwashika kabili ukalamba
5721,Umulumendo aleifwena kubwaume pamusebo,Ukumona imifwalile yakwe talemoneka nga umutuntulu iyo,Kumutwe ali na akatambala kaba kateya ba mupila,Pamubili afwele akashati akafita akabulwa amaboko na iciputula.,Akashati afwele nakasha ulufumo panse nakuba taata uyu takwata amano bwino bwino
5722,abalumendo babili balelisha ifilimba,umo nabika pakapuna elo umo naiminina,umulumendo uwimanine Alina banjo muminwe iyo Asamike pakubeya kwakwe,ifilimba fili pa musebo kabili kunumayabo kuli namatuka,Ukuntu bafutatile  kuli nabaletamba
5723,bashikulu nabekala kumbali yamusebo,Nabakwata efisote eyo babikile panshi nfyo bakobeke kumulu,kuminwe yabo nabakwata ichakulya,imikalile yabo nielya iyamuntu ulipamakwebo,"panshi pantu babikile ifisote,  nabanshinkapo ichisalu echo ichakuchingilisha ukukanalamba kwa ifisote."
5724,Shitata naiyiminina mumusebo umulepita abantu,"Nafwala Na ilaya ilya kashika,nakasote kafita ","pamulu wakasote palina isako ilyafita,nomushipi wakaashika uyo upitile mulubali lwakasote ",kuminwe nabekata nechiplastic echo chikwete ifyakufwala,abapita nshila baletamba uyu umulumendo ufwele ilaya lya kashika
5725,Nakulu bantu umulendo naimanina na ifyola,"Afwele ilaya ilya fita, akasote na insapato isha buuta.","Ali na ifyola fibili fya fiita, cimo napapa pakubeya elyo cimbi cili mu kangelengele kantu alekunkulusha",Akumanya bashikulu bantu babili abekela na inkonto shabo mwisamba lya cimuti,"Mukumona, uyu mayo aleipusha pakwebati bamulangilile nshila pantu ena alemoneka nga umweni"
5726,namayo alepita pa bulalo,nafwala namalya yafita nechola nakobeka pakubeya,ubulalo buli pakati wakamana ako akakwete amenshi,Mukamana muli nabwato Ayabuta,kumbali yakamana kuli nefikulwa ifyalekanalekan nafyo ifitali
5727,Ifikopo nangula tilefye ifisoso file elela pamumana.,Pa menshi pene pali nachoni capamuna,Ukwabula ukutwishika uyu mumana wabela mupepi na umusumba nangula itauni,"Ukwelenganyapo, ifisoso ngafyafula mumumana ifyoni na ifibumbwa fimbi ninshi ponenwa na ubusanso",Kumulandu wafiko pamumana ebakala mushi tekuti banwemo amenshi muli uyu mumaana 
5728,abana abaume babili balimwituka bashitisha ifyakulya,umo nafwala is ishati ilya kashika elo umbi  nafwala elya katapakatap,balelengela muli chimachine icho ichikwete Inama ,mwituka line muinama ishobalongele tumaplastic ayalekana lekana,Umunani wanama naulongwa muma plastic elyo uli muma  fridge ayo ayasangwa mumatuka
5729,umulumendo aleteya umupila wakutanusha,"pakuteya kutala wabosa Bola umumulu elo waiyi pama necho ekete kuminwe yakwe, icho beta muchigeleshi ati racket","muchibansa wauyu umupila, pakati Pali isumbu ilyo iliputula icibansa ",mubali mwachibansa muli ama waya ayalechingilila icibansa ,"kunse kwachibansa kuli ifimuti,umusebo elo na ifyani"
5730,Ibumba lyabantu ilikalamba nali tantama mumilongo,Ibumba nalimbi naliminina mumbali yamusebo liletamba abo abali mumilongo pamusebo,Abo abali pamusebo bali ngabalya abelelole ukwamba ukubutuka ulubilo lwacilayilayi,Pantashi yebuumba ilipausebo napalembwa ifilembo ifilelanga icende iya kutendekelapo ulubilo,Abantu abali mumulongo uwimanine pantanshi nabekatana muku kumbatishanya amaboko 
5731,umwana umwaume ali pachipelwa icho ichilimumulu,"Ali uwaseka nelyo alipachipelwa,nayikata naku chipelwa pakuti epona",Bushe Pali abalemusuka pachipwela pantu ekele?,efyo chilemoneka pantu uyu umuwana ali uwansasa,elyo kumbali kwachipelwa kuli ifimuti elyo nakamana kunuma 
5732,Shitata na umubiye namayo bale boomba mu bucha yanama,Namaayo afwele ichakashika elyo shitatata ishati ilya buuta,Bonse babili bale pala kubena China nangula Japan,Bushe kuti waba munaninshi uyu baleshitisha atini?,"Kwena, tekuti insonse bwino bwino napo nga ninama ya ng'ombe nangula nikumba."
5733,abantu muganda balesefya,"pabalesefya epali, banamyo,umukashana elo  nabana banono",mumulu nabasamika namaballon ayo ayafita naya kashika,abantu babili nabemya amaboko mumulu nefintu muminww,Abana balelolesha fintu baletambika umukashana kumaboko
5734,Abana akashana bane bale angala,babili nabakwata utulubi muminwe tuntu bale yangasha,Umu palibene na sunsumana na amakufi pansi ale lenga,Abafyashi nabo nabekela pa mipando mwisaamba lyacimuti,"Nakuba, abana nabo bali na utupuna, lelo tekuti bekalepo pantu naba sendwa na amangalo"
5735,abalumendo naba kashana nabekala mufipuna,nabakwata ama buku pamolu na bopeni muminwe,Nabekala ngabo abali mu masambilo,Aba abantu bali abasakana muminokele,"muli abasungu,abafita kabili nabamwenye "
5736,Umulumedo uwabula ishati ali pamulu wachikulwa,Aletinika chimachine icho ichilefumya ifiyushi,ichi chimachine chapangwa nefishibi,Elo kabili chimachine ichi bachitekele pamulu wafibumba ,"Uyu umuluemndo nabikako amaka,umwenafye kufyo imishipa shimine mwikoshi"
5737,Abalumendo babili baleteya umupila uyo beta umuchisungu ati cricket ,kutanshi ya aba abalumendo  kuli chimuntu chakubasa,Pali aba abalumendo  babili umo ali uwabenda kwati nakalimu muntu uleposa bola,"ichibansa baleteyela chintu chafita panshi namabala yabuta,elo balishilamo nemilaini shabuta",uyu umupila pakuteya kutala umo aposa bola pakweba ati umunakwe ayi lopole necho akwete kuminwe icho beta ati bat muchingeleshi
5738,umukashana nanina ulupili ukwabula ukufwala ishati ,panuma yakwe napapa ichola chafita elo kambi akachola akanono kalimumusana wakwe,kumutwe nafwala ichisote chakatapakata.nama galase,elo mubali lwalupili ichimana ichikulu,insansa shili ishalembwa pamenso yakwe
5739,Bana mayo babili nabekala pamo,bamo bakoto elo bambi bachi kashana,Banakulu nabakwata ifintu mwitambulu efyo balenwa,Elo abachikaahana nabekala kwati muntu ulelembapo fimo,"kabili kunuma ya aba banamayo kuli utulubil tutatu,tubili utwakashi nakamo aka katapakatap"
5740,kateya wamupila wa tennis aleteya,"napakuteya,aleteyafe eka ukwabula umuntu",Alebala aposa ka mupila kuchibumba elo nako kalatanuka epa kumubwelelela,bushe chinshi aletelya eka umupila wakuteya babili?,Uyu mulumendo ico ali eka cilepala aleipekanya ku mangalo yakucifyanya
5741,Umwana umwaume aleyanga eka,panse panganda apo apali imichanga ,"Afwele akashati ka mutuntula, aka putula kamakumbi makumbi elyo na utusapato ",bushe chinshi aleyangasha panse?,Alekunkulusha icingelengele ca pulemu
5742,Aba temwikwa babili baletoshanya munseko,insansa na shilembelwe pamenso yabo bonse babili,Balemoneka nga balya abonenepo panshita iyitali nganshi,chilemoneka nafiwama ifyo balelandapo ichikweba ati beminine fye panse,Bemanine pa ciibi cang'anda elyo nabekatana amaboko cilya bali munsenko
5743,Shitaata naikala elyo nalela icipoto mu molu yakwe,nacho ichipoto alele chintu chafita,"Nafwala chaketi,  ilya fitulukila muli na imilini elyo mukati muli ishati ilya buuta",nechisote icho ichisha imishishi panse,Umushi wakwe nao uli wakashika kubati untu baocamo umulilo
5744,abena Christu bale shimikila ukubomfya ifikope,nabo ablifye babili mukushimikila kwabo,Nabemya ifikope apo apalembelwe amashiwi yakutalusha abantu kulubembu,"napafikope nabalemba ukuti, tembenukene kububi bwa minimal shenu isho Ishikawa ukusumina",Bakashimikila ba chebo bemanine mulubali lwa musebo mupepi na imyotoka pakweba ati abapitanshila babelenge amashiwi wakwa Lesa
5745,Abana basaano baleceena,Bonse bali abansansa nelyo baleceena ,"abali bane, nabashambatana mukulwishikana, elyo umu naimanina akatalamukila lelo asontele icintu muminwe yakwe",ukwete ichintu muminwe atontele umu nakwe uyo bakotamike,pantashi yabo pali motoka iya buuta elyo pambali pali icikotikala
5746,Shikulubantu naiminima pa ishitolo lya bwalwa,beminine mubali mwa ishitolo nabekata ne ifintu kuminwe ,Mwishitolo muli ama botolo yabwalwa aya lekanalekana,Nabasha namalighiti ayaaka pakuti ifi botolo filemoneka,Mukati ya ishitolo limo muli an insalu iya flag ya chalo ca America
5747,Kateya wabwangalo bwa skating aleteya pamulu wacibumba,Naposa namaboko yakwe yonse mumulu pakuteya ubu ubwangalo,Imyangalile yakwe yalenga abantu ukulamutaamba,Abantu baletamba balemoneka nabasendwa nobu ubwangalo bwa mulumendo ,"Nangula abalemutamba bafwele ifya yanguka mukutiina icibe, kateya afwele ishati lyakatapa katapa, akasote elyo na itoloshi ilya fitulukila"
5748,Bashi makwebo babili baleshitisha ifilubi,Beminine mubali lwa musebo patufyani,Ifilubi nafipomwamo na umwela elyo naba fisamika ku kamuti aka ololoka,"Aba bashi makwebo bali mwilyashi,bonse babili bali nemishanga shafwaka kuminwe",Mupepi naba shimakwebo pali utwaice uto utulepweneka ifilubi
5749,Ba cakolwa batatu naba sakatila amalwa,basakatile amabotolo ngabo  abali pakusefya,Babili balumendo elyo umo mukashana,umulumendo uli pakati nabika ifibotolo fya amalwa ku kanwa,Aba lumendo naba kalifya pamenso napo nga ekulanga ubukali bwa bwalwa bakwete
5750,Bashikulu bantu nabena myabo balelila mu restaurant,mu fibumba fya iyi restaurant balisamikamo ichikope elo namaluba,Pantashi yabo palinabambi abatemwikwa babili pamo nga abaume na abanakashi,Bonse bali mwilyashi nelyo balelya ,Pali aba bantu pali umo umulema ico naba palamika na umupando wabalema mupepi nabo
5751,Ibuumba lya bantu mutanda liletola ama pepala ,Bonse nabafwala ama shati ayo ayapalana,"Mumimonekele, bakatola balemoneka nga abachaice pamo nga bakasukulu",nabakwata nama plastic ayo palebikamo amapepala,Kutanshi yabo nako kuli ifimbayamba ifikalamba ifya makule nafyo fine file insansha mukuwamya icende iyine
5752,Akambayambaya kakucilikaninamo ulubilo,Bushe akambayambaya aka bakapanga Shani?,Bakapanga akepi elyo kafininwa pesaamba,Bushe Nimachine eleyensha nagula muntu?,Mukati yakambayambaya muli namutekenya uyo ufwele icisote icakashika
5753,Nakulubantu uwankonkotela ale sunkunta na inkonto mumaboko,Alewamya panse pa ng'anda yakwe,Mukubuko kwakukulyo naikata iceswa elyo kokulyo inkonto,chikolopo achiminike ku chibi ya ng'anda yakwe,Icibumba ca ng'anda yakwe awe cailembaulwa na ifishilwa ifya busali busali
5754,Kemba wanyimbo aleposha bakomfwa wakwe,kemba ali uwansasa nepo aleposha bakomfwa wakwe,cikupiti wabantu nakolonga ukwisa mukutika kumisela shanyimbo,Abantu abeshile mukukutika kumisela bali abasansa ngashi,Kukulyo naimya icikumo mumulu elyo kukuso nalema microphone  yakososelamo nangu ukwimba
5755,Ibuumba nalikolongana lile taamba ubwangalo bwa golf,mwi buumba liletamba mufulile bashi tata,"Bonse batontele amanso yabo pali kateya uyo ufwele ishati lya mutuntula,akasote kabuuta na itoloshi lyapala katapata katapa","cilemoneka bakateya ba ubu ubwangalo balitemwa utusote, pantu abaketeya naba baletambafye nabafwala utusote","Nangula kateya mufishi, abengi aba lemutamba ba sungu"
5756,Bakachofa bama ciinga balecilikana,uku ukuchinfyana kulemoneka kwati kwa balumendo fye,Bale chofa amacinga balecimfyanya mukumona wala tolosha icinga ukucila ababiye,Napa kucofa icinga bonse nabafwala ifisote ifya kuba icigilishako mukuichena,Ukuntu balechofela kuli utumilundu elyo na icimana eshilya
5757,"Bakalume babili balesambilshanya elyo na ukuikosha pafyo balwa na imyele, imisumbo na amafumo",Ichibansa balebonfya pakusambilishana chintu chamaloba,Nabafwala ifyaku icingilila pa kwebati ba icena ifili nga ama glooves na ifya kukaka pamikonso,Amasambilo yamusango uyu kuti yabafye yaba shilika pantu umuntufye yaweyawe kuti akwata umwenso,"Kalume uyo afwele ishati lyakatapa katapa, naitutila na ifisalu mwifumo elyo akakamo na umushipi pa kuicingilila kubusanso"
5758,Umu lumendo alelwishikana ukwelela pa mumana elyo emanine pami komo yama drum aya bulamo amenshi,Umulendo ali uwansasa nelyo aleliwisha ukwelela pamulu wa imikomo Yama drum,Imikomo yama drum ibili naitabililwa na intambo elyo pakati pali naicimuti,Intambo naicimuti efikatishe iyi bili imikomo Yama drum,Mulumendo pamo nabatu babili abalinakwe naba fwala ifisote na ama life jacket aya kuicingilila kukubuunda 
5759,Umwana mwaume ale pululusha aka kwangasha akapala kaiti,Ali uwamwentula elyo alepululusha kaiti yakwe,Kaiti yakwe ilepululuka mumulu elyo naikatilila na intambo mukuboko kwakwe ukwa kukuso, Bushe finshi efyo akwete kuminwe kwa kukuso?,Muminwe yakwe kukuso muli akantu akafita ako akale lenga akate kaiti yakwe bwini bwino
5760,Abakashana babili nabaibimba mubwangalo bwalubuli bwa kalati,Bonse balilwisha ukuponya umunakwe panshi,Umukashana umo palibene naimya ibaka mukulwisha ukupanta umubiye mumbafu,Namupanta mumbafu pakweba ati engamuponya panshi,Bonse babili naba fwala ifya buuta elyo ba kangalila babo nabo nabemanina mupepi
5761,Umukashana aleteya umusela wakulala pa mabotolo ya plastic,nasendama pali skate board eyo eleya mukusunka utubotolo,Alewisha  namaka pakwebati umubili wakwe ule lebela pamulu watu botolo ukwabula ukwikata panshi,ubu ubwangalo baleteyela pamusebo,Amaboko yakwe nayo naimya mumulu ico tale enekelwa ukwikata panshi
5762,bakabwa babili balepepekana,"Pali aba bakwaba,iyimo iyentu yafita elo eyibi iyentu yakashikila namabala yabuta bacifuba",Bakabwa aba Balemoneka ngabo abali panwagala,Napantu shileangalila pali ifyani efyafunda bwino,Eyo iyilipo iyikalamba nabayifiwika nomushipi mumukoshi
5763,Ba nakulubantu nabekala panshi kumbali yamusebo ,pamolu yabo nabalela amapepala ayo balelolesha po,Elo pantanshi yabo Pali ichi bin ichafita echo baposelemo ifisoso,kunuma yabo Kuli ama ishitolo ayo bapangila nama gilasi,Uyu namakulubantu ekele nga umuntu uyo ulelolelapo fimo
5764,kateya wamupila wa tennis nasonkama pa kuteya,Alinabikako amaka yakwe nelyo aleteya uyu umupila,Naikata muminwe akapapa  kakuminako umupila wa tennis,"Alinafwala akaputula kabuta,akasote kabuta,neshati nalyo lyabuta namabala yafita",Amenso yakwe nayantonta pali mupila elyo icinso cakwe cili icasalapuka
5765,Umwana umukashana alepweneka amalaya,Umwana uyu alifyeka ukwabula abakumulokeshapo ngo mwana,Amalaya naba yantatika ngayalya ayali pama kwebo,nabayasamika kutushimbi pakweba ati yegalamoneka fintu bayapanga,amalaya yali aya ibela elyo yali naifisote 
5766,Abalumendo mutanda bale suka motoka,Napakusu motoka balebomfya ifisalu ifya makumbi makumbi,Pali aba balumendo abali mutanda naba fwala amashati aya palana aya makumbi makumbi,nelyo balesuka motoka abalumendo babili bali mwilyashi,Balesamfya kamotoka aka kashika elyo umo palibena naikala mukati ka motoka wine
5767,Ba munyinane baleisha  kwishiko lya mulilo,ishiko lya Mulilo nalya nalileta nolubuto,nabashinguluka icimbilili camulilo elyo bale toshanya,Bushe nibashitata bekabeka fye nagula Shani?,ico ninshita yabushiku kanshi na ifinso fyabo tafilemoneka bwino bwino
5768,Ulupwa nalwima luleya lule chofa amacinga ,Balecofa amacinga mumusebo muntu nabamotoka balepita,"Ulu ulupwa lulipamonga ba wishi, banyina elyo na umwana",Umwana naba wishi balechofa amacinga yabo ukubomfya ukuboko kumo,Bawishi naba nyina bali pamacinga ayakalamba elyo umwana ali pakacinga akanono akamulingile
5769,Bakabomba bamilimo yakwafwilisha abantu bale peela ifyakulya na ubwafwilisho ku bantu,mumibombele yabo balimofye ni banamayo babili,Umukashana umumo alepeela umubiye akafulukutu umuli ifya bwafwilisho ifya lekana lekana,"kuminwe kwa kukuso naiyikata plastic yabuta,elo muli motoka wabo muli drum yakashika iyo iyikwetemo ifintu ","Kunuma yapo bemanine kuli icipampa ico balembelepo abati, ""ukulisha abana bwino bwino"" "
5770,Ibuumba lyabantu lile tamba abalumendo abo abaleyanga mumenshi pamumana,Ubu ubwangala abaleteya balumendo fye bekabeka,Aba balumendo naba shimpa umulando mumenshi elyo balainina pama peya umo pamu biye ukufuma panshi paka naukufika nakumulu wa mulando,Bale moneka kwati nyabo abali pa kuchifyana,"abalumendo bali basaano, babili naba imanina panshi elyo nabambi babili banyantile pama peya yabali panshi elyo uwakulekelesha nankwe anyatile pamapeya nga ababiye"
5771,Umulumendo alepita mumaliketi umo bashitisha amaluba ayalekana lekana,chilemoneka abafulile nibanamayo mumakwebo aya,Pakwebati ama luba yefumba kukasuba yali mufibeseni fya menshi ,elo aya amalumba nabayalonga muli tumaplastic utwalekanalekan,Pantemba shonse pali imyamfuli ishikalamba ishileleta icitelelwe kubantu naku maluba balekabushanya
5772,Kanyekanye wama somo ya science ale yelenganya akantu muli microscope,alalolekesha mukweba ati engamwenekeshi ifyo fintu alefwaya ukumona muli microscope ,Ali na utuntu mukabeseni uto tuntu ale cencenta bwino pakweba ati asangepo ukwishiba na amano,"Nakwata icilembelo muminw,e elo nepepala lintu alelembapo fintu alesanga","Nangula kale ishimilomo shale cintwa na aba cilumendo, mulishino inshinku banamayo nabo naba ibimbamo"
5773,Umwana umwaume alesambilila ukuteya ubwangalo bwa baseball,Naiyiminina  nga ulya ulimukwikata bola,Nafwala akasote na ishati lya makumbi makumi elyo minwe yakukuso nafwala mo icipapa,naiyisula nakukanwa kwati muntu upapile,Pamenso napo naipenta mwisamba lya nkopyo shakwe
5774,Abakashana babili balepyanga,umo nakwata icheswa elyo umunakwe nakawata ako balekushilapo ifisoso,Umumo mufishi elyo umu wacisungu,palemoneka pali ulukungu sana epo pale pyanga ,Pakulesha ulukungu naba fwala utuntu utwa kufimba pakanwa napa myona
5775,Umwana mwaume alengala na ukutamba amenshi mumumana,"nampimpa itoloshi mumulu naminwe yakwe,kumutwe nafwala nakasote kamulopa mulopa ako akapalene na ishati afwele",Uyu umulonga wamumana ulemoneka nga ulya uli kucipoma camenshi,Bushe nishi amenshi aya yalepongoloka ukufuma kwi?,Amenshi mumulonga uyu yalepongoloka yalepita mumabwe
5776,Abakashana batatu baleyendela chapama,Inchende balipo ilemoneka iyabusaka,umukashana umo nakwata na plastic bag kuminwe,panchede bali pali nefukulwa ifitali,kuntashi yabakashana kuli nabalumendo abeminine
5777,Abantu naba tantama,"bali ichinkumbawile,  abalumendo nabakashana",bakapokola baletungilila umutende,bakapokola nabafwala nefyakuichingilila kumenso,panchede bali pali nakasuba
5778,umulumendo aleteya umupila mwakumakasa,Muchibansa mulemoneka alemofye eka ukwabula abantu,inchende yachibansa ilemoneka iya katapa katapa,"umulumendo nafwala neshati lyabuta,kaputula iya katapakatapa elo nesapato ishafita","Panchede pali nefimuti,nechibansa chintu aleteyelamo chili icabusaka"
5779,Abantu bali pa chitesheni  cha sacha balelolela ukunina muli sacha,umukashana nafwala neshati lyafitulukila aleikata mukachola akwete,mu sacha muli nakensha,sacha ili  iikalamba nganshuli,Kensha wasacha alelolela abantu bakwele musacha paukuti abatwale uko baleya
5780,Imbwa shileangala mulubansa,imo ilemoneka iikulu paibiye,Imbwa iikulu iletoloka Imbwa iinono ilemoneka iyafitulukila,panchede pantu Imbwa shileangalila pali nefimuti fyakatapa katapa,Imbwa pantu shileangalila pali nolunkoto lwakatapa katapa
5781,umukashana alepyanga pamusolo,pang'anada palemoneka apabusaka balibika nefikopo mumutenge wang'anda,panse yang'anda balibikapo namabwe namaluba,umukashana napaapa nensalu yabuta munuma,panse pantu umukashana alepyanga Pali nakapampa akalemoneka akabutulikila
5782,Banamayo balli pamaliketi ,Bamo nabeminina elyo bambi nabekalako,pamaliketi baleshitishapo ifintu ifyalekana-lekana,bamo baleshitisha  inkonde,elo bambi baleshitisha kalundwe
5783,Umulumendo ali mwituka lyafyakulya,nafwala nefyakufwala ngauleipika,mwituka muli inama ishaiyipikwa nabashisomeka nakutushimbi,umulumendo alifye ubwiminine pantu eminine pali nechi bokoshi,Umulumendo naipika na imikate shibili ishikalamba nganshi
5784,"abantu bali ubwiminine, shikulu bantu euli kuntashi yebumba nafwala neshati lyafitulukila naifilembopo peshati lyakwe","abalumendo abali kunuma yakwa shikulu bantu tabafwele namashati iyo, beketefye kuminwe elyo umumbi abikile ishati mukwapa pamo nensapato",umbi nao nabika na umwana pakubeya,abantu abengi  nabafwala nama  galashi mumenso,"kunuma yabantu kuli nefimuti ifitali nganshi, kabili kuli naifikulwa ifitali ifisuma"
5785,"bashitata na banamayo baleenda mumulongo ntupampa kuminwe, balepanga ifikansa nobuteko",bambi abantu bali mumatuka elyo bambi baleendafye,epo bali pali  nefikulwa fyalekana-lekana,Bambi nabo nabaikupika nefisalu kumitwe yabo,pamulu wachikulwa kulya bushilya pali ama ofeshi nabasha namalaiti
5786,Abalumendo babili bali muchibansa balepepekana  nabafwala nefisote  kumitwe elyo nefimuti kuminwe,kunse yachibansa kuli abantu abaletamba,muchibansa muli notumishilwa twabutulukila,kunse yachibansa kuli nelinga lyama wire nenshimbi iitali  pakati,abantu bali kunse tekuti bengile mukati yachibansa pantu kuli wire
