IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
11461,Umwana umwaume naimanina mucibwato,Icibwato cipakati kacimana icikalamba ngashi,"Nafwala icampepo icafitulukila, akatoloshi elyo nainsapato isha buuta",Icimana cikalamba ngashi icakuti Impela yaciko yaba nga ilya iya kumana na makumbi kumulu ,Kunuma yapantu pemanine umwana kuli apakwikala 
11462,Abana abanakashi babili naba sensenta icikunkubiti icamenshi,Aka kashana akafwele ilaya ilya mutuntula naka kaka ing'ana mumusaana,Bonse babili nabafwala amalaya aya citenge aya cina Africa,Kumakasa nako ala kuli ishipa ilyo ilyashilila ngashi ilya katapakata,Mimonekele yabo balingabalya abafuma mu ng'anda ya bupina
11463,Shitaata alenina muli kamotoka kakwe,Icitelini nangula icipuna cakwa namutekenya cabela kukuso,Kamotoka kakwe kanono elyo kalipentwa makumbimakumbi,Ifibi fya motoka nafyo fyabafye fibili,Pamulu waka motoka kene bakapanga nga kacibula mutenge
11464,Ibumba lyabantu nalicenama,Bonse nabaceenama kutunwa ngabalya abeleimba ulwimbo,Pali ili ibuumba pali abakalamba elyo nabana abanono,Utwana utucepeshepo tubili natusunguka ico tatwishibe ifilecitika kabili nacilengele bamunyina bo ukesansula amashiwi,Balemoneka nga balupwa nangula ababwananyina
11465,Bakateya ba bwangalo bwa hockey bale cimfyanya,Bakateya ba ubu bwangalo balafwala ifyakufwala ifya kuicingilila kumpempo na amasanso yambi,Bali babili elyo bonse nabakwata inkonto nautusapato utwakushelelapo bwino bwino kunkansa,Ubu bwangalo bwaseeka kuli filya ifyalo ifya talala kumpempo na ifula ya snow,Pakuteya ubu bwangalo bateyela pa mushili uwatelela 
11466,umulumendo  naiminina kumbali ya icimana ,nafwala na kaputula ya mulopa mulopa ukwabula ishati ,mukati yaka putula kamulopa mulopa nafwalamo kakaputula akafita akanono,imanina na pali snow ukwabula insapato ,mubali ya icimana muli ifimuti ifingi 
11467,shitata naposa umwana mumulu ,umwana baposele mumulu ali uwasansa icincine ,amenshi nayasabuka mumulu ayo ayali pamubili wamwana,kunuma yabo kuli imipando isho shikelepo abantu,elyo kabili mukumoneka aba bashitata nomwana bali kumenshi 
11468,shikulubantu  na namayo nabawentula,shikulubantu naikalako pachipuna elo namayo naiminina  naikata nechakulandilaki,"bonse babili nabafwala nama galashi mumenso,  namayo nafwala nelaya ilya buta ","petebulo pali amenshi mwibotolo,cup, elo nechipampa icho cilelangisha ishina yakwa shikulubantu ",kulubali lwakwa shikulubantu kuli na flag yafita 
11469,Umukashana aleteya ubwangalo bwa bowling ,naposa  bola ya mulopa mulopa iyo iyalasunka uto utwiminine pakuti tupone,"nafwala itoloshi lyafita,naimya nokulu kumo mumulu pakuposa umupila",nafwala ichisote kumutwe nakampempo kafita ,pakuteya  ubu bwangola kuposa umupila namaka pantu umupila walifina
11470,umulumendo naikala panshi naikata  nolusapato lwakwe kuminwe ,panuma  yakwe napapa ichola chafita nakobeka na ka chola akanono mumukoshi ,kunuma yakwe kalina kamulundu akanono ako akali nechani,nafwala ishati lyabuta elo nakapula yamiline miline,kulukasa nafwala nolusokoshi lwabuta
11471,abana babili balesola mabwe-makasa,nabafwala na ifyampepo elyo umo ena nafwala na ichisote kumutwe,umulu onse ulemonekakofye mabwe-makasa,kunuma yabana kuli na ing'anda iikulu,panse yang'anda pali nefilemoneka kwati mabwe kabili pali nechimuti
11472,abantu bali mumuputule wakwipikilamo baleipika ifyakulya,muli ba shikulu bantu babili elyo na banakulu bantu babili,shikulu bantu umo aleputula ifintu elyo umbi shikulu bantu naikata kapu kuminwe,"Petebulo pali banakulu bantu babili napesula ifintu, pali impoto na imbale",pamulu wamitwe yabantu pali na amashelufu umwakubika imbale nempoto elyo nefya kulya
11473,abana babili bali mumuputule umo alelemba pebuku elo umo nabamulalika umwakulala utunya,"akakashana kena kekele pakamupando nakafwala nakantu kumutwe, nakamwentula nokumwentula",kunuma yakakashana kuli ichintu chabuta palikambatikwa na utuntu twapusana pusana amalangi,petebulo lyakakashana pali ifintu ifingi tapashele nenchende,muka bokoshi akali petubulo muli ama pensulo ayengi nganshi
11474,abantu baleenda mumusebo babili baleya kuntashi elo umo aleya uko balefuma aba bambi,umukashana umo nabika umunwe mukanwa alesuma ingala yakumunwe,nakabili umukashana uufwele ichafita aleya alelya nefyakulya munshila,elo uyu umbi uufwele ichakufwala chama kumbi makumbi ena emishefye ukuboko kwakukulyo,kabili panchede bali pali na ifikulwa ifikulu
11475,Imbwa ilebutuka nailolesha nakachintu uku lubali,akachintu kantu Imbwa iloleshe kalekunkuluka nakokene,pantu Imbwa ili pali notufyani utwakatapa katapa utwingi,Imbwa ilifye iyaisula kukanwa nameno yalemoneka kunse,kunuma yambwa kuli ichipampa iche langi lyamulopa mulopa
11476,"Abantu nabekalako mulunkoto, shikulu bantu umo namangula namabatani peshati afwele",shikulu bantu umbi ena nalema namakunda alelanda napa lamya,nakulu bantu nafwala neshati lyelangi lyabuta,shikulu bantu asenaminefye kukasuba,kunuma yakwa nakulu bantu kuli nechimbaya mbaya che langi lyamulopa mulopa nefimuti ifingi kabili kuli na abantu abaleenda
11477,abantu nabekala mwituka namwaka na amalaiti,shikulu bantu umo alefuma mwituka ali pamwinshi  wetuuka,panse pali itebulo nababikapo nakachintu ke langi lyamakumbi makumbi,petuuka Pali nakapabi apo balemba ifintu,uku lubali kuli nakamumana muli na amenshi
11478,"umulumendo aleengala pali bemba, naikata nechintu kukuboko kwakukulyo",emo alepita na amenshi yaleshala yasabuka,kabili umulumendo alemoneka kwati alefwaya ukupona,kabili nabomba naumubili onse,nanyanta napakachintu akelomeka kwati lipulanga
11479,"umulumendo aleenda, kabili namwentula nokumwentula",nafwala na ishati lye langi mutumtula-mutuntula namangula namabatani,naikata na ifisalu kumaboko nafwala nama cheni mumukoshi,kunuma yamulumendo kuli na abantu bamo nabeminina elyo bambi nabekalako,kabili kuli nefikulwa elyo na ifimuti
11480,"umulumendo ali muchibansa cha golf, aleteya nokuteya",naimya nakakuteyelako golf mumulu,nafwala nechisote chabuta kumutwe,kuli nabantu abekele mumbali baletamba,kabili kuli na ifimuti mupepi ifingi ifya yemba
11481,umulumendo ali pakati ka bemba aleoba ubwato,naikata na inkafi shibili esho aleobelako,mubwato tamuli katundu nangula imo mulifye apakwikala abantu,kabili amenshi yalemoneka aya makumbi makumbi,elyo muli na utumabimbi utunono
11482,umuntu ali mulwelele naikata na mabaluni alepululuka,napamushili palemoneka mabwe-makasa,amabaluni yali ayengi kabili ayapusana amalangi,kulya bushilya kuli nolupango lwanshimbi,kabili kuli na ifimuti ifingi nganshi
11483,panchede iikulu ilemoneka iyabusaka napashunguluka utuntu utulemoneka kwati tupuna,pali na umumana namenshi yalemoneka aya makumbi-makumbi,mumbali muli na ifimuti ifingi,kulya lubali kuli na umusebo muli na imyotoka,elyo uku lubali nako kuli ifikulwa
11484,umukashana alekopa ichilubi icho baiminika,umukashana napaapa nakachola umwakubika ifakukopelako,panshi pali na ifibokoshi chimo tamuli ifintu elyo chimbi muli ifintu,pali nakabotolo kamenshi,kunuma yamukashana kuli nechikulwa ichikalamba
11485,Imbwa ili mufyani ilebutuka naimya na umuchila,kabili muli nefimuti ifingi ifikulu fikulu,pamulu yafyani napaponena na ifimuti,na ulubuto lwakasuba nalisanika,Imbwa nayasama na ifumya na ululimi
11486,"umwana nalala, naba mufimba na shawelo",kumutwe kuli na ifilubi,muli na infuti yakwangasha abaiche,peshati lyamwana pali nakalubi  kambwa,kabili muli nechitabo mupepi nechilubi
11487,shikulu bantu aleenda nasenda na plastic bag kuminwe aleendela nakunkonto,kukulyo kwakwa shikulu bantu kuli umukashana uuleenda nafwala na ifyakufwala fyafita,kabili uku lubali kuli abantu abaleenda,"shikulu bantu nafwala na ichisote, na ulubuto lwakasuba nalumusanika pamenso",kuntashi kuli na ifyela ifyaiminina ifitali ifya langi lya mutumtula-mutuntula
11488,Imbwa yafitulukila ileengala na umupila welangi lya makumbi-makumbi ,Imbwa naisuma namumupila,kabili ili muchibansa,naipakalalika na amatwi,naimya na umuchila
11489,Imbwa iya kashikila ili mumpanga ileingila mubwendo,ichamutwe chonse  naingisha mubwendo,na ukulu kumo ukwakunuma ukwa kukuso nakwingila namufiloba,kabili pabwendo pali ifyani ifikulu,elyo panse yabwendo pali umuchanga uwingi
11490,ubwato buli pamulu yafikopa muli na umuchanga nainkupiko yapa chikopo,panshi yanchende pali utumabwe utunono tunono utwingi utwatantikwa busaka-busaka,kunuma kuli na akamwana akeminine,kabili kuli na ifipampa apalembwa ifintu,elyo kulya lubali kuli namaluba ayengi
11491,umukashana naikalako pakamupando nasendama nokusendama,chilemoneka kwati alebelenga nomba nalala nabika na umutwe pachitabo,patebulo palifye ifitabo fyeka fyeka,uku lubali kuli ifitabo ifingi nganshi ifyatantikwa bwino bwino,kabili umukashana alifye eka mumuputule wakubelengelamo
11492,abantu bali muchikulwa chakulwilamo ulubuli balelwa,"umulumendo umo naima ibaka mumulu naposa na ichibaka, alepanta umubiye",panshi pali abantu batatu nabafukama nababika nemitwe panshi,kumbali kuli nachinkupiti wabantu aletamba ulubuli,"mwibumba lyabantu muli abalumendo, abakashana elyo nabaiche"
11493,umulumendo ali mumfimfi nalema namakunda,nafwala nakasote kumutwe,chilemoneka kwati alepepa,kabili umulumendo alifye eka takulemonekapo umuntu nangu umo iyo,kuli na utushimbi utulemonekela mumfinshi
11494,"umulumendo alelisha ichilimba, nateya nechilimba chakwe kukanwa",nafwala naijaketi lyamulopa-mulopa,nafwala nama galashi mumenso,kabili ali na umushishi uwakashikila,elyo kulifye imfinshi yeka yeka
11495,umulumendo ali pamenshi naibila umubili onse alemonekakofye umtwe weka-weka,kunse yamumana kuli umwaiche uuletolokela mumenshi,amenshi yalemoneka aya makumbi-makumbi,kabili kunse yamumana kuli utufyani utunono tunono utwingi,elyo kuli na ifimuti ifingi nganshi
11496,"shikulu bantu naikalako, nashinta na ukuboko munshiku",nafwala itoloshi kunse abikako na ilaya ilitali,nabika na inkonto pamolu,kabili ekalilefye munshi yachibi,elyo pamulu wamutwe pali naka bokoshi kelangi lay mutumtula-mutuntula
11497,"abalume na bakashi nabekela pachipuna, bali nabana babili",abalume nabekata nabaluni kuminwe,abakashi napapa na ichola,akamwana akalumendo nakafwala nama galashi mumenso,akanakashi nakekata nebotolo kukuboko kwakukulyo
11498,umulumendo naikala mumupando nasamika nakulu pakubiye,kabili umulumendo namwentula nokumwentula,naikata nakachintu kukuboko kwakukuso akalemoneka kwati ninkonto,panshi pali nefyani,kunuma kuli na ifimuti
11499,abaiche baleangala mungolofwani,umo naikata nakufishimbi,elyo umo emininefye mukati kangolofwani,kabili ingolowani ili munshi yafishimbi ifyaimikwa,mumusebo muli na imyotoka
11500,"abalumendo babili nabanina pamulu wachikulwa, balebika ichipampa",umo umulumendo ali pamuli wachipampa nabika namaboko pachipampa,umo  umulumendo naikatilila ichipampa munshi nanyanta namolu pachikulwa,ichipampa chili ichelangi lya mutumtula-mutuntula,pa chipampa pali na ifilembo
11501,umwana umwaume alebenga icitabo,naikala pamupando elyo nabika icitabo pa mupando,mumuputule muntu ali nakwata na imbwa yakwe,imbwa naba ifwika umushipa wa mulopa-mulopa mumukoshi ,umwana umwaume naikata naku chilefulefu pakubelenga ichitabo
11502,Ibuumba ilinono ilya abantu mutanda lile tola fisoso,Nabakwata ifipepala ifyafita umo muntu baleposa ifisoso,Bale pita mumayanda namu fikulwa baleya baleola,Pachende bale bombela pali imyota ishalekanalekana,Pali ilibuumba palifye umukashana umo
11503,Mucikulwa cakulilamo muli abantu abo abekele pama tebulo,Pamulu wama tebulo pali apakashika pamofye naifibumba ifyo ifili mumuputule,Cilepala kwati balelya icakulya camwikulo kumacha,utupuna twakwikalapo natu shinguluka itebulo elyo nabantu bekele mumbali shonse shibili,Umuputule balimo nawakamo na amalaiti aya buuta
11504,Shitaata alepula mumfula,Pamusebo tapali imyota napo nico imfula naikula,Nafwala ikoti na itoloshi ilya fiita,Mulubali lwamusebo muli amacinga ayao ayalelokwa na imfula,Aleya alebuutuka mumfula pakwebati abukile kwishilya lya musebo
11505,Imbwa shibili shile pepekana pa kwangala,Shonse shibili shile moneka nga shilya imbwa beta abati Germany Shepherd,Ishimbwa shibili shili ishapalana ngashi mumimonekele,Amasako yashiko yali aya fitulukila pamusana na panuma elyo aya butulukila kumolu,Imo Imbwa na isakatila icimuti mukanwa
11506,Bakasoma ba fitabo bale soma ,Babili palibena nabekala petebulo elyo bonse babili bali na ifitabo,Shikulubantu uyo ulemoneka nga kafundisha nakwata na ikalashi ilya menshi aya kunwa,Uyu Shikulubantu nalema icitabo kulyo elyo alelolesha umukashana uyo ulemoneka nga umusambi ywakwe,Kuna yababantu babili kuli nabmbi batatu abafwele ifya fita nabo baleshimika cilya balebomba
11507,Kafundisha alepela icilangililo na iminwe shakwe,Iminwe shakukuso nashikatanya kucikumo chakwe elyo aletungamo umunwe wakukulyo,Umusambia wakwe alelolekesha pakwebati akutikishe,Ukuba kwena icilangilo cakwe cilemoneka nga ichishayanguka iyo eicho umusambi alekutikisha ,Bonse babili nabafwala amakalashi mumenso  elyo balemoneka nga abena China nangula Japan
11508,Bakangala ba bwangalo bwa ku pantana ifibaka bale yangala,Umo pali babili naimya ibaka elyo apanta umunankwe kuchetobo,Bonse babili bali mumingila iya buuta ,Kunuma yabo kuli kangalila wabo uyo ufwele ichaketi na inkolo pamukoshi,Mucibansa balelwila muli bakangalila nabambi ababo abekele elyo nabambi pofye abantu abalecita ifyalekanalekana
11509,Abana abanakashi batatu nabemanina,Balemoneka ngabamunyinane,Imimanine yabo ilinga ilya iya bantu abalekopwa icikope,Bonse balina ifikuti mumitwe yabo,pali uwa mubili ukalamba elyo na ifikuti ifilepeshepo alemoneka mukalamba pali bonse 
11510,Umukashana aleshana amasha aya Ballet,Pakushana aya amasha bakashana libili na libili balemanina patukondo ,ama boko yakwe yonse yali mumulu pamo na ukulu kumo,Naimani patukondo napa kulukumo,Nafwala akalilaya ka mutuntula akepi
11511,Abalumendo abetwa ba Cow boy balelwishanya,Abalumendo mutanda eba lelwishanya lelo kuli umo umulumendo uwimanine pa ntanshi yabo,Balelwaishanya namaka ngabalya abali palubuli,Pakatalamukila pali umukashana uyo uwikelefye talesakamana na ukutamba ifilecitika,Umu umulumendo naba mufona kubantu babili
11512,Pakati kamatuka pali umulumendo uyo alepanga ama baluni yama babo,Pamatuka pali umulumendo uwacifishi umofye elyo abashala basungu,Uyu wine umulumendo aleshitisha ifintu ifyalekanalekana,Abana abanono awe baletolauka pakulwisha ukwikata kabili naukupanga ama baluni,Abana abchaice nabomfya bwino saana elyo baleangasha ama baluni yama babo
11513,Aba lumumendo babili nabemanina baleshanya,Umo naimanina umushiki elyo aletoloka pakuchinda cibe nafwala akasote aka fiita,Umbi nankwe nabika umwetwe pashi elyo amolu yali mumulu,Apantu baleshanina pali apasansuka kwati nikuntashi yaci kulwa ica kusankaninamo,Cilapala kwati ba leshana pakusekesha abantu abo abale batamba
11514,Ibuumba lya bana na imisepela lilepita,Nabafwala ifwalo ifilemoneka nga imifwalile yaba kasukulu,Bonse balemoneka nga abena Arab,Bonse bafwele ifyakatapakatapa bambi nababikapo na utusote,Pantashi ya ili buumba pali uyo afwele imwingila uwa fiita alemoneka nga kafundisha 
11515,umwana umwaume aletoloka cikya ale yangala mupanga,Aleti nga anina pelibwe elyo atolokela panshi,"Pancende Ali pali amabwe , icani na amaluba","Impanga iyintu alimo, ilemoneka inkalamba kabili iya fiina",Muli ifimuti ifitali kaili ifikalamba
11516,namayo alepintauka pamusebo ,nafwala ilaya ilya katapakatapa elyo napapa na kachola aka mutuntulu,panuma yakwe pali aba temwikwa babili abo abalelunga kuntu alelola,aba temwikwa  nabekatana iminwe  elyo baleyenda icipale,bonse nabafwala amakalashi yafita mumenso napo nga kuchefyako ulubuto lwa kasuba mumenso
11517,Bakakula bali pachikulwa chintu balekula,Bonse nabafwala ifwalo filingile ukufwala abamakule,ichikulwa bale kula chikalamba nganshi,pamulando wabukulu chikulwa ibuumba lyabaja kula nalyo nalikula,Pali aka akabungwe kabamakule pali bakanye Kanye aba pusana 
11518,Aba mangaloyaku cimfyanya bale butuka,Abakashana  batatu balecilikana, icende balebutukilamo yabela mumpanga ,mumbali  yamusebo balebutukilamo naba cingililamo ,ulubilo balecilikana luli ulwa intafu iyi tali
11519,umukashana ali pantemba yakwe,pantemba yakwe aleshitishapo insalu ishalekanalekana,shimbi insalu shili ishapetwa bwino mutumiseke tunono,Pali insalu ishikalamba isho bakobeke kumukobeko,imimonekela ya insalu ilemoneka kwati shabana mayo
11520,abaiche batatu balechimfyanya ukubutuka,kunuma yabo kuli na imyotoka ishiminine,kabili kuli na bantu lelo imitwe tashilemoneka,elyo kuli na amaluba ayaputulwa bwino bwino,abaiche batatu umo nafwala na ishati lyamulopa mulopa elyo babili nabena nabafwala amashati ayabuta
11521,abantu batatu baleenda pali  bashitata babili abali pantanshi elyo kunuma kulifye namayo umo,namayo nafwala indeleshi iitali nganshi naikupikila nakumutwe,kunuma balitantika na amabwe busaka-busaka,kunuma balitantika na amabwe busaka-busaka,panshi pali na ichibokoshi ichamapulanga ichapona
11522,umulumendo ali panchinga lelo inchinga yakwe ili mulwelele,kuntu alefuma kuli nikumuniniko elyo aleya kumutentemuko,kabili pantu ali pali na akamuti akauma imisambo,pamulu pali na ifikulwa ifikulu-fikulu,elyo kuli na ifimuti ifingi
11523,umukashana nanina pe donki,kabili idonki nalibutuka ichipesha mano,nafwala na ichisote nama galashi mumenso,kunuma kuli na utupabi apalembelwe ifilembo,kabili kuli na ulu na ulupango lwafimuti kabili kulya bushilya kuli ifimuti ifingi nganshi
11524,abantu nabekela elyo bambi nabeminina,pali ifinama ifikulu,pali na ifikulwa,kunuma yafikulwa kuli na impili ishitali,panshi palifye umuchanga weka-weka
11525,umulumendo natoloka ali mulwelele nanyanta namakasa paka lubao kamawilo,alefuma palukungu lwachikulwa  aleponena panshi,kabili alifye pakati kafikulwa ifitali,umulumendo nachiluka akashimbi kantu bakulila palukungu lwachikulwa,kufikulwa kuli na imipaipi
11526,umukashana aleteya ubwangalo bwitwa tennis,naikata nakaku teyelako amaboko yonse yabili,nafwala na ichisote,kunuma yamukashana kuli ichipampa icho balembapo ichilangililo chabwangalo bwa tennis,nafwala na insapato ishabuta
11527,abaiche babili nabekalako balesoma ichitabo,akakashana kamo nakabika nailuba kunuma yamushishi,elyo akakashana Kambi ekelete ichitabo,kunuma kuli na amaluba,kunuma kulemoneka na ichibumba chachikulwa
11528,umwana nasendama,umwana alemoneka uwaina,nafunga na iminwe yakukuboko Kwa kukulyo,nafwala na ichampepo ichabutuluka,kabili nafwala nadangali yafita pali utulubi nama batani
11529,abantu baleenda kabili palemonekafye abaume beka beka,panshi yachikulwa pali na imbeketi yelangi lya mutumtula-mutuntula,kabili uku lubali kuli shikulu bantu uulemonekakofye umutwe weka-weka,panchede pali na ichimuti,elyo napakati kafikulwa pali akantemba
11530,abantu tabeshibikwe nga baleenda nangula nabeminina,umulumendo umo nafwala nama galashi mumenso,kabili pali na umukashana umo lelo talemoka napamenso,Pali naba shikulu bantu babili umo nafwala nama galashi,pantanshi pali naifilembo ifyalembwa pegalashi
11531,abalume nabakashi bali mumuputule wakwipikilamo baleipika,bonse babili nabafwala namashati yafita,umulumendo naimya na umwipika  alefumya ifyakulya alebika ifyakulya pambale,patebulo pali ifintu ifingi nganshi,"pali imbale, amakapu nafimbipo"
11532,abalumendo baleteya ubwangalo bwa kuminwe,umo naikata na umupila alebutukal,elyo umulumendo umo alemutinta pakuboko,umbi umulumendo alifye akatalamukila,kabili abalumendo babili nabafwala ifyabuta elyo umbi nafwala ifyakufwala fyelangi lwamakumbi makumbi
11533,umukashana alechinda naikata nakatambo kelangi lyamulopa mulopa kukuboko kwakukulyo,kunuma yamukashana kuli amatebulo ayengi,kabili kuli na imipando kunuma,pamulu wetebulo pali nailuba,umukashana natambulula ukulu elyo uku kumbi naikata ukuboko kwakukuso panshi
11534,umulumendo ali na umwana,natambalala  napabusanshi,kabili pantanshi pali akakwenshamo umwana,elyo pali nakashimbi akaimikwa,kunuma kuli na ichikulwa
11535,abantu baleteya ubwangalo bwitwa hokey,umo umulumendo ali muchipanda,umbi naikata nakakuteyelako ubwangalo,kabili gole nafwala na ichisote ichakuichingilila pamenso,kabili insapato shintu umulumendo nashikwata ama wilo
11536,akakashana nakanina kuchimuti nakekata na ukuboko kwakukulyo kumusambo,nabika na ukulu kwakukulyo pamusambo,akakashana nakamwentula nokumwentula,ichimuti nachikwata imisambo iingi,elyo panshi pali nautufyani utunono tunono
11537,Imbwa Ili mumbali yachimana,Intontele amenso pacimana,Pachimana pene palemoneka amabimbi,Imbwa ili iya buuta konse elyo kumutwe kuli ukea fiita,Amenshi pacimaana yalemoneka kwati na ya ikatana na makumbi mumulu
11538,Abakashana babili bali pachimana,umo nabafwala nama galashi mumenso,bekele panshimbi pamulu elyo amenshi yalemonekela mwisamba,kunuma yabo kuli na imisambo yachimuti,elyo kulya bushilya kuli na ifimuti ifingi
11539,Abantu balelisha ifilimba ,shikulu bantu umo ena alelisha umutolilo yakukanwa,utuoma tuli tusano tumbi tuli petebulo elo kamo kalifye panshi,bonse nabafwala nama jaketi yapalana nababikapo nautusote,kunuma kuli na ichipabi apali umukashana elyo naifilembo ifyalekana-lekana
11540,Imbwa ilebutuka nayasama nokwasama ilefwaya ulya ichintu ichili mulwelele,naikwata na umwando mumukoshi,kabili naisula akanwa ichakuti nameno yalemoneka nakunse,Imbwa ikwete amalangi yabili,panshi palifye umuchanga weka-weka
11541,Ibuumba lya bantu nali Nina pamulu wachimbaya mbaya,Muchimbayambaya muli ifintu ifya kashika nga tomato,Pamo ici icimbayambaya cilemoneka kwati cibwato pambi napo kwati cikulwa icitali,Abantu balimo balinganbalya abalelwishanya nakabungwe Kambi,5. Kuba umutende tailemoneka iyo pali ava bantu
11542,Umwana Umukashana ale yangala nabamenshi,Aleyangalila palunkoto elyo amenshi yalefuma kwitumbo,Aleisa alebutuka elyo aletolokela pali  itumbo ilyo lilesansa amenshi,Amenshi Yale musansa pamenso eicho nashibatilila,Nafwala aka mwingwila aka papatila kumubilibnga kalya aka fwala balya Aba saamba pafimana
11543,Shi kulu bantu naikala paka mupando,Pambali yakwe Ali na ichinga iyo Ishantalishe kumu pando uyo ekelepo,Pachinga pali na akafulukutu kakwe kantubendele Nako,Alemone ngaumo uyo endele intamfu itali eicho aletusha,Peshilya pale moneka umusumba ukalamba
11544,Chinkupoti wabantu nakolongana,Aba bantu Bali mwisaamba lya fimuti,Ichintu baletamba tachishibikwe bwino bwino,Bambi bashile pamo nanga ulupwa,Bambi nabo naba ikata utwaana twabi pamaboko
11545,Umwana umwaume naimanina munfinfi,Nafwala imingila iya buuta nga ama kimono yaku Japan,Mupepi na apantu emanine pali kamotoka,Cifwile naluba nangula ale lolela abafyashi bakwe pali motoka,Pacinso Pena natumbula amenso nga ulya Umwana ulubile
11546,Imbwa shibili shile yangala pamumana,Shonse shibili shi na amasako Aya fiita pamubili,Imo imbwa ilefumina kumbali ya cimana elyo imbi nayo ile yabuka pacimana,Pamo ishimbwa shile pala kushileyangala elyo pambi napo kwati shelelwa ,Cipalile ishimbwa shi yangala pashita ya cungulo palya ninshibakasuba nakawa
11547,Umuntu alesamba pakashina ka menshi,Naibila umwibya cilya alelungama panshi iya cishiba,"Umutwe, amaboko nafyonse fyonse nafibila amolufye ayashele ale lebela panse ya amenshi",Nafwala akaputula aka makumbi makumbi aka papatila kumubiliwakwe,Umushishi wakwe kumutwe uli uwafiita kabili ilemoneka nangula naibila mumenshi
11548,Kakula wafikulwa ale bomba,Nafwala imingala yaba kakula iyafitulukila iya amakumbi makumbi,Pamo alemoneka nga ulya ulungisha imipaipi yamenshi nangula pulamba,Pambi napo alemoneka nga kawamya wamisebo nangula kapyanga,Apantu alebombela pali icilindi elyo nainaminamo eicho umutwe wakwe taulemoneka pamenso iyo
11549,Nakulubantu naikala nabana babili muchipuna,Alebabelengela icitabo elyo nabo balekutika,Nakalimo ninshimi alebabelengela,Cipalile nishita yakulalilapo eicho balebalalikisha ukupitila mutushimi,Chilepala uyumwana afwele Ica makumbi makumbi naikatwa na utuli kale nakale
11550,Abana babili abakashana bale yangala,Baleyangalila pa busanshi mumulutule wakulalamo,Baletemfwa pali mateleshi elyo baletoloka,Kamo aka kashana akafwele ilaya ilyafiita nakatolokela mumulu elyo nakapeta namakufi,Nakuba ukwangala kwamusango uyu Kuti kwaleta ubusanso kuli Aba abana
11551,umulumendo ali palibemba nafula na ishati,naikata nakunshimbi shakubwato,amenshi nayasabukila namumulu,kabili kulya bushilya kuli ifikulwa,namenshi nayasabuka kumbali yabwato
