IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
6992,Umukashana aleya aleenda pamusebo,Kwena uyu muntu ali uwacimeko nganshi,Apantu alepita pali bashitaata abo abekeloko nabafwala ishati ilya katapa katapa,"Afwele icitambala kumutwe, akashati kabula amaboko akamutuntula elyo na itoloshi ilya makumbi makumbi","Nakwata amasikiyo mumatwi, ubulungu pakuboko elyo ico mwipi afwele insapato ishitali cilya aleenda kumekakumeka"
6993,Kakopa wafikope naimanina alekopa,Naikata kamela yakwe na amaboko yakwe yonse yabili,Aletonta kamelayakwe pacintu cintu alelwisha ukukopa bwinobwino,Afwele ilaya lyamaboko ayepi ilya fiita kukuboko kumo kuli icapala ikoloko elyo kukuboko kumbi kuli ubulungu nama bango ,Kamela yakwe naimusimba pamenso eico icinso cakwe tacilemoneka iyo
6994,Abakashana babili bali mumbali yamusebo,Umunakontama elyo umo naimanina,Uyo akonteme aletolapo fimo elyo uyo emanine naikata icipepala muntu bale posa,Bonse babili nabafwala ifyapempo kumulu ifya mitoi mitoi,Balepala kuti baba niibaka sukulu abo balebombapo umulimo umo
6995,Utubwa tubili tuleyangala ,Tonse tuli utwa buuta nautumenso na utumyona utunono utwa fiita,Kamo kali naumushipi uwakashika elyo kambi uwa fiita mumu koshi,"Ututubwa tuleceena, kamo nakemya ukulu kalelwisha akabiye",Awe tonse tuleya tulebutuka cilya tuleyangala mulubansa
6996,Namayo aleteya ubwangalo mucibansa icikalamba,ubwangalo aleteya bwakuposapo cintu nangula akamusango kamo,Pakuposa kubofya amaka elyo kanshi acibala atoloka elyo aposa,"Afwele akasote, akashati akabuuta, insapato shabuuta elyo naitoloshi elyo lipalene na kasote",Apantu bale teyela pali apasuma bwinobwino naifyani elyo mwisamba lyafimuti muli abantu abo abaletamba
6997,umulumendo ali mumulu pali ka skate board,Aleteya na ukwangala ubwangalo bwakutoloka pakapampa ka skate board,"Nafwala akasote, ishati ilya buuta na itoloshi ilya bulauni",Cilya alimumulu ukuboko kumo nakwikatilila ka skate board elyo kumbi naimya mumulu,Kunuma yapantu aletolokela kuli imyotoka shintu ba paking'ine
6998,Basitata babili bale shimika,Bonse bali panceende yamakule, Nibakanye kanye bamakule eico batoshanya cilya bali pamilimo,Nabafwala ifisote ifyabuuta elyo naba shintalila pali mashini cilya baleshimika,Panceende bali pali ifinkolo nkolo ifyalekana lekana fintu balebomfya muma kule
6999,Bakemba wanyimbo babili baleimba,Bali umukashana na umulumendo,Bonse babili nabakwata ama microphone muntu balimbila,Umukashan nakwata microphone muminwe lelo umulumendo ena ekete banjo intu aletongola,Umukashana afwele akashati kamaboko ayepi  na itoloshi ilya buuta elyo shitata afwele fyonse ifyafiita nakashati akabuta mukati
7000,Kanyekanye anina impili alelwisha ukunina ulupili,Naikata ababokoyakwe yonse yabili kulupili elyo amakasa yakwe nayou nanyanta apakwebati tekuti apone iyo,"Afwele ishati ilya kashika, itiloshi lyakaki elyo naisapato sha fiita",Kwena ulupili alenina telutali saana eico napanshi pantu afumine palemoneka,Panuma yakwe nakwata akacola akafita ako kasamine pamusana wakwe
7001,umumwana ali nomuntu uulemonekakofye amaboko yeka-yeka,umwana nafwala nechampepo ichelangi lyamutuntula-mutuntula,amboko yalemoneka kwati yamukashana nafwala nenkoloko kukubuko kwakukuso,umwana naikata nokuboko kwa kwanamayo chilemoneka kwati alefwaya ukumusuma,umwana mumutwe wakwe mulifye utumishishi utunono
7002,shikulu bantu aleenda mumusebo pakati kafikulwa ifingi,naikata naka chola kukuboko kwakuso,shikulu bantu nafwala ne jacket ilitali nganshi ilyafita,nafwala nechisote chelangi lyafitulukila,kabili alemonekafye eka mumusebo
7003,abalumendo babili balepanga ifyakupanga panga mumuoutule,umo umulumendo naimininako elyo umbi naikalakoalepima ifyakupima-pima,mumuputule namwaka nelaiti,panshi pali ifintu ifyo balepanga ifilemoneka kwati mipando,umulumendo umo nafwala nensapato shafita
7004,umukashana aleenda mukachokololo eka,nafwala nakapula elyo namakapa kumakasa,panshi yatufyani pali namalaiti nokwaka nayaka,chilemoneka kwati nimushita yachungulo bushiku,umukashana nalolesha namumulu
7005,shikulu bantu naiminina aleposha umulumendo,umulumendo nafwala nechisote kumutwe ichafita,shikulu bantu natakinga namukaputula nafwala namagalashi mumenso,bonse bali muchibansa chabwangalo bwitwa basketball,kulya lubali kuli nabantu bekeleko baletamba
7006,abaiche bane nabekala mumuputule baleteya injuka,pali abakashana babili elyo nabalumendo babili,umukashana umo nashintilisha nokuboko kukamupando,mumuputule mulemoneka imipando shingi nganshi,kabili kulemoneka kwati nimunshita yachungulu
7007,abantu batatu Bali mumuputule wakwipikilamo,pali banamayo babili elyo nomulumendo umo,namayo umo naikalako alelya na umukate petebulo,umbi namayo aleitulwila amenshi muli kapu,mumuputule mulemoneka nefinkolonkolo ifyalekanalekana
7008,bashitata babili bali pabukwebo baleshitisha ifyakulya,pantu baleshitishisha pali namulamba wamenshi,"ifintu baleshitisha pali anyense, tomato, impili-pili elyo nafimbipo",kunuma yabo kuli ichikulwa nechibi nachisuka,pamulu yabalumendo pali nemyamfuli shibili ishikalamba
7009,shitata ali nakamwaiche naimya nechikunkubiti muminwe,shitata nafwala nechisote chafitulukila ,kabili chilemoneka kwati bali mubwato pamenshi,mubwato muli nefinkolonkolo ifyalekana-lekana,umaiche nafwala nechakuifimba kumutwe
7010,chinkupiti wabantu nalongana pamaliketi,pali abantu balekena-lekana banamayo elyo naba shitata,bambi abantu bali mukati yafikulwa emo bekele,pantanshi yabanamayo babili pali nakapampa apalembelwe ifilembo,kabili abantu bali pakati kafikulwa ifitali
7011,abalumendo balechimfyanya ubwangalo bwapamenshi,shitata umo naimininako pakabulalo aletamba,abalumendo babili balipantanshi nabekata nenkafi ishikulu,pabulalo pali nechipampa ichikalamba apalembwa ifilembo,pamumana pali amenshi ayengi nganshi
7012,umukashana naimininako naikumbata namaboko,nakobeka nakachola akelangi lya katapa-katapa pakubeya kwakukuso,nafwala na skirt yelangi lyabuta,napikintikanya nokulu kwakukuso,kabili nakwata nemishishi ishafita ishitali
7013,namayo aleenda pabulalo naimya nomwana mumaboko,namayo nafwala nendeleshi iitali iyakashikila ,kabili umwana nafwala indelshi iyabutulukila,ubulalo bulemoneka kwati bwakale sana namatafwali yalifita kumulandu walimbwe-limwe,amenshi naumulu filemoneka chimo chine
7014,umwana balemunwisha amenshi muli kapu yetambula,kabili umwana tafwele nefyakufwala,kulemoneka ukuboko kwati kwamukasha ukulenwisha umwana ,paka tebulo pali ifintu ifyalekana-lekana ifingi,umwana nafwala nesikiyo kukutwi kwakukuso
7015,umulumendo ali muli mabwe-makasa,napaapa nakachola munuma,naikata notushimbi tubili kuminwe konse kubili,kuntanshi yamulumendo kuli abantu nabambi,ifimuti filemoneka fyabutulukila kumulandu wamabwe-makasa
7016,namayo na shitata baleshana amasha nabaikata nakumaboko,namayo nafwala indeleshi iyakatapa-katapa iitali ,shitata nao nafwala ijaketi ilitali,namayo namwentula noku mwentula,kunuma kuli abantu baletota nokutota
7017,umulumendo nakontama alelungisha ishitima,pamulu weshitima pali nefilembo ifikulu fikulu,panshi yeshitima pali notumabwe utunono-tunono utwingi,ishitima lilemoneka iyafitulukila,nalikwata notumawilo utunono-tunono
7018,pamenshi pali umuntu uulesamba,lelo teshibikwe ngamwanakashi  nangula mwaume,amenshi yalemoneka aya makumbi-makumbi,kabili umuntu alifye eka pamenshi,pamenshi palemoneka notuntu utwapala intanda
7019,umwaiche aleangala pamenshi,tafwele neshati namenshi nayamusabukila kumutwe,pantanshi pali notufyani utunono-tunono utwingi,pantu umwaiche ekele pali isalu,kunuma kuli nefikulwa fyabuta
7020,imbwa ilebutuka naifumya nolulimi kunse,amolu yatatu yali mumulu elyo kumo ekunyantile panshi,naikwata nomuchila uutali,naimya namatwi mumulu,ili mutufyani nakunuma kuli ifimuti ifikulu
7021,Abatemikwa babili baletoloka umusebo nabakubatana namaboko,bonse babili nabemya ama plastic kuminwe,kunuma yabo kuli ichikulwa ichikalamba ngashi,kuli nashikulunabtu uleenda kunuma yabo nabika namaboko yakwe muchampepo,"abatemikwa babili na bafwala ifyampepo,chilemoneka nishita yamulupepo"
7022,abantu batatu bali mumuputule wakubombelamo,mumuputule mulifye intabo na ama wire yamalihiti,bonse batatu nabafwala ifisote kumutwe ifya kuichigilila kubusanso,balili bali aba abantu tabalemoneka,"amolu, elyo na ifisote afilemoneka kofye"
7023,abantu nabemanina palukonto apo balelosha pali chimachine,"pali aba abantu pali banamayo babili, bashitata babili elyo na umwana umo",shikulubantu na nakulubatu elyo na umwana balemoneka kwati lupwa lumo,kunuma yakwa nakulubantu afwele ichampepo cha mulopa mulopa kuli abantu nabambi,nakulubanvu ali mu champepo chamulopa mulopa ali kwati aklangilila nagula kafundisha wa chimachine
7024,banamayo nabekala mumuputule wakubombelamo,babili nabemanina elyo abahala nabekala pa tupuna,pamatebulo yabo ponse pali ifintu ifyalekana lekana,nakulubantu afwele itoloshi lya fifa na shati lyamilini milini ali kwati nikafundisha wabo,kuchibumba kuli ama pepala ayo  bakambatike apali amalembo aya lekana lekana
7025,nakulubantu naikala panshi nafibana na ubulangeti,ubulangeti nabusamika pamulu wa imfuti fibili,nafwala na ichisote kumutwe ichikwete amaluba yakshika,amaluba yali kuchisote nayapala na ishati lintu bafwele,mukati wachisote muli umushishi utali uyo balukile ifikuti fibili
7026,umwana umwanakashi aleshana amasha ayo beta muchisungu ati bale,natoloka mumulu elyo napamtula amolu yakwe yonse yabili,nafwala nakaputula kakashika ako aleshaninamo,aya amasha yalemoneka yabakshana pantu aba fulilemo banakashi,bonse abana nabemanina balelosha fintu umunabo aleshana
7027,umwana aleyangalila mumenshi ,bashikulubantu nabekwita amaboko mukweba ati epona ,nafwala aka shati kabula amaboko elyo nakaputula ,bonse fikwete ilangi lyamulopa mulopa elyo na utusap ,ubwana ali uwasaana kabili namwentula
7028,umwana nasendama  pabulalo ,nakubatila akalubi ako asendeme nako,Ali uwakupama nelyo asendeme,akalubi akakwe Kali aka kashikila elyo nakafwala akaputula kama ntoni notni na kasote,umwana ena nafwla ishato lya buta mukati yachibemuda icha makumbi-makumbi na insokoshi shabuta 
7029,abana bali mumuputule wakusambililamo ,bonse nabekala patupuna elyo balekutika,pa kafundisha basana bali kutanshi ya bana,Pali bakafundisha pali banamayo babili elyo na bashitata babili,abana bonse bekele mubali yachibumba
7030,abalumendo na bakashana bali mukuchifyana kwa mulibilo lwa muasaka,Pali panchende palifye ifyana eyo na ifimuti ,pakubutuka bale toloka na umubili wonse,umo pali aba auletugilila ulubilo,kunuma yabo kuli na ifi mbaya mbaya ifyo ifiminine munshi yafimuti
7031,Shitaata umo ifi naikala pakapuna balemubeya imwemfu,Ali naimwemfu ishaisula na imfwi cilya balemubeya kumulumendo,Mumuputule balemubeyelamo muli nga mumuputule wamasambililo,Eicho muli abantu abengi abakolongene ukwisa mukumona fintu bale mubeya,Abangi mwibuumba bafwele ifya palana ngaba unifomu elyo mumikoshi nabakobeka utwakubeshibilako pamo nga ama ID
7032,Umwana umunono alyengala mulubansa,Pantu aleyangalila pafulilefye inshimbi shintu ba nshimpa panshi,Ifi ifishimbi fili ifya katapakatapa elyo ifikulu,Uyu mwana alelwisha ukunina na ukulatantala panshimbi ishi,Ico afutatile kulya lubali icinso cakwe tacilemoneka iyo
7033,Shitata naimanina mucikulwa icikalamba,Naikata ukuboko kumo mumusana cilya alelolesha ubutali bwanshimbi shili mucikulwa,Icicikulwa cili icanshimbi nama kalashi elyo futi munshi muliko na icimuti cintu babyala,Uyu shitaata afwele akampepo aka fiita elyo na itoloshi ilya nsalu ya Jeans,Kuli shitaata uwimanine mwikona umo mufitile elyo ico afwele ifyafiita awe talemonekela saana iyo
7034,Shitaata alepita petuka pantu bashitisha ifyakulya,Awe alina icimpwena kanshi amenso yankwe yatontelefye pafyakulya fintu batantike pacibeseni,Ukwabula na ukutwishika uyu tata ali naulunkumbwa lwafyakulya fintu amwene,Uyu Taata alina ipala pakati kamutwe elyo na papa akachola kantu ekete na ukuboko kumo,Afwele icampepo ica buuta na itoloshi lya nsalu ya Jeans lelo ukubokwakwe nafona mu chola
7035,Bandokota babili nabemanina mumuputule wacipatala,Mupepi napantu bemanine palicimashini icapala kwati citunshitunshi,Umo ndokota mwaume elyo umbi nao mwanakashi,Bonse babili bafwele amakoti aya maboko ayepi aya makumbimakumbi,Kabili bonse babili nabfwala akantu pamutwe elyo nabaifimbilikisha napamyona nakanwa
7036,Bakalisha wafilimba baleya balelisha pamusebo cilya baleenda,Pali aba balelisha palifye bashitaata lelo banamayo nabana balekonka munuma baletamba,Bambi baleputa imitolilo kukanwa elyo bambi nabo balelisha in'goma,Uyo tata alelisha ing'oma abalile akakila pacipeya cakwe elyo yasama pambali yefumo lyakwe cilya alelisha,Ababashi tata balelisha ifilimba nabafwala amashati aya mitoimitoi
7037,Imbwa shilecilikana ulubilo,Alabali shisambilisha ifyakucilikana ulubilo kwatifye bantu,Imo imbwa ilina amasako aya kaki elyo imbi nayo ayafiita,Iyo ili na ilangi lya kaki nabaifwika na insalu iya mutuntula palembelwe ipendwa ya mutanda,Imbwa iya fiita nayo nabaifwika insalu iya katapakatapa elyo shonse naba shikakila kukanwa
7038,Umukashana naimanina mumuputule umo ifi unono,Alecencentapo fimo muli ka pesi kakwe kantu alemene muminwe,Kunuma yakwe kuli kabati umo muliamabotolo na utunkolonkolo utwalekana lekana,Uyu umukashana alemonekafye uwacimeko elyo afwele akashati akabuuta abikapo na ka chain kamu mukoshi elyo nakakosa  pakuboko,Pamo umuputule uyu ulemoneka kwati wakwipikilamo pambi napo kwati wakulalamo bakasukulu unono
7039,Utubwa tubili natwimya icimuti kukanwa,Tonse tubili tuli utwa fiita elyo twimanine pakati ka maluba na ifyani,Icimuti twimishe icili icauma elyo natusumamo ameno pakwimya,Akabwa kamo kalemonekapo akakalamba pakabiye ako akalipo akafitisha,Akabwa akakalamba nabakafwika insalu iya makumbi makumbi mumukoshi elyo akanonopo iyakashika
7040,Namayo naikala kumbali yacimana aleloba isabi,Nakwata indobo muminweiyo intu aposele pacimana,ali wakontama mumikalile yakwe mukukonkelela indobo intu aposele pacimana,Uyu namayo afwele ofoloshi nangu imwingila untu abantu bafwala ngabali pamilimo,Kanshi tacishibikwe bwinobwino ngacakwebati lisabi aleloba nangula alewamya pacimana na utusolobelo tuntu alinato muminwe
