IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
5467,umwana umwaice aleyangala kuncende ukuli ifimabwe ifikalamba,"eya mune, nafwala necampepo ca buuta elyo nomushishi uutali",eya mune cacine wasosa elyo afwele na itoloshi ilya makumbi-makumbi,bushe mune umwana tapone pamabwe apa aleyangala?,mune ipepo lyandi lyakuti taponene pantu kuti ayikula ameeno panshi elo tekuti ciwame
5468,bakateya wamupila  baleteya umupila mucibansa ca mupila bamo bafwele ifya mutuntula elyo bambi ifyabuta,umo kateya wamupila uufwele ifyamutuntula mutuntula napona panshi,eya mune cacine ico tabamunyantile bwino eicho naimya namaboko mumulu elo nalila na umusowa,"mucibansa tamuli abantu abengi, mulifye abantu abanono abale tamba uyu wine mupila",eya mune uyu umupila taulemoneka kwati na uwama uwakutambwa kuli cinkupiti wabantu
5469,Namayo umusungu na umushishi wakashika namagalashi yafita aleenda ubushiku mumusebo,ico mune cacine elyo alemoneka uwacilumba saana,eya mune Nafwala nechampepo ichafita nabika namaboko mumatumba yacampepo.,eya mune ifyo wasosa cacine elyo nafwala nakakashika mumukoshi,"elyo nangu alemoneka uwacilumba temusuma nangula panoono ""cacine ubusuma bwababi fimeko"""
5470,Ibumba lyabaice lileangala mumenshi pamusebo elyo amenshi yalefuma mucikulwa.,Umwaume uufyele ishati lya buta naiminina napeta namaboko,elyo kwishilya kuli umulumendo nafawala nakasote  kakashika alepita mumbali,mune apopena wamona elyo abantu beene aba tabomfwa impepo mumenshi umu bali?,awe mune cili kwati ninshita yalusuba elyo Kumbali yamusebo kuli icikulwa icikulu nefimuti ifitali pantashi. 
5471,Namayo umusungu uwayemba  aleimba ulwimbo alelisha na banjo. ,"cacine mune, nakwata neminwe shakashika bwino",umushishi wakwa uyu wine namayo waba uwapombana,nafwala nendeleshi ilisuma nganshi ,Umukashana nafwala na imbala minwe kutukondo tubili kuminwe konse kubili 
5472,"Bashitata  bali muchibansa baleteya umupila witwa ""baseball""",Eya mune elyo uufwele ifya buta nefya kashika kashika nasunsumana ,elyo mune mucibansa baleteyela nacitaka kuli abantu abengi abeshile mukutamba uyu wine umupila,"nimbona mune, cilepala kwati abantu baliutemwa uyu mupila efyo kubele cinkupiti wabantu",Abantu bambi mwibumba mucibansa nabeminina balelumba umupila  bambi nabo nabekala elyo icibansa kumo kuli iloba elyo kumo kuli ulunkoto lwa katapa-katapa
5473,Bashitata babili bali mucilindi icakufonkola,"bonse babili abalumendo nabafwala utusote, elyo umo eminefye naikata namumusana",Umo shitata naimya  shofolo mumulu alewamya Mumbali yacilindi.,bushe mune cinshi icicine baleimba?,"mune nshishibe ico baleimba aba,Shitata uwimishe shofolo afwele akaputula akapimpinya na ishati lya mutuntula elyo tafwele na insapato"
5474,Abantu batatu bali pancinga balecofa ,Kuntanshi ya bantu abale cofa incinga kuli ncinga ishingi musebo ,kukuso kubaleensha incinga kuli ifikulwa ifingi ifisuma elyo ifimbaya-mbaya nafiminana mumbali.,kukulyo kuli na ulunkoto ulwayemba ,elyo iyi incende balaisunga ubusaka saana pamofye na ulunkoto
5475,Imbwa ilebutuka ilefwaya ukuciluka umusebo.,imbwa ine iyi yalikwata amalangi yatatu mune,pamalangi yene aya yatatu muli iyabuuta elyo neyafiita,imbwa nabaikulikila intambo mumukoshi,Imbwa uko iletolekela kuli ulunkoto ulwayemba
5476,Umuntu nafwala akauputula ali  palupili aleenda eka.,Uyu umuntu afwele icampepo ica kashika na ifishilwa ifya fita ,Uyu umuntu nafwala nakaputula akabuta namataki ayabuta,Aleenda pa lunkoto lwa katapa katapa nalolesha neko aleya,kumulu kulemoneka makumbi makumbi 
5477,"umulumendo alecita ifyo beta ati ""snow boarding"" mucingeleshi",umulumendo nafwala nefya kufwala fyamakumbi makumbi,"eya mune, bushe filya emine mumulu teti apone?","awe mune,  teti cibe ifyo pantu alemoneka uwakanshiwa",Ifimuti ifiingi filemoneka akatalamukila
5478,umulumendo umwaice alemoneka uwatekanya alelisha eco beta ati violin,eya mune nafwala namagalashi elyo ali nomushishi wabuta,kunuma ya mulumendo kuli umuntu uufwele icafita nalosha necanuma kumulumendo,elyo kuli iyi ine icende mune kuli namaluba yakatapa-katapa,uyu wine umulumendo alelisha nafwala icampepo icafita nacikwata nensalu iyabuta mukati yacisote.
5479,"Bashitata abali cisano balebelenga mu fitabo fya nyimbo elyo balelisha ifitwa ati ""brass""",elyo bonse bashitata abalelisha ififine bafwele ifyakufwala ifyabuta,elyo muli uyu wine umuputule balelilishamo muli abantu abaletamba,bonse abeletamba bali abafuka elyo abamutembo nabaposako amaano kufyo balelisha,mu muputule bali muli umwafita elyomubutilefye apapene apeminine abalelisha
5480,umukashana umusungu alesunka incinga nakobekako nefipe fyakwe kuntanshi.,kunuma yakwe kuli na icibumba ca buuta elyo na bakobaikako na ifintu ifyalekana-lekana,elyo kuntanshi yakwa uyu wine umukashana kuli namayo naumbi uuli pantanshi yakwe,eya mune elyo kunuma yakwe nako kuli banamayo babili abalelanshyanya elyo umu namayo uufwele icampepo icakashika namwentula,"eya mune cacine ico wasosa,panshi pali na akapuna kabuta elyo na ifikope bakambatike "
5481,umulumendo umusungu naikala alelisha ing'oma elyo nafwala namagalashi yafita,eya mune ukumonafye efyo ekele  wasshiba nokwishiba ati alikanshiwa mukulisha,Uyu wine umulumendo nafwala nefyakumfwilako kumatwi naimya nakamuti kakulisishako,"Kumbali ya filimba filelisha umulumendo kuli netebulo nensalu ya bulauni, pamulu pali na intambo",ing'oma shilelisha uyu umulumendo shili shitatu elyo nakacela kamo
5482,akanama akanoono nakeminina pambali ya musebo  mufyani elyo nakemya na umutwe mumulu,eya mune kali kwati pali efyo kamwene nagula efyokomfwile,elyo mune na umona ifyo Ifyani ifyayemba elyo ifya katapa katapa. ,cacine ico mune elyo umu mwine mufyani muliko na utumaluba utwa mutuntula,Elyo aka kene akanama kali na umucila uukalamaba elyo uwamafufu napo nga kanamanshi
5483,Namayo naikala pakapuna nasumaminkanya nemilomo alelisha mandolin. ,Namayo nafwala ilaya ilya buta ilya malesi lesi,Akapuna ekelepo namayo kantu kafita,"Namayo talemoneke uwa sansamuka, kunnuma yakwe kuli icibumba cama buloko ayakulu yakulu",Namayo nakaka umushishi kunuma nafwala nama skiyo ayatali ayabuta kumatwi.
5484,cinkupiti wabantu aleenda mumusebo. ,Paliili ibumba kuntanshi kuli abaume babili na umwanakashi pakati,Umulumendo ali kuntanshi kukulyo nafwala ishati ilya fita netoloshi ilyafitulukila.,Kunnuma ya mulumendo abikile ukuboko kukutwi kuli ibumba lya bantu nabeminina pa mwinshi wacikulwa,mumbali yamusebo muli ifikulwa ifitali ifikalamba saana cimbi icikulwa cili kukuso nabeminika nencinga mumbali 
5485,"Abantu pabula ikumi na fibili baletolekela mumulonga wamenshi, balemoneka nga abalecimfyanya",bushe mune abo beminine kumbali abafwele ifyapalana nibani?,balemoneka kwati nibakakansha wabalecilikana nangula abakumona ifilecitika,Pannuma yabale tolokela mumenshi pali abantu abeminine na babika nama boko kunnuma elyo nabantu abengi abaletamba,Bonse abaletolekela mu mumulonga wamenshi nabafwala utwakusambilamo utwaikata kumubili elyo amenshi yale moneka aya makumbi makumbi.
5486,Ibumba lyabantu nalilongana naba shunguluka itebulo,Aba abantu abakolongene nabasha nama kendulo bushe pali efyo balesefya mune?,Ee mune balemoneka pali efyo balesefya elyo balemoneka abansansa,Umukashana ekele kuntanshi ekete ama kendulo yabili pakabale ka buuta,"Bonse abantu nabemina kwati balekopwa icikope, cilamuntu naimya ukuboko napeta notukondo twamumbali elyo tutatu utwapakati natwima."
5487,Akamwama nakasendama mutumipila nakalosha mumulu kalemwentula nokumwentula.,mune akamwana aka kaba notumeno utwabuuta elyo utusuma,cacine ico wasosa mune elyo kalemoneka kamwana kansansa,"cawama nobe naumona ati kansansa, nakemya namaboko mumulu",eya  elyo kafwele na ishati lyabuta elyo akamupila kamo nakafimba pelinso limo
5488,"Bashitata babili baleenda pafyani, shitata uuli kuntashi alyonda elyo uuli kunuma alina.","Abalumendo babili nabekala pa fyani, bonse babili nabakwata nama galashi, umo na fwala elyo umo nabika pa mutwe","kunuma yabantu abaleenda kuli Ibumba lyabantu, bambi nabekala palunkoto elyo bambi nabeminina.","Pali ili ibumba pali bana mayo batatu, umo nakontama aleyashika ubulangeti bwa makumbi makumbi","Abalumendo abaleenda nabafwala amashati yafita, shitata ali kuntanshi nakobeka nakachola kukuboko, kunuma yabo kuli umulumendo uwikele palunkoto nafwala neshati ilya buta netoloshi lyamakumbi makumbi.  "
5489,Mucikulwa muli Ibumba lyabantu abengi bambi bali pamulu elyo bambi bali panshi.,Umuntu na fwala  icilesekesha abantu ecilengele  balemupweneka,Pabantu abali panshi pali namayo uukwete umushishi uwipi nabika namagalashi mumutwe nafwala na ishati ilyakashika,"bana mayo abalipanshi naba kobeka utu fyola, bonse bali nama galashi bamo naba fwala babili nababika mumutwe","Pali ili ibumba panshi pali banamayo  bane abali kuntashi, namayo umo akwete akacola kafita,namayo umbi kunuma afwele ishati ilya katapa katapa nankwe nakobeka akacola nakapita napamala."
5490,Umulumendo uwafita naiminina alelisha ipenga naisala namenso,eya mune elyo kuli na umusungu uwikele nafwala ama galashi na kasote akafita alelisha banjo,umulumendo uulelisha ipenga afwele ishati ilyabuta mwapita notwa mutuntula mumbali yamaboko namumukoshi .,"Akatalamukila kuli abantu babili, umukashana aba na  umushishi uutali, nafwala na icampepo ne toloshi",Kunuma yabo  kuli amaluba ayalemoneka aya katapa katapa ayayemba 
5491,Umulumendo alecofa incinga mumpanga nafwala nefyakuicingilila,"Elyo mune alecofela mumabwe emuli nshila, bushe tapone?","Awe mune, cilepala kwati alibelela ukucofa mumabwe kabili alikanshiwa",awe nomutima waikala ifyo wasosa,Mumpanga muli ifyani ifingi ifyakatapa katapa nefimuti ifitali elyo ifiingi
5492,Umukashana  aleangala ubwangalo bwa bowling ubushiku.,elyo ali mumuputule umwafita elyo umwabusaka,umukashana alikwata umushishi uutali uwafita elyo nafwala  neshati ilya katapa katapa ilyamaboko ayepi netoloshi ilya makumbi makumbi.,"Umukashana naimya ici mupila ica kashika, kuntanshi yakwe kuli ama botolo ya tantama ayabuta notushilwa twakashika",cilepala kwati ubu ubwangalo bwakuponya yalya amabotolo ayatanteme
5493,Umukashana naiminina nashintilisha nakucibumba ,Umukashana aletinika lamya eminine mu citesheni ce  shitima,Kumbali yamukashana kuli  icakuposamo ifisoso icikuku icafita,Icibumba ciminineko umukashana cintu cabuta namalembo ayafita ,"Panshi ya yacikulwa pali utupunda tutatu umulefumina ulubuto, elyo panshi napapita icimupaipi icikulu "
5494,umukashana na umushishi wasompa pakati kamutwe nolupala mumbali naiminina naimya ukuboko pali ico alesonta namwentula nokumwentula.,"Umulumendo eminine na umukashana tafwele ishati nalikobekafye mumukoshi, ",elyo umukashana uuli kukulyo kwakumukashana wamushishi wasompa akwete umushishi uwafita uwapombana ,Akatalamukila kuci kulwa kuli umwaume uufwele ifyakufwala  ifyafita naiminina kumbali ya cikulwa aletinika lamya,kunuma ya aba bantu kuli icikulwa nabasha namalampi elyo akatalamukila kuli icikulwa icikalamba icabuta. 
5495,Shitata aleshita ifyakulya pakali shitolo.,elyo pali akakene akalishitolo palemoneka abantu abali cine,Shitata uuleshita natambulula ukuboko nakubika pamulu wengalashi ililecinga umuli ifyakulya elyo nafwala na ishati ilyabuta ,"muli aka kene akali shitolo muli ifibeseni fibili ifikalamba emuli  fyakulya, namwaka ne ilampi","Shitata umo  alemomekelafye icamutwe kumbali, afwele akasote"
5496,Abantu babili balecofa incinaga mumusebo mucungulo.,"elyo  bale cofa incinga akasuba kaleya kaleingila, kalemoneka akakashika",Mumulu muli intambo shamalaiti shitatu ishifumine kuci mulando icibelele ukulewila akasuba ,Mumbali ya musebo muli icaani ca katapa katapa ,Kukuso yamusebo kulemoneka icimuti namabula ayakatapa katapa.
5497,Shitata uufwele ifyakubombelamo naiminina pantanshi yacikulwa cilemoneka alepituluka muncito iyo bacilabomba.,"Kuntanshi ya fikulwa kuli utushimbi twa mutuntula mutuntula, pamo pamwinshi peshitolo pali utupuna utuli fine utwa buta",Pantanshi yacikulwa pali ifimuti fibili ifikwete amabula aya katapa katapa.,Shitata alepitulukamo  umo bacilabomba na fwala nacikampompo icabuta kumutwe ,Icikulwa nacikwata amagalashi pamwinshi elyo nabayapukuta ubusaka sana
5498,Akamwaice akaume nakeminina pamulu wacimpelwa nakekatilila nakutushimbi utuli mumbali.,Umwana eminine paci mpelwa nensapato elyo nalolesha nakumbali,aka mwaice nakafwala neshati lya buuta mukati elyo kaba nomushishi uwalalilila ,Kunuma yakamwaice kuli ici shelelemuko ica makumbi makumbi  ne fyani fya katapa katapa ,Pabulansa pali ulunkoto ulwa katapa-katapa pakati elyo mumbali muli ifyani ifyauma. kunuma kuli ifimuti ifingi 
5499,umusungu Umukashana naiminina pantashi yacikulwa naikata namumusana,imbwa iya fita nailala pamakasa yamukashana,Palubansa pabafye amaloba ayengi ,icikulwa capangwa namalata yeka yeka,umukashana alemoneka kwati alitemwa ukukopwa elyo alitemwa nembwa
5500,Shitata nanamayo balefumya ndalama ,"pali fimo efyo shitata alelondolwela na namayo, na mayo naiminina alekutika.",Namayo nakwata umushishi uwipi nafwala na kaputula elyo aba namumolu umwapololoka,bushe mune bonse balefumya nangula ni shitatafye eka?,"awe mune ni shitatafye eka eulefumya ndalama, namayo emininekofye alelolela shitata"
5501,Shitata na nanamayo nabekala mucipi cipi nabapalamana balemoneka abansansa,"Shitata nalolesha na mayo, nao na mayo nasekelela",Namayo akwete umushishi uwipi uwa kaki  nafwala neshati ilya kashika na ubulungu ubwabuta mumukoshi. ,"Shitata afwele ishati lya buuta mukati, elyo na ishati lya  makumbi makumbi kunse",Kunuma yakwashitata kuli nanamayo uufwele insalu iyakashika iilemoneka ngeshati ilifwele namayo
5502,Akabwa akamasako ayengi kaleangala palunkoto.,Palunkoto pali ipulanga ilya mutuntula mutuntula na utushimbi utwabuta,Ulunkoto lulemoneka bwino ulwa katapa katapa.,"Akabwa kakwete amasako aya butulukila kumucila naku molu, elyo panuma pali aya bulauni",Akabwa kalemonekelafye icanuma umutwe taulemoneka. 
5503,Abakashana babili abafishi baleenda mumusebo elyo bonse babili nabafwala amatoloshi nama galashi yafita,"Abakashana bonse babili nabemya ifyola elyo umo umukashana nabika ukuboko kukutwi, kumbi ukuboko naikata icitabo",Umukashana uuli kukuso nafwala akashati akabuta  netoloshi ilyabuta ,Ukulefumina abakashana aba babili nabatantika ifya kulenga lenga ifya pusana pusana,Kukulyo mupepi nefyakulenga lenga ifili panse kuli ishitolo ilya insanpato elyo mulemoneka insapato isha lekana lekana
5504,Shitata naiminina pamusebo nafwala necampepo icafitulukila elyo nafwala necisote cakucampepo kumutwe,Pa musebo peminine shitata napeminina ifimbaya mbaya ifya pusana pusana,Shitata nakwata imyefu ishingi nabika nafwaka kukanwa.,Apeminine shitata pali ama shitolo ayengi elyo ifimbaya mbaya nafiminina mupepi namashitolo,Mupepi neshitolo lili kunuma yakwashitata kuli icimuti icikulu icikwete amabula aya katapa katapa. 
5505,Namayo naiminina aleputula umushishi wamulumendo,Na mayo aleputula umubiye umushishi namwentula,Kunuma yabo kulemoneka amaluba ayakatapa katapa.,"eya mune, elyo kunnuma ya maluba kuli ng'anda ",Namayo uwiminine nakaka umushishi kunuma nafwala neshati ilyafita ilikwete amalembo ayabuta pantanshi 
5506,Abaice abali cisano baleangalila muli  snow.,Abana baletobana umupila  waku panga na snow,Kumbali kuli ifipuna pali nafi snow pamulu elyo kuli nefimuti ifilemonekelafye kunshi. ,"Abana naba fwala ifya mpepo ifya tikama ifya kubacingilila ku mpepo, umo umwana naimya shofolo  iya katapa katapa ",Abaiche babili abali kukulyo nabafwala ifyampepo ifyafita namatoloshi ayafita. 
5507,Umulumendo alenina ulupili.,Umulumendo nakaka ntambo mumusana na mumolu alyo kwela ulupili,"eya mune, nakwata na umushishi uwipi uwaafita nafwala neshati ilya kashika netoloshi ilyafita ",Ulupili lulekwela umulumendo nalukwata ifi punda fipunda ifingi,umo mufilindi mune limbi emwakunyanta pakukwela
5508,Imbwa ilebutuka muchibansa nalimo ilepepeka umuntu.,Ukulefumina imbwa kuli akapanga kapanga akalemoneka kwati nimumpili notumuti utwingi utwa katapa katapa ,Ulunkoto apalebutukila imbwa kumbi lulemoneka ulwakatapa katapa elyo kumbi lulemoneka ulwauma.  ,"Imbwa ikwete ama langi yabili, iya bulauni neyabuuta,  pakubutuka naifumya no lulimi",Amolu yakuntashi ayambwa yali mumulu elyo ayakunuma yali pashi .
5509,Bakateya wamupila uwakumakasa babili balepikana umupila.kateya wamupila uubelele kukuso afwele ishati ilyabuta ,Mucibansa na mwisula abantu aba pusana pusana nabekala baletamba umupila waku makasa ,"eya mune, elyo umo kateya afwele ishati lyabuta ilyamaboko ayatali nakaputula akabuta akwete nomushishi wabuta. ","Mucibansa kumpela  kuli abantu abeminine, elyo umo kateya wamupila uufwele ifya buta aleendafye ",kateya wamupila uufwele ifyakashika kashika ena naimya momulu mulu kwati alefwaya ukupoka umupula wamubiye
5510,Imbwa ili mu mulonga wamenshi ilesamba,"Umulumendo naikala mu mulonga wamenshi, alesambilisha imbwa ukusamba",Umulumendo ekele pachintu elyo naingisha amolu mumenshi. ,Amenshi yalimo imbwa na umulumendo yalemoneka aya makumbi  makumbi,"Umulumendo alemonekelafye amolu nokuboko kwakukulyo, kumulu talemoneka. "
5511,Shitata alelisha ifilimba aleimba nokwimba..,Umulumendo uulelisha ifilimba ekele umwafita nayasha nakali lampi akanono ,Alelishaing'oma shaamalata nakwata notumuti tubili kuminye uto alelishishako,"Uyu umulumendo aleimba na fwala ama galashi,naikata notu muti twakulishishako ing'oma",Kumbali yakwashitata kuli necakwimbilamo 
5512,Umulumendo nomushishi uutali ale angala paco beta ati skate board. ,Umulumendo uuleangala pakali pulanga ali mucibansa icinoono icacingililwe notushimbi ,Umulumendo uyu afwele ishati ilyafita netoloshi ilyafita nakaka nakatambala akakashika mumutwe. ,"Kumbali yaka bansa kuli ama yanda aya kuminkana, yambi yali nama solokoto ayakalamba yambi ama solokoto ya nono ",Amayanda yakwete ilangi lya mutuntula kumulu elyo ilyabuta kunshi.
5513,Namayo namwentula ichakwebati namenso nayesalika.,Kunnuma yakwa namayo uusekele kuli abantu abengi lelo mupepi naena kuli shitata na namayo ,Namayo afwele ishati ilyafita nakobeka necampepo icabuta pakuboko. Akwete umushishi uwabuta nafwala nama galashi ayafita mumutwe. ,Umwanakashi ali kunuma yakwa shitata akwete umwefu  wabuta afwele ishati lya maboko aya tali ,Shitata uwiminine kumbali yakwanamayo afwele ishati ilyakatapa katapa necampepo ica makumbi makumbi nakwata nemyefu ishabuta kucilefulefu. 
5514,Namayo naimwa icilubi icapala imbwa nabifya nakukanwa alemoneka uwamwenso,Kunnuma yakwa namayo kuli ng'anda yakwata nsolokoto elyo panshi pali na banjo .,Kunuma yakwa namayo kuli amaluba ayengi ayakatapa katapa ,Namayo afwele ishati lya katapa katapa nakaka naka tambala mumutwe,Icilubi icimishe namayo cilemoneka icakatapa katapa nacikwata notwakashika panuma palemoneka na banjo
5515,Namayo naikata icakwimbilako kukuboko kwakukulyo  aleimba.,"Namayo uukwete ica kwimbilako na fwala ica fita, nefyakuikobaika mumukoshi nakumaboko",Uyu namayo uuleimba akwete umushishi uwabuta uulepala mufipeya. ,bushe mune aleimba nangula alelandafye?,ala mune ine kwena nacimona kwati aleimba lelo kwena nshishibe bwino
5516,Namayo naikala pafimabwe mumbali yamusebo elyo nalolesha nakumbali.  ,"Abaume na banakashi  nabeminika ifimbaya mbaya mu musebo baletusha, bambi nabeminina elyo bambi nabekala",Kumbali yamusebo kuli impanga iikulu elyo mumpanga ifimuti fimbi fyalyuma elyo fimbi nafikwata amabula ayakatapa katapa. ,"ifimbaya mbaya fiminine fili cisano, umwanakashi uufwele ica makumbi makumbi  alelolesha ukuli mpanga ",Namayo uwikele afwele icampepo ica kaaki neshati ilya katapa katapa mukati nafwala netoloshi ilya makumbi makumbi nakaka nemishishi kunuma. 
