IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
4220,Akamwana akalumendo akamusungu kaleangala,aleangasha  umupila wakwe uwa makumbi makumbi,"nomba alebomfya amaboko, cili kwati alefwaya ukulauposa ukucila ukuwupanta",cine mwasosa aleesha ukuoposa mu mulu ,elo ifingi afwele filemoneka ifya makumbi-makumbi
4221,Umusungu umulumendo nafwala imyemfu shaba kote necakufwala ica kashika,alemoneka uwa nsansa Sana pafyo alecita,cipalile kwati kuli efyo alesefya pantu nakwata ifintu ifingi saana nankwe,cacine chilemoneka euleangalila uku kusefya,"limbi alaya pelako bambi ifi fintu akwete nankwe ififulile umusango uyu, limbi alafoleshapo ulupwa lwakwe"
4222,Umukashana umusungu ali mubwato aleloba isabi,nafwala necha kumulesha ukunwena nga cakuti ubwato bwalibundile,nakwanisha noku lobako akalisabi kamo,natemwa sana ifi akwanishe ukuloba isabi,awe uyu umukashana natwemwa saana akasuba aka alobele isabi
4223,"Abantu bale endela pamo palya baleya kuncito, elo abengi balemoneka nalimo basungu, nshishibe fye nga te bonse ",kucifulo bali nakutalala sana kulemoneka imfula ya menshi makasa nailoka ,eco bafwalile ifyakufwala ifyakui cingilila ku mpepo ifya fita pamulu babikapo notwaku nchito utwa kashikila,cacine cilaanguka ukusanga umunabo nga aluba pantu nabafwala utwakubamwena apatali kukuichingilila ,"ee, utu tulangushako ukumona umunobe epo abelele palya mule bombela pamo"
4224,"Bashitata nabekala nefyo basombwele mubulimi bwabo, cilemoneka balefishitisha",ifyo baleshitisha nafilelema icine cine ,awe cine umulimo wali bendela bwino ku mabala uyu mwaka bashitata aba,balasango indalama ngabashitisha ifilimwa fyabo,"elo nefyo filemoneka ifyalelema bwino ngefi, nde cetekela fyonse fyalapwa mukushitishwa"
4225,Umukashana umusungu naikala alelolesha,alebebeta insalu ya calo cakwe,"elo akwete insalu shaku calo cakwe shibili, bushe taleshitishafye?",nalimo baleshitisha nangula alikumutebeto,nangula balesefya ubutungulushi mu calo ekala
4226,umulumendo umusungu aleangala nembwa shakwe shibili,baleangalila mu mfula ya menshi makasa kucifulo bekalila,"elo shonse imbwa shintu shakwata amasako ya fita, imo iletolokela neco ekete mukuboko umulumendo*",balofwana Sana ne mbwa shakwe shalimutemwa ,"icine cine balomfwana, kumonafye efyo bonse Bali nensansa pamo nembwa shakwe"
4227,Umwaice umukashana umusungu naimya icola ica kashika,chilemoneka aleishibisha abakalamba pali ici chola,elo alelolesha icintu balesonta ba namayo abali pantanshi ya ng'anda,alebeshibisha Ukuti nasanga fimo pa fintu balufishe ,"elo uku ku ng'anda bali, cilemoneka kwati nabakumana nga ulupwa"
4228,Abana abaume babili abafita inkanda nabekala panshi ,pantu bekele balemoneka balesambilila ,ee ubwafya nabalamba pantu tabakwete imipando shakwikalapo paku sambilila,balemoneka natemwa ukusambilila nangu line imikalile taili bwino,insansa shena nabakwata paku sambilila bale sambilila
4229,umwaice umulumendo umusungu aleangala alebutuka apo amenshi yale sansa,no mukashana ali nakwe balebutaika pali ici cifulo,bushe teba nyina balya? pantu bamonekapo abakalamba pali ena,nalimo limbi balemulesha ukwangalila mu menshi elo ena alebabutuka,"efyo capala kwena, alefwaya angalile epo amenshi yalesansa"
4230,bashitata abali cine konse konse nabekala pamo baleshimika,baleangala icangalo ca cela mushuke ,balemoneka baleumfwa bwino umu mumuputule bale angalila,nangu line balemoneka icangalo nachikosa ,elo kunuma yabo kulemoneka umo babikile ifyakulya
4231,Banamayo abasungu abali mutanda baleyolola mucikulwa cakuyolwelamo,ifyo balecita fyakutukusha umubili ,elo cila umo na umo bali notu mpasa opo baleyolwela,bali abaipekanya nababikako amano kufyo balecita,"iyo kwena, nepo balafuminamo mucikulwa ici ninshi nabakwanisha ukololoka"
4232,umulumendo nomukashana bale endela pamo mu kalale,elyo aba bambi umulumendo no mukashana balelashanya,bushe balya abale enda finshi filya bakwete muminwe?,bakwete ba balloni,elo bonse babili nabafwala ifyakufwala ifyabuta kumulu
4233,umusungu umulumendo alimu mwela natoloka ,aleangala icangalo cakwangalila mu mfula ya menshi makasa,"oho, eico afwele ifyakufwala fya mangalo yene aini?",eee pantu naficingila umubili wakwe ,"naikata noshimbi utwakumwafwako mumangalo aya, futi nafwala nafimbi kumolu ifya mangalo aya mu mfula ya menshi makasa"
4234,"abalumendo balecimfyana mu mangalo aya mupila wakuminwe, aya mangalo yeseeka ku basungu",icangalo Cabo  nacikosa abaleteya bambi baponene na panshi kukulwishanya,"ubu ubwangalo mwaba ukuiponya noku punkana, kwesha ukulesha ebo mulecimfyana nabo beingisha kumwenu",abantu nabesula mu muchibansa ku kutamba uku kuchifyanya ,kuli abale lumba abafwele ifya katapa-katapa nabale lumba abafwele ifya makumbi-makumbi
4235,Umukashana umusungu uwufwele ifya makumbi-makumbi alemoneka uwatulumuka,nalimo kuliko ifyo amwene ifimutulumwine ,alemoneka alefwaya ukupilibuka abwelele kulya afumine ukulemoneka abantu abaleishila uko ali,namona kwena limbi kuntu afunime takuli busanso ,elo uku ali nakufula ifimuti
4236,Banamayo babili abasungu abafwele ifyakuncito nabekala panshi panse mukasuba,kuliko ilyanshi balelashanya ilikumine imibombele yabo,"efyo cipalile, bonse babili balemoneka abasakamana pamenso",ne icifulo cintu baliko cili icha mutende ukwabula nefya kubapufyanya,cine balasangamo ubuyantanshi nga bapwisha ukulanshanya apo bekele
4237,namayo umusungu naikala alebomba umulemoneka kwati nimucipatala,alemoneka alebebeta ukubomfya fimashini pantu ifyo alebebeta tafimoneka  na menso yensu fye ,"eicho alebomfesha icamumwafwa ukufimona, nakwata necitunshi tunshi palya alebombela",nabikako sana amano kuli iyi ncinto alebomba pakuti amone ifyachishinka,limbi alefwaya ukupangilapo umuti uwaku cimfya ama lwele yambi eyo amona
4238,abalumendo batatu abasungu bali pamo balelolekesha pali fimo,balesambilila ifyakubomfya fimashini fyakubebetalako ifishimoneka na menso yensu fye,elo balemoneka nensansa saana pakusambilila efyo cibomba ci mashini,baleipakisha uku kusambilila,"cili kwati bana bama skulu aba, balesambilila umwaku bombela amacito, kaili nabamoneka ati bakalambako"
4239,mucikulwa umwikala abantu bamo bashitata abekala pamulu nabapusha umutwe panse ya ng'anda yabo balelolesha bashitata abekala panshi nabo aba pusishe umutwe panse,balya bali pa mulu balelosha abali panshi elyo abali panshi balelolesha ku tanshi yabo,abali panshi bali kobeka necisalu caku calo cabo kunse ya ng'anda yabo,balemoneka bekala calo abatemwa icalo cabo,"cine nifyo fine, nabanabo pamulu abalebalolesha balimona bantu natwemwa icalo cabo"
4240,abasungu batatu balepekanya ifyakulya mumuputule uwakwipikilamo,fintu balepekanya fili ifyalekanalekana,elo naciwama ati babili abaume baleafwana nomukashana umo,efyo chifwile ukuba ukubombela pamo imilimo shalekanalekana,"ee, elo ukubombela pamo kulangufyanyako incito, eicho nefyo baleipika fyalapya bwangu"
4241,Umusungu umwaume alemoneka alebombela pacililata icikalamba,alemoneka nika fula wa fyela ,"cine cine efyo alemoneka, elo ici icela alebombelapo cilemoneka kwati cafumine mubwato ubukalamba saana ",fintu chilemoneka cintu cafina sana ,cine cine cilemoneka ica fina nganshi
4242,"Imbwa shibili shileangala, imo naitolokela mumwela pamulu yainakwe",shileipakisha ukwangala capamo ,iyili panshi naikwata akamupila aka katapa-katapa,eko balepepekelanapo nangula eko baleangasha,"fyonse fibili, balepepekana pakamupila kene elo futi ekantu baleangasha"
4243,Umulumendo nomukashana baleitomona ninshi umukashana nabika umutwe pamolu yamulumendo,icende baliko nabashungulukwa na bantu abashisakamene ifyo balecita ,"elo bonse pancende balemonekafye basungu, tapali uwulemonekako uwafita inkanda",cacine bonsebalemoneka fye abapafiwa No bumi bwabo,tabakwete nenshita yakusakamana ifibashingulwike
4244,abana babili bamwenye umulumendo nomukashana balelolekesha ifili kuntanshi,umwana umukashana nakumbatila no mwana umulumendo ninshi bonse balemwetula,balemoneka nindume nenkashi aba balili abana,cacine umukashana alemoneka umukalamba pa mulumendo,"ee, umukashana mukalambapo nangula bonse babili bacili bana"
4245,umwaume umusungu aleoca inama panse ubushiku,alemoneka ne sansa pakubomba uyu mulimo,aliyiteyanya nokuiteyanya ati bamukope akakope palya aleoca inama,cacine kwena elo ninshi bushiku,icikankala alemoneka ali pa ng'anda pamyakwe
4246,umulumendo umusungu aleangala nakantu kakwe akakwata utuma wilo munshi,mukwangala kwakwe aleninika na mambwe,"elo uku ukwangala kuntu ukwashupa, pantu nga lufyanya muminyantile pakantu kakwe akama wilo, kuti aicena ububi saana",cacine elyo alemoneka tafwele ifyakubacingilila bwino bwino,eico afwile alolekeshe pamyangalile shakwe pakuti aicingilile kubusanso
4247,shitata nafukama mucikulwa eco bapepelamo utulubi ku calo cakwe,chilemoneka ali mukutendeka ukupepa ,abantu bambi abali muncende balemoneka abaleshimika ilyashi palya shitata alepepa,balemoneka elyo beshile tabalati batendeke ukupepa,"cacine, uyu shitata ena natangila mukwamba amapepo"
4248,bashitata abasungu babili nabeminina kunuma ya motoka,insapato shintu bafwele nashikwata utumawilo ku numa,"nabafwala notusote utwapalana, katwishi nga finshi balefumya muli motoka",nalimo balefwaya ukulya fimo lintu balepanga ukutwalilila,elo nefintu bafwele filemoneka ifyaku bacingilila kumpepo
4249,shikulu naikala panshi na banjo yakwe alelisha ,epo bekele nipalya apapita abantu,limbi balefwaya abantu balebashilako indalama pakwimba baleimba,efyo bwene pantu nabanshika akasalu panshi pa kuti abalepita balebapela indalama,cipalile nalimo emo baliila bashikulu aba
4250,"umulumendo naikala pa njinga, nafwala notwamukati utwaba nabamayo..na pamenso naipanga kwati ni namayo",Apo eminine nipa nshila ,umu ali mulemoneka nimu kalale,alefwaya abapita nshila bamone ifyo alemoneka,iyoo kwena nailembaula pa menso
4251,"abasungu abakashana babili bali panse yachikulwa, umo naiminina umbi naikala",uwiminine alepeepa  na fwaka ,uwikele alimoneka nakwata ico alelolesha muminwe yakwe,nangula aleeba umunankwe ifilemuchusha alemoneka uwabulanda ,cine alemoneka ali uwabulanda uyu umukashana uwikele
4252,shitata umo uwakufyalo fya ku kapinda ka ku kulyo nafwala umukanjo uwakashika nakwata nolupala,afwele ifyalingana ne ntambi Shaku mwabo,bushe cinshi ico ekete mukuboko pamo nefyo afwele pamenso?,ekete ichakuingilila ku kasuba ne mfula elyo nafwala na magalasi ,shitata uyu ku calo ekala alemoneka ni ulya uufunda muma tempele
4253,bawishi nomwana umukashana abasungu bali panse palubansa,chilemoneka elyo bapwisha ukuwamya ulubansa,umwana nakwela namuli cilya baposelamo ifisoso kufyalo fyaba sungu,natemwa sana ukubomba nabawishi ,elo bonse babili nabafwala ifyakuicingilila ku mpepo
4254,abantu nabateyanya ukushitisha efyo balimine noku sombola ifingi ku maliketi, ifyo baleshitisha fintu fyalekanalekana ,"palemoneka ifibimbi, impilipili nafimbi nafimbi ifilemoneka ifya lelema nganshi",balya banamayo bambi nabo balemoneka balepekenya ifyakulunda pali filya batatike,elo aba bambi abafwele ica makumbi-makumbi naba fwala necisote icikalamba nganshi
4255,ba shikulu abasungu bali kumbali ya mumana nabakontama,nabakwata akacela balefwaya ukuposa mu menshi ,bushe tekalya baposha abantu palya balesefya ako balefwaya ukwasha?,cacine nalimo balefwaya kalille mu menshi,kalapokela mumulu katampe noku bengeshima muma langi aya pusana pusana
4256,"akabungwe ka bantu kale butukila capamo, pafulile ba namayo",balebutuka pakuti batukushe umubili,"ee, cine balefwaya ukutukusha imibili, nefintu bafwele nafilanga",mukubutuka kwabo baleshimika ne lyashi,cine tabale butuka nalimo lubilo lwaku cimfyana
4257,umwaice umulumendo umusungu aleangala apo amenshi yale sansa,bushe kwena te  mu mfula aleangalila ?,"nga kulya ateyele inuma, tekuti kulemoneka ukwauma nakasuba?","namona kuli ukwauma, aleipakisha nganshi ukwangala na menshi",elo ali nensansa nganshi pakwangala namenshi aya
4258,abasungu shitata na namayo nabeminina ukuli ifyaku fwala ifingi,bali ku maliketi yafyakufwala fyalekanalekana,elo namayo alemoneka uwasekelela saana pakuba uku ali,alemoneka alekopwa pa kuti asabakanye ama kwebo yakwe ,cine alemoneka uwansansa pamakwebo aya
4259,umusungu umwaume uufwele ifyafita kuminwe na pamubili alepanga ifyakunwa,alepanga ifyakunwa ifikola elyo Ali mucikulwa ca bwalwa,cine ewuyu wine uushitisha ubwalwa kubantu nga baisa mukunwa,mucikulwa mulemoneka umwakashikilila ,"cacine, elo uyu umwaume alemoneka alomfwa bwino ukubomba incito yakwe"
4260,umusungu umulumendo umwaice nakontama palya aposa aka mupila,icangalo aleteya nachipalana no bwangalo bwamupila ,nomba ubupusano ubulipo bwakutila ati aka ka mupila aposele natonta utuntu alefwaya ukuwisha nako,cacine namumuputule ali namupusana na mulya bateyela umupila,balilengapo nakadoli aka katapa-katapa pacibumba ca muputule
4261,shitata umusungu naikala pakanama ako bakakile nentambo iya buuta iyo bakakile kuli kabalwe ,bashitata bambi balelolesha ifilechitika,kuli nabantu abengi abale batamba mumbali ya cibansa icicine,icangalo cafinama  chilemoneka ica bukalwe,"cilemoneka ica bantu abakosa, abenga cimfyana nefinama"
4262,Akamwana akamukashana akamusungu nakwata iluba Ilya kashika muminwe,nafwala ifyakufwala fya mututula ninshi kukuboko kumbi naikatilila na fimo ku minwe,"elo naposa amano kumbi, katwishi nga finshi alelolesha",kulemoneka alelolesha abalepanga ificope,"cacine, pamenso talemoneka uwasekelela noku sekelela"
4263,utubana utukashana tubili utubasungu tuli na shitata nao umusungu,umukashana umo alelya na mukaka wa menshi makasa,elo shitata alemoneka ati alemusosha uyu umukashana uulelya,umukashana uulelya abikile amano kumunakwe ,nao umunankwe umukashana alemoneka uulemusosha
4264,Kemba umusungu umwaume aleimba mu cikulwa nafwala nefyafita,ali pamo ne bumba lyakwe abalisha ifilimba,uuli kunuma yakwe uule lisha banco nafwala nechakumu cingilila icinso cakwe,uliko pa ntashi yakwe alekopa ifikope ,kwena kulemoneka balifilisha ifilimba ukubali ku cikulwa
4265,shitata na namayo abasungu nabafwala ifyakufwala ifyama langi aya pusana pusana,umbi uuli ku kulyo nafwala ifilemoka nge chinama ichikalamba,panuma yakwe uuli kukulyo nakwikala umusungu umukalamba namaayo,kulemoneka alelesha icitendwe lintu aletamba abafwele ifyamalangi elyo nabafwele nge chinama,elo balemoneka bali panse yacikulwa mukalale
4266,umusungu aletoloka pakati yampili,nafwala ifyakuicingilila pakutoloka,nefyakufwala afwele fili ifya fita ukufuma kumulu nokufika kumakasa,mukutoloka kwakwe nashinikisha ukuti nachingililwa ,nafwala necisote icakosa icakashika
4267,shitata umusungu ale lenga pacibumba ica buta,fintu alelenga alebomfya amalangi yalekanalekana,nalenga necinso camu kashana umusungu pa cibumba,alishibisha umulimo wakwe ,"mukumona efyo alengele, cine alishibisha umulimo wakwe "
4268,umusungu shitata naiminina munshi yacintu icileimya utushimbi,alececeta ukuti amone ifyo mashini  ilebomba,nafwala nefyaku cingilisha iminwe yakwe kumasanso ayacitikila ku ncito,cacine ali uwaipangasha ukubomba bwino,alishiba bwino umwakubombela umulimo wakwe
4269,umwaume nomwanakashi abasungu bale endela pamo nabekatana amaboko,aba. babili Bali muchitemwiko ,"cine, kumwena fye na kunuma yabo ati balesekelela napo bale endela capamo",icifulo baliko cintu cayemba nganshi kabili ica mutende ,cilemoneka niku ncende ukwa busaka saana
4270,namayo umusungu tafwele isapato alefwaya ukubulapo cimo pafyo bangasha abana mwi tuuka ali,pamubili wakwe alilengapo na fimo mupepi namaboko yakwe,nemishishi shakwe shilemoneka nelangi Ilya pusanako,alitemwa amalangi yalekanalekana pa mubili,"cine neco afwele kumulu ca makumbi-makumbi, ico afwele munshi cikwete ilangi lye loba"
4271,umulumendo nomukashana abasungu nabeminina pamo,umulumendo ali  napali lamya ,umu bali mulemoneka nimukalale,uko bali nakufula abantu ,elo futi umukashana alemoneka nalimo alelanda fimo
4272,ibumba lyabasungu naliminina pa nyanji,balelola ukuti ishitima lingapita pakuti batolokele ku lubali lumbi ,"bushe tabeshilefye mukutamba ishitima, pantu nabacingililwa ku kutolokela uko libelele ishitima lya kaena", nalimo uko bafumine takupita ishitima lwamupepi ,"cine, nangula ishitima pa nyanji beminine nalipita"
4273,umusungu umulumendo alemoneka nensansa paku cinda,ukuchinda kwakwe alemoneka alesefyapo fimo,cine naishila naka mwefu aka shingulwike akanwa kakwe,ku icifulo ali kulemoneka nimuchibansa  nangula mulya mulima Inama,"cine mulemoneka nalimo nimucibansa icaibelako, icapusana nefyamupila"
4274,umusungu shitata ali pacibansa pamo nabambi,alelangililapo fimo lubali alelolesha ,elo alemoneka uwakalipa palya alelangilila abantu efyo amwene,alemoneka kuli ifyo amwene ifyo tatememwe ,elo bonse abali pacibansa nabafwala ifya makumbi-makumbi pamo na shitata uyu
4275,umusungu uulemoneka nalimo ni namaayo uufwele kwati ni shitata naiminina,alepeepa na fwaka  ninshi nalolekesha pachibi chili patanshi,"pantanshi ya cibumba cintu emininepo, pamulu palemoneka amalembo ayamu Cebo",malembo yamu baibo wa mushilo ,mashiwi Asosele Yesu Kristu lintu Ali pa calo
4276,Umukashana umunono umusungu ale angala palubansa,lwamupepi noko aleangalila kuli ingolofwana,nafwala nefyaku icingilila ku mpepo nakasote pamutwe,kunuma kuntu alefuma kuli  ne mbao ishaputaulwa ,alemoneka nensansa saana umukashana uyu
4277,Imbwa shibili shilecena panse pamulu ya menshi makasa,bushe ni mbwa ishi tuteka nangula mimbulu sha mu mpanga?,"nimbwa shine tuteka, kaili shonse shibili nashikwata utumishipi kumikoshi utwaku langilila ati shaba nabene",namona ukucena kwakaena kulemoneka ukwakakata ,limbi nashikalipa saana panuma yakuitendeka ishine sheka
4278,shitata umusungu alecofa incinga pantanshi yafikulwa,napapa ne chola munuma yakwe ,elo ifikulwa fyonse ifi filifye ifya mutuntula,pantu  alepita tapali  na bantu ,"cine cine, palemoneka nalimo bonse balifumako nefikulwa filifye ifyaisalwa"
4279,umusungu shitata nakwela pali kabalwe uo aletolosha pamo,pantu baletoloka napalepako kulemoneka balechimfyana,"Eya mukwai, aya amangalo yalemoneka yakucimfyanisha palya ukwelele kabalwe",icifulo baliko chilemoneka ichalelema nganshi ,na kabalwe wine akwelele aba uwabuta inkanda
4280,umusungu shitata naiminina noku shintilisha ukuntu kumo,nalimo kuli fimo aletotonkanyapo mu bumi bwakwe,"cine alemoneka uwasakamana, elo futi umu ali mulemoneka nimwi tuuka",eee nangula mulya bapekanya nokushitisha ifya kulya ,"ee cacine ico, elo pamulu ya fyakufwala fyakwe nafwala cilya icakufwala icicingilila efyo umuntu afwele kukulamba"
4281,Imbwa iyi kwete amasako aya buta pamo naya fita naitoloka mumwela,ili nafimo ku kanwa fintu ileangasha,nicilya baposa mumwela icakwangasha icimoneka nalimo ni mbale,aleipakisha akashita ikwete ukwangala ne mbale yakwe ,nayumfwa bwino ukwangala nembale ine iyi
4282,umukashana waku fyalo fya kapinda ka ku kulyo naololwela ukulu kumo mumwela elo kumbi kuli panshi palya apandwile amolu,nafwala ifyakashikila mumangalo yakwe ,nashintilisha nakantu aka makumbi-makumbi,alemoneka uwabelesha sana ici icangalo ,"cine alemoneka alishibisha amangalo aya, napa cinso cakwe alemoneka nabikako saana amano"
4283,abasungu abaice abakashana babili bale angala,nabalala apakushelemukila elo balashelemuka,baleshelemukila pamo nabekatana namaboko paku shelemuka,ico baleshemukapo cili ne langi lya makumbi mkumbi ku konse elo nachibuta mu kati,nimbonamo nama langi yambi yabili mumbali - iya kashika pamo na iya mutuntula
4284,Abasungu babili umulumendo nomukashana nabeminina,balechinjanya ifyakwendelapo ,umukashana naikata nencinga iyi kwete ama langi aya fita na makumbi-makumbi,umulumendo napapa ne chola chakashika munuma,naikata nakalya banyantapo akaba nalimo kali planga nama wilo munshi umulumendo wine
4285,ibumba lyabantu abakalamba nabeminina mucikulwa icikwete ifitabo,bonse balemoneka baleteyanya ifitabo ukufibika mumuyano,"elo bonse balemoneka basungu, elo abengi bali nemfwi kumutwe", bonse   bali ababilingana nefyo balecita,cilemoneka nalimo bambi abafwele utusalu utwakashika pamulu ya fyakufwala babombela muncende iyi ine
4286,kulemoneka amolu yabantu babili abale enda, chilemoneka molu yabamayo ,"cine molu yaba namayo aya, balemoneka bale endela pamo mu kalale",nababilingana mumyendele yabo,mumitampwile shabo balemoneka bale endesha
4287,"umulumendo umusungu ali panse akasuba naikala panshi, nafwala nefyafita",alemoneka uwa bulanda ukulingana na fintu ekele,"cine pamenso alemoneka nobulanda, napapa necola ica kashikilako mumo noku fita mumbi",bushe finshi filemulangulusha ,"kwena nshishibe, limbi masambililo, pantu alemoneka alyamba amasambililo ayakubukulu"
4288,"umusungu aleputaula ifintu alepekanya ukwipika, filemoneka nalimo musalu",alemoneka alishiba ukwipika sana,elo nokuboko kwakwe kulelanga ati muntu waupwa nangula uwaupa,balemoneka balume nabakanshi balekwata akashita kasuma,"cine amaboko yalemoneka aya caume aya, nici umutwe wabo taule moneka"
4289,pe bumba lya bantu abali panse palemoneka umulumendo umusungu nasekelela,bushe finshi filemusekesha pe bumba lya bantu ? ,kuli efyo alelolesha efyo tatwingamona ifwe,cacine tafilemoneka ifilemusekesha,elo nebumba lya bantu ili alimo lilemoneka nalikumanina fimo
4290,abasungu namayo na shitata bali muncende imo umufulile abantu,balelashanya fimo ifilelenga   beposa amano kubali muli ulya muputule ,"namayo nasekelela, elo naikata na foloko muminwe eyo asontele shitata",naliwama nganshi ilyanshi balelashanya ,kulemoneka nalimo kuli efyo balesefya nangula efyo bakumanine muncende ine iyi
