IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2754,Umusungu aleshelela pa menshi naikatilila ne ntambo.,Bushe eaba bashikulu bantu besa nabanabo uku lubali lwa kamana?,"Emukwai nyababene, nalelo nabesa nabanabo abale ensha ubwato kuntu bakakile intambo.",Awe kwena kabale angala pantu balibomba kale nomba baba pakutandala ichalo.,Awe nifyofine aba abantu balibomba kale apa nomba kulesekesha fye umupashi.
2755,Shikulu bantu ale enda mumusebo kumbali yachikulwa icha pentwa busaka busaka.,Abena myankwe kale bamwebele ukuti mwendeshe ukubwela ikumbi nalifina yalaloka.,Ekuchinchila pakwenda uku ukutina fye ati imfula yala amba ukuloka.,"Panatu napakashila apakuti apite mukwangufyanya nabesala,nomba alachita shani?",Apa ichisheleko fye kuya shoka pantu utushila tonse nabesala.
2756,Abantu mwi sitolo baleshita ifintu ifya pusana pusana.,Bushe ili isitolo bushe elya palamina kwi sitima station?,Emukwai ili isitolo elyo abantu bashitamo ifintu epo tabalanina mwi sitima.,Namayo ufwele ichakashika aiminina ukuti ashitileko abana ifyakwangasha.,Emukwai aiminina pantu amona ukutila ati umutengo nauchipa bwino.
2757,Umwana umunono nabawishi balelima.,Balemufunda ifya kusekwila imbalala?,Emukwai balemufunda ukusekwila noku byalika imbalala.,Awe chawama pantu umwana afwaikwa ukumufunda imikalile ninshi achili umwaiche.,Emukwai umwana ena wakufunda fye ninshi achili umwaiche nechipingo chali konkomesha.
2758,Umukashana alelolesha ichinama mu park.,Bushe eauyu umukashana nebumba lyakwe abenda chilabushiku ukolola amolu?,"Emukwai ewo wine, lelo katwishi abanankwe kuntu bali.",Bafwile nibalya babili babwekela kulya kumbi batambeko inkoko muchi tele.,Limbi nyabobene pantu bantu abatemwa ukumona ifinama fya pusana pusana.
2759,Umukashana nabalumendo nabekala balelolela saca.,Teku macha cha beshile mukulolela sacha abantu aba bwasuka bwaila?,Cilemoneka kale beshile lelo ama sacha nayashupa pabushiku bwalelo.,Kanshi batilafe ati twalalala pano pene pantu kumayanda kwalepa.,Cilemoneka kwati balalala fye apapene limbi sacha kuti yafika ubushiku.
2760,Banakula bafwele ifya kashika nechitambala chabuta balelolesha pa window yabo.,Bushe babomfi ba pan'ganda yantungulishi ya muchalo aba banakulu?,Emukwai aba ebepikila intugulushi ikalamba muno mu musumba.,Balelengela eko abana babwela kuma sukulu nomba balelanguluka efyaku bapokelela.,Balelanguluka efyo abana balalya pantu tabalapwisha ukubepikila.
2761,Umulume nomukashi nabalala mumuchanga kumbali yakamana bale ontela akasuba.,"Kuno kunchende kusuma saana nshilefwaya nokubwekela kun'ganda,umukashi alanda.","Awe leka ichongo, leka mbelengeko aka buku aka namuwamisha mumichanga muno.",Kanshi mwasendele nokusenda pantu kuno twaishile mukwisha babili bwino.,Twala ishafye bwino lekeni mpwishe fye ukubelenga akabuku.
2762,Shikulu bantu aletusha after ukwenda intafu iyitali nefyola fyakwe.,"Ati nabamu tamfyamo mun'ganda yakwe,pantu tasonkela indalama.",Emukwai alemoneka nakwata amafya ayengi sana uyu shikulu bantu.,Panshi pakosa kumulu kwalepa nalalola kwisa? shitata ailishanya.,Ichisendo Cilemoneka nachimufinina teshibe nokwa kulola.
2763,Ba kabomba baku chitunshi tunshi bale ipusha umukashana amepusho.,"Umukashana atila ninkwata ilipusho,bushe kutina chita shani pakuti naine nkatampe ukubomba ku nchende yafi tunshi tunshi?",Ba  kabomba baseka nokumweba ati kuposa amano kusukulu nga alefwaya ukubomba ku nchende yafi tunshi tunshi.,"Kanshi nala posako amano pakuti tukalebomba bonse natotela, umukashana abasuka.",Natotela sana mukashana wende umutende.
2764,Shikulu bantu ale imba nokutongola banjo yakwe.,Bushe euyu usangwa panse ya sitolo ilya pesamba?,"Nokuba nyuwine shikulu bantu, alasansamusha abantu abesa mwi sitolo.",Awe alitemwa ukwimba limo balamuposelapo ne ndalama kubapita nshila.,Nankwe enchito abomba iyiyine iya kusekesha abena mupita nshila.
2765,Sacha naisenda ifipe nabakobekako nama flag.,Bushe sacha iyi ilatwala ifipuna kunchende yama bwinga?,Emukwai iyi esacha isendele ifipuna nama table yaku bwinga.,Chawama saana pantu kale batampile uku lolela ubwinga bwalatampa ifipuna tafilamoneka.,Awe kwena yalafika nombaline Sacha iyi ilabutuka.
2766,Umulumendo naikala pakapuna  aletontonkanya pabumi bwakwe,"Kuno ku kalale abantu baikomenafe mumayanda,aleipusha umwine?",Nachimupapusha sana pantu alibelela ukusangwa nabanankwe kuntu afuma.,Kanshi aikalafe panse pakapuna limbi kwalapitako umuntu kuntu ekele.,Cilemoneka kwati tapali uwalapita lelo.
2767,"Shitata naikala alelanda pali lamya,umulumonda alesamfya sacha.",Bushe shitata uyu tewensha sacha iyi balesamfya?,Ewowine mukwai alenwinapo amenshi palya alelolea bapwishe ukusamfya.,Ekulolela alelolela apa ekela alelanda nabatemwikwa wakwe akuti alabwela kun'ganda lelo?,Emukwai ale eba abatemeikwa bakwe ukutila ala ambapo nombaline.
2768,Umukashana ale kopa abana abanono lilya bale chimfyanya,Bushe emukashana uyu uleta abana mukuchimfyanya  panshila apa?,Cipalile kwati ewachibaleta ukutila bese muku chimfyanya.,Kanshi nefimbayambaya filepita lubali  lwabo.,Emukwai Cilemoneka kwati iyi enchende abantu abapusana pusana besa mukwangalilako.
2769,Umukashana alenwa tea ne skono.,"Umukashana uyu basendeme pa station ,pantu takwali ama sacha,epakushitako ichakulya kachelo chelo.",Cilemoneka kwati uyu mukashana abukile nensala sana.,"Noku talala kwena nakutalala namaka takwete,kanshi ifyakulya ifi fyala mupusushako.",Emukwai tea yalamukafyako umubili imupeleko namaka.
2770,Banamayo babili nomulumendo nabekala pa table balenwa tea.,Aba babili mulume nomu kashi baliya mukutandalila umwafyashi wabo umwanakashi?,Emukwai baliya ati bamoneka abafyashi ba mwanakashi tabale umfwa bwino pakati apa.,Kanshi baeba nomwishikulu ukuti tukopeko ichi pikicha tubike pachibumba apaikala ama pikicha yakale apa.,Emukwai bakopelapo nechi pikicha ukutila ati bale ibukishapo.
2771,Shikulu bantu ale chesula ichilibwe ukutila ati apangemo ideko.,Bushe naishiba ukuti akabwa akanono achikomena nakafuma?,"Cilemoneka teshibe ati nakafuma, alemoneka ukuba busy nefyo alechita.",Kanshi balakabola kufi mabwe.,Ngataposeko amano alakafwanta nefimabwe ale chesula.
2772,Ba kapokola babili balelonda inchende umusangwa abana nabakulu.,Cipalile kwati muchipanda ichi mwachiba ama sanso elo baita bakapokola.,Emukwai Cilemoneka kwati kwachiba abachilafwaya ukwiba abana.,Pantu ubumba lyabantu bonse nabafuma mumayanda yabo bafuma panse mukutamba iyalachitika ukukonkapo.,Emukwai abantu bonse nabafuma ukuti bamone nga naba bekata bakabwala.
2773,Shitata afuma ukukwempa ichani naka machine.,Epo atampila ukubeba abena mupalamano bakwe ukuti nabo balekwempako nomba ninshi tabafwaila?,Cilemoneka kwati abena mupalamano bakwe tabakwata inshita yaku kwempa pa mayanda yabo.,Pantu ichani chamena pakati yamayanda yabo bonse bena kanofe  ukulabikapo noku posin'ga ifimbayambaya fyabo.,Bena baposa amano kufimbaya mabya fyabo ukutila filemoneka bwino.
2774,Umwana umunono ale kopwa pikicha epo talaya mukusamba mukamana.,Aba abana kwena balabaleta kumumana chila mwaka mukusamba mulusuba.,Emukwai chila mwaka bafwile baisa sambako mu mumana.,kwela pa chibumba apo nkukope' banina baeba umwana nensansa.,Banina bali aba nsansa sana pakuleta umwana wabo ku nchende iyi.
2775,Shitata alebeya imyefu naka machine.,Imyemfu shakulisha kabeyeniko balume bandi' umukashi abeba.,Abalume nabo abati wisakamana mukashi wandi naya mukubeya apapene.,Awe kwena pantu abakashi babusaka saana balibika nama pikicha yabana kufibumba bwino.,Emukwai balafwaya baleloleshapo lyonse nga bwacha bamonapo abana.
2776,Namayo aleshitisha infungo panse yachikulwa.,Eaba banakulu aba chelele ukutantika imfungo panse ya chikulwa chesu?,Emukwai balipasngusha nipa ntemba yabo epo bashitisisha chila bushiku.,Awe kwena balumutemwa abantu emo alisisha abana bakwe kwena.,Emukwai encito yakwe nankwe elo ne mfungo shakwe shintu ishalowa sana.
