IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
5005,Umukashana ale samba mukashiba.,Nafwala ifya fiita pa kowa.,Na olola amaboko pa kowa pa kashiba.,Umukashana nafwala nefya kusambilamo.,Umukashana  ale umfwa bwino  uku samba pakashiba.
5006,Bashitata bale bika ifyani pa cibaya.,Ku kulyo kuli shitata kuli umwiina  wafyani.,Pa ntanshi pali ne nsalu iya buuta ku mbali ya musebo.,Pantanshiko apa shika motoka,Bale fumya pa mwiina wa fyani elo babika ifyani ifye linga pa cibaya.
5007,Imbwa iya mafufu nai suma icimuti.,Ili  pa lunkoto ile angala ne cimuti.,Imbwa naisuma icimuti na meno yalemoneka mukanwa.,Umwine ale lwisha uku ipoka icimuti ku kanwa.,Imbwa nai sumisha elo umwine wa mbwa ale donsa akamuti.
5008,Abalumendo babili  nabekata inkomaki sha bwalwa.,Bale nwa ubwalwa ubwa lula.,Aba lumendo naba bifya kukanwa pa kunwa ubwalwa., Balenwa ne nkomaki kukanwa pabushiku.,Abalumendo bale moneka kwati ni kachasu bale nwa.
5009,Abalumendo na banakashi naba lala pa lunkoto mukasuba.,Bale moneka kwati baci cilauka sana.,Bonse naba fwala fya buuta noku fiita.,Naba fwala ifya buuta noku fiita.,Bale moneka kwati bale cinda pa bwinga bwa munabo.
5010,Utulumendo notu banakashi na tuniina pa ci ng’ombe ica kubumba.,Utu baice tule angala natu fwala bwino.,Bale angala pa cinama ica kubumba ninshi nacikala.,Bali bumba ing’ombe ninshi naikala umwangalila abaice.,Abaice bale angasha ici ing’ombe naba ciniina na pamulu.
5011,Ba kateya bamupila bale butukila umupila pa ntashi yabo.,Bali pa bwangalo bwaku cinfyanya umupila.,Kalisha wa mupila nafwala ifya fiita.,Kalisha wamupila ale konka pa numa ya balumendo abale  pikana  mu cibansa.,Abantu na besula muci bansa bale tamba umupila.
5012,Namayo ale pita muka musebo aka pita pa mulundu na paapa  nefipe.,na paapa ifipe kunuma yakwe.,Alemoneka kwati afuma kumatuuka.,Nakwata no mushishi uwa fiita ku mutwe.,Namayo  nafwala ifya makumbi-makumbi.
5013,shitata na bana mayo batatu bali mwituka bale panga ifya kushitisha.,Namayo kulubali lwa kuno ale pikula naikala na paka puna.,Bali pama kwebo mwituuka lyabo.,Cila muntu ale panga naba fuula ne nsapato paku bomba.,Ku India bali temwa ukubombela pamo pa lupwa.
5014,Umulumendo ale poosa utumipila utu nono  mu muulu kumaboko.,Ale bomfya amaboko yabili paku poosa utu mipila.,utumipila twali kashika.,Umulumendo ali sunga nomu shishi uutali.,Paku poosa utumipila mumuulu ale twikata elo apoosa mu muulu futi.
5015,Umulumendo ali munganda yaku capila ale enda.,umulumendo pa kwenda nabika ukuboka kukuso pacaku capila.,nafwala ne shati iya kashika,capala kwati aleya mukubuula ifya ku capa,"umulumendo ale moneka ubu saka saana, na sakula no mushishi."
5016,umulumendo na iminina pa lupili,naiminina pa lupili napaapa ne chola.,"pa lupili ali pali cani, amaluba ne fimuti",ku lubali lwa fimuti kuli ulupili ulutali.,ku lubali kumbi kule moneka impili shimbi.
5017,umulumendo  naimina pakati ke ibumba,kunuma ya mulumendo kule moneka umulumendo ale lengela.,Cipalile kwati ale asuka ilipusho mwi bumba.,cilemoneka kwati kuli abo ale landisha  kuntashi.,umulumendo naikata akaku landilako ale asuka ilipusho.
5018,akamwaice  akaume kale  angala pa caku tolokapo.,aka mu lumendo naka toloka mu muulu pa bwangalo.,ale tolauka pacakutolokapo.,ku kuso kuli namayo umo naimya akanya kumaboko,ku lubali lwa cibumba kuli insalu ya makumbi makumbi
5019,abana be sikulu bale tamba akalumendo kale pilauka mu muulu,"napilibuka amolu mu muulu, no mutwe panshi",umulumendo ale pilibuka mu muulu nafwala itoloshi lya katapa-katapa,umulumendo napilibuka mu mulu kuntashi yebumba,umulumendo ale langa italanta lyakwe 
5020,aka mwanakashi kali mu bwato pa mumana,aka mwanakashi kali muka bwato ka makumbi-makumbi,kali pa mumana  kale owa,aka mwanakashi takakwete umwenso pa mumana,aka mwanqakashi ka leoba keka kale abuka umumana
5021,umulumendo ali pa bwangalo bwaku pilibuka mu muulu,ali mu muulu ica mutwe panshi,nafwala kaputula ya fiita,napilibuka mu muulu tafwale neshati,ibumba lya bantu lile tamba
5022,aka mwanakashi kale chiluka umusebo ne imbwa,lubali uku naikata imbwa,imbwa shili shisano,pali imbwa  shibili isha buuta na shibili isha fiita,ale twala imbwa ku nyeleti ku lubali lwa musebo
5023,bashitata babili umo na iminina na shintilisha ku kashimbi na umbi aleya mucikulwa  ,shitata uli paka shimbi nafwala itansa ilya buuta ,icikuulwa ca mabwe aya kashika,shitata umbi aleya mucikulwa nafwala ifyafiita,umbi nao naiminina paka shimbi ale landa pa lamya.
5024,akaice akaume kale butuka,kale butuka mumbali ye linga,uku lubali kuli fimuti,kale butuka pakati ka fimuti ne linga,kale butuka ulubilo keka.
5025,"akanakashi kale angala pa musebo, ku ntanshi kuleisa ici mbayambaya ",akamwana na kafwala ishati ilyabuuta na kaputula, kale angala  ubwangalo bwa kutoloka intambo,taka mwene  kuntanshi ukuleisa ici mbaya-mbaya,icimbayambaya capala kwati ca shiika ukulolela aka mwana kapite
5026,aka mwanakashi bale ka sambilisha kuli shitata,kafundisha na kamwana bonse naba fwala ifya buuta,shitata aleka sambilisha ifi baaka,Aka mwanakashi na kemya ukuulu mumuulu ukulwisha ukutoba aka lipulanga,shitata naikata aka lipulanga ako umukashana afwile ukutoba no kuulu 
5027,umulumendo ale lolesha kwi shilya naikata na lamya ku maboko,nafwala ishati ilya buuta na kasuba naka balika,naiminina alelolesha na lamya mu minwe,cipalile kwati pali fyo ale tontonkanya,nangula na mona umukashana uko ale lolesha
5028,ba shikulu na beminina panse ya ng'anda,shitata ale belenga ipepa ye lyashi,naba fwala amakalashi ya menso ne cisote,mupepi yabo kuli incinga,elo mupepi ya ncinga kuli motoka
5029,utubana tuli mwiskulu tule kutika ,aka mwana kali pakati naka fwala ishati iya kashika,tuli mwi sukulu tule sambilila,panshi pale moneka insalu iya mutuntula na makumbi-makumbi,tule lolesha kuli kafundisha
5030,aka mulumendo na katoloka mumuulu ku lulamba lwa mumana,kule moneka umulumendo ale isa ale fuma pa mumana,kale angala ku lulamba  lwa mumana,na bambi aba lumendo  naba kashana bale samba pa mumana,umulumendo ale  fuma pa mumana ne ci cikope ukwisa ku lulamba.
5031,ba shikulu na beminina naba fwala ne cisote kumutwe,ba shikulu naba fwala ishati ilya makumbi-makumbi,na bafwala ishati lya makumbi makumbi,capala kwati kuli ifyo bale pembela,ba shikulu na beminina pali efyo bale  pembela
5032,shibwinga na nabwinga bale sefya pa bwinga,lubali uku nakwiminina abantu bale totela bana bwinga ,"shibwinga na nabwinga bale sefya ubushiku bwabo, bale umfwa bwino"," abantu bale tamba ubwinga, noku kopa bashi bwinga na bana bwinga",shibwinga na ikata nabwinga pa kuboko ninshi nabwinga naimya iluba mumuulu
5033,umukashana ali ubwamba  ale enda nokwimba,na sha ama bele ayantutu pa mbili-bili,ale enda nokwimba ukwa bula icakufwala,umukashana ale sefya ukwa bula ifya kufwala,umukashana ale sefya ubwamba nai penta napa mubili 
5034,ibumba lya balumendo na libungana bambi nabeminina  kuci po camalaiti,umo umulumendo panshi na fwala ishati lya mutuntula,bale  lwisha uku nina kwi po ilya malaiti,bambi abalumendo nabeminina bale tamba,aba lumendo bambi na bekata ici po ukwafwilisha bambi ukunina pamuulu
5035,aba lumendo babili bali pabwangalo bwa kucimfyanya,aba lumendo pampunda umo afwale icakashika elo umbi ica buuta,pakuchimfyanya ninshi naba nina impunda,bashitata babili pa mpunda naba fwala no tusote ,bashitata naba butusha impunda mukufwaya uku icimfya
5036,abalumendo bale samba  kucishiba,utubalumendo natufuula ama shati  tule angala pa cishiba,naba fwala makaputula,abalumendo  bale  angala pa cishiba bale ufwa bwino,aba lumendo bale panga icongo noku samba pa cishiba
5037,umu kashana ale cofa incinga na bika na kapuna  pa numa,aka cinga kamakumbi-makumbi,ale cofa incinga mu musebo,cipalile afuma mu kushita utupe twamu nganda yakwe,umukashana naimya akapuna pa mabeya uku ale cofa incinga no tupe tumbi kunuma ya ncinga
5038,abalumendo batatu bali mu mulundu  bale fwaya amabwe,naba fwala nefya mutuntula kumolu,nabafwala fya mutuntula,abalumedo bali mu lupili na bemya nama shofolo ne fyola,"umulumendo pantashi ale esha ukwimba na shofolo, uku sanga amabwe"
5039,bashitata nabekala bale lisha ifi nanda,aba lumendo no mu kashana umo na bekala pa tupuna,balesambilishanya umwa kulisisha ifi nanda bale sambilila,umulumedo ku kuso na pompa amatobo pa kulisha,niba kalisa bafi nanda
5040,ibumba yaba kashana naba lumendo  nabeminina pa mulu paci kuulwa icitali elo bambi bali panshi ,abalumendo bali panshi nabafwala  ama shati aya katapa-katapa,umulumendo uli ku lubali lwa kuno na biika ukuboko pa mpumi alefwaya uku lolesha apa tali,umulumendo umo pamuulu nafwala kaputula iya buuta na kasote aka mutuntula ,"abali pamuulu na bakakila umulumendo panshi ne ntambo, elo bale mucindisha"
5041,abalumendo babili baleyensha pali ka tuloli ninshi kunuma yabo naku shiika ifi mbayambaya,umulumendo umo nafwala ishati ilya katapa-katapa,bale yensha pali ka tuloli,aba lumendo bale angala nabo fwa bwino na tuloli,bale angala bale lolela aba fyashi
5042,ibumba  lya bantu lile enda mucikuulwa,umulumendo no mukashana aba leisa ku numa nabafwala ifya fiita,abantu bale enda  munshila isha pusana pusana,pakati ka cikuulwa bali bumbapo  icingwena,cipalile kwati mu cikuulwa mwali pita umusebo pakati
5043,abakashana bale teya umupila wa tenesi,kateya nafwala ifya fiita ne cimpompo ku mutwe,umukashana umo nafwala ifya ,baka teya ba tenesi babili bali kunse ya cibansa  bale tamba,kateya wa tenesi napoosa aka mupila ka tenesi mu cibansa
5044,bashitata naba naba namayo bali mwibala lya maluba ,namayo uli kuno nafwala ishati iya makumbi-makumbi,baleswa amaluba mwibala,bali kusha  bwino amaluba mwibala,ulupwa lule umfwa bwino pa mikulile ya maluba mwibala
5045,namayo naikala pa mwinshi ya cikuulwa ali  pa makwebo , namayo naikala pa mwinshi we linga,ali pa makwebo ya kushitisha ama luba,mukati ya cikuulwa muli shitata na namayo nabeminina,shitata naiminina pambali ya cimbaya mbaya mukati ya cikuulwa
5046,aka mwanakashi bale ka sambilisha ubwangalo bwa jimunasitiki kuli kafundisha ,nakafwala ilaya ilya makumbi-makumbi,utwana kashi bale tufunda  ubwangalo bwa jimunastiki,akamwana  kamo kalepita pe pulanga kale enda ukwabula umwenso wakupona,akamwana kambi bale kafuula ama sapato kuli kafundisha wakako
5047,kakopa wafi kope ale kopa, kakopa ale kopa icalo nafwala ifya buuta, ale kopa icalo,kakopa naiminina pa musebo ale kopa,kakopa  na iminina ale kopa ifi kope fya calo
5048,bashitata naba fwala makalashi aya fiita bale enda mu musebo, shitata nafwala akasote na paapa  naka cola ale enda ,cipalile kwati ale butukila mu kalale,ku lubali lwakwe kule pita ici mbaya-mbaya,bashitata bale moneka naba fulwa naba bika makalashi 
5049,umu kashana ale cinda panse  ye tuuka,umukashana nafwala ilaya ilya buuta , ale cinda napokelela ifi suma,umwanakashi ali panse ye tuuka ale cinda ,namayo na temwa saana abikapo noku cinda
5050,abakashana balemeka uku balenwa ubwalwa,umu kashana umo  nakwata ibotolo lya bwalwa kukanwa,bale nwa ubwalwa pa musebo,cipalile kwati naba kolwa ubwalwa,abakashana batatu bale angala noku nwa pa musebo
5051,abana besukulu bale angala nesofu,shitata naikala mwisamba lya insofu,bonse naba fwala ifya fiita,abana be sikulu nabomfwa bwino ukwa angala ne insofu,shitata naikala mwisamba lya nsofu ale tamba ifyo bale angala
5052,aba lumendo babili bali pa muulu pa cikuulwa bale poopa amapulanga,bali pamulu bale popa ama pulanga,umbi na bika icisote cakwe panshi,nafwala insapato ishaku  cingilila ku makasa,intambo ishili pa mibili yabo nasho sha ku cingilila nga bale pona
5053,baka fundisha babili bali kutanshi ye bumba,kafundisha umo nafwala ishati iya makumbi-makumbi,bale sambilisha ibumba Ili apa,pa tebulo pali aka botolo na beseni,kunshi ye tebulo kuli imifuko ibili
5054,umulumendo ale enda mu nshila,umulumendo nafwala icimpompo nama kalashi,cilemoneka kwati ali pa ncinto,nafwala itoloshi ilyafiitulukila ne shati lya katapa-katapa,ku lubali lwakwe kuli motoka naikata ifimuti mukati
5055,aba lumendo naba Nina pa numa ya mfalashi,icangalo ici caku butusha impunda,bonse naba fwala utu sote twaku ba cingilila nga ba pona,bambi naba fwala ifya buuta no ku kashika,Bambi naba fwala fya makumbi makumbi
5056,umwana umwanakashi no mwaume  na bekala mubenseni,kunuma yabo kuli icani bale lya ifi tumbwa,akanakashi kale lya,akanya aka mulumendo naka fwala ishati ilya makumbi makumbi,ku ntashi yabo kuli umuntu nafwala ici sote
5057,"aka mwana akaume kali
 mumuulu",natoloka mumuulu takwete neshati,nde tontokanya kuli umuntu panshi nangu ale toloka,kale moneka ne nsansa,elo panshi pali insalu ya kashika
5058,aka mwana nakekala mu musebo ninshi mule pita abantu,akanya pantashi naka fwala ishati lya mutuntula,"akanya naka fuula,limbi kale fwaya uku sunda",kubali kumbali kule moneka  amenshi,cilemoneka kwati niba wishi
5059,umulumendo naiminina ne mbwa shibili pa ntashi yakwe,shitata ale tamba imbwa shakwe shile lwa,imbwa shile angala,umulumendo nafwala itoloshi lya makumbi makumbi,na bika ukuboko mwitumba lyakwe
5060,aka mulumendo kali pamumana naka nina napa cikope capa menshi,umwaice ale angala pa menshi nafwala neshati ilya kashika,ale angala pa menshi,alemoneka uwa sansamuka,"ale lolesha mu menshi,na imya umukonso"
5061,"shitata naiminina alelolesha, elo umwanakashi ale enda.",kutali lutwe kuli ibumba lya bantu ilili ne milimo,umukashana na imya ifipe mu mapepala,ku lubali lwa mwanakashi kuli motoka,pa ntashi pali ama tebulo ne mipando
5062,abana batatu Bali panse Bali ne fiko,pali aka lumendo kamo notu banakashi tubili ,akanya  akalumendo kale isula amenshi,utu nakashana  tule lolela aka mulumendo kesule amenshi,cilemoneka kwati bale fwaya uku samba ku maboko
